"","Obs","Year","Month","Day","Name","NestName","ID","BandNumber","BandDate","BandDateJul","MeasurementDate","MeasurementDateJulYear","MeasurementDateJul","AgeField","CalcAge","CalcAgeInteger","HatchDate","HatchDateJul","HatchDateJulYear","AllSex","BillNT","TEC","BillWidth","BillDepth","Head","UpperBill","UBillSurface","TotBillSurface","Skull","Tarsus","WingChord","Primary7","TailLength","Weight","Condition","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation"
"140",980,2002,6,5,"7J","SIS202","7J SIS202","975-57573","6/29/2002",180,"6/29/2002",2002180,180,24,24.4,24,"6/5/2002",156,2002156,"F",19.4,"31.4",11.1,11.3,69.1,"12","135.6","175.84","37.7",53.8,125,73,25,272,"0.12",23.33333333,25.50505051,19.23976608,12.72727273,13.63636364,6.315789474,8.9154,5.0546,4.4196,161,191,148,28,53,17
"141",998,2003,4,15,"3E","FOHA03","3E FOHA03","975-57593","5/15/2003",135,"5/15/2003",2003135,135,30,28.2,28,"4/15/2003",105,2003105,"F",22.7,"35",12.1,11.8,76.8,"12.3","145.14","209.125","41.8",58.5,191,135,92,310,"0.12",15.50505051,17.72727273,7.339181287,2.97979798,4.04040404,-2.368421053,1.143,1.1684,6.9088,35,39,8,1,2,0
"142",991,2003,4,16,"1X","ALOT03","1X ALOT03","975-57586","5/14/2003",134,"5/14/2003",2003134,134,28,26.6,27,"4/16/2003",106,2003106,"F",22.4,"35",12,12.3,76.3,"12.6","154.98","212.625","41.3",58.9,176,118,68,383,"0.12",15.15151515,18.08080808,8.157894737,3.232323232,4.545454545,-1.900584795,1.143,1.8542,6.9088,34,47,24,1,2,1
"143",992,2003,4,16,"2Y","ALOT03","2Y ALOT03","975-57587","5/14/2003",134,"5/14/2003",2003134,134,28,26.7,27,"4/16/2003",106,2003106,"F",22.7,"36.1",12.9,12.8,77,"13.4","171.52","231.9425","40.9",58.8,180,122,68,353,"0.12",15.15151515,18.08080808,8.157894737,3.232323232,4.545454545,-1.900584795,1.143,1.8542,6.9088,34,47,24,1,2,1
"144",995,2003,4,16,"0B","HOMS03","0B HOMS03","975-57590","5/15/2003",135,"5/15/2003",2003135,135,29,27.5,28,"4/16/2003",106,2003106,"F",22.6,"35.2",12.6,12.2,76.6,"12.6","153.72","218.24","41.4",60.2,189,131,80,325,"0.11",15.15151515,18.08080808,8.157894737,3.232323232,4.545454545,-1.900584795,1.143,1.8542,6.9088,34,47,24,1,2,1
"145",981,2003,4,17,"1N","JUDD03","1N JUDD03","975-57576","5/12/2003",132,"5/12/2003",2003132,132,25,25.9,26,"4/17/2003",107,2003107,"F",21.8,"32.7",12.7,12.3,76.4,"10.9","134.07","204.375","43.7",58.1,164,111,52,398,"0.13",13.88888889,18.48484848,8.333333333,2.626262626,5.151515152,-2.426900585,1.3462,1.7526,6.858,18,55,18,0,2,1
"146",982,2003,4,17,"2O","JUDD03","2O JUDD03","975-57577","5/12/2003",132,"5/12/2003",2003132,132,25,25.8,26,"4/17/2003",107,2003107,"F",21.5,"33.6",12.8,12.9,74.4,"12.1","156.09","215.88","40.8",59.4,160,104,56,405,"0.12",13.88888889,18.48484848,8.333333333,2.626262626,5.151515152,-2.426900585,1.3462,1.7526,6.858,18,55,18,0,2,1
"147",987,2003,4,17,"7T","HAWA03","7T HAWA03","975-57582","5/12/2003",132,"5/12/2003",2003132,132,25,26.2,26,"4/17/2003",107,2003107,"F",21.9,"34.9",11.7,12.5,76.3,"13","162.5","211.145","41.4",60.2,169,110,62,409,"0.12",13.88888889,18.48484848,8.333333333,2.626262626,5.151515152,-2.426900585,1.3462,1.7526,6.858,18,55,18,0,2,1
"148",983,2003,4,17,"3P","JUDD03","3P JUDD03","975-57578","5/12/2003",132,"5/12/2003",2003132,132,25,27.1,27,"4/17/2003",107,2003107,"F",22.1,"33.1",11.6,11.8,74.4,"11","129.8","193.635","41.3",60.7,178,121,77,380,"0.12",13.88888889,18.48484848,8.333333333,2.626262626,5.151515152,-2.426900585,1.3462,1.7526,6.858,18,55,18,0,2,1
"149",1016,2003,4,18,"1W","MNDY03","1W MNDY03","975-57611","5/17/2003",137,"5/17/2003",2003137,137,29,25.2,25,"4/18/2003",108,2003108,"F",21.1,"33.2",12.7,11.7,73.1,"12.1","141.57","202.52","39.9",55.1,149,94,46,327,"0.13",13.43434343,18.58585859,7.83625731,2.878787879,5.151515152,-2.280701754,1.3462,1.778,5.6896,17,55,18,0,2,1
"150",1015,2003,4,18,"0V","MNDY03","0V MNDY03","975-57610","5/17/2003",137,"5/17/2003",2003137,137,29,26.9,27,"4/18/2003",108,2003108,"F",21.1,"33.7",12.1,12,73.8,"12.6","151.2","203.0425","40.1",57.7,175,120,74,356,"0.12",13.43434343,18.58585859,7.83625731,2.878787879,5.151515152,-2.280701754,1.3462,1.778,5.6896,17,55,18,0,2,1
"151",1013,2003,4,18,"8T","MNDY03","8T MNDY03","975-57608","5/17/2003",137,"5/17/2003",2003137,137,29,27.9,28,"4/18/2003",108,2003108,"F",23.6,"35.5",14,13,77.6,"11.9","154.7","239.625","42.1",60.3,191,134,86,390,"0.12",13.43434343,18.58585859,7.83625731,2.878787879,5.151515152,-2.280701754,1.3462,1.778,5.6896,17,55,18,0,2,1
"152",1001,2003,4,21,"6H","BROT03","6H BROT03","975-57596","5/16/2003",136,"5/16/2003",2003136,136,25,26.1,26,"4/21/2003",111,2003111,"F",23.8,"35.4",12.4,12.4,77.4,"11.6","143.84","219.48","42",61.1,168,108,61,370,"0.12",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"153",1002,2003,4,21,"7I","BROT03","7I BROT03","975-57597","5/16/2003",136,"5/16/2003",2003136,136,25,26.1,26,"4/21/2003",111,2003111,"F",23.7,"36.6",13.6,13,77.4,"12.9","167.7","243.39","40.8",60.4,166,108,63,368,"0.12",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"154",1004,2003,4,21,"9K","LRIS03","9K LRIS03","975-57599","5/16/2003",136,"5/16/2003",2003136,136,25,25.8,26,"4/21/2003",111,2003111,"F",19.8,"32",11.8,11.7,73.3,"12.2","142.74","188","41.3",57.4,168,110,50,342,"0.12",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"155",1005,2003,4,21,"0L","LRIS03","0L LRIS03","975-57600","5/16/2003",136,"5/16/2003",2003136,136,25,25.5,26,"4/21/2003",111,2003111,"F",21.5,"34.3",13.4,12.9,76,"12.8","165.12","225.5225","41.7",59.8,160,102,49,355,"0.12",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"156",1007,2003,4,21,"2N","LRIS03","2N LRIS03","957-57602","5/16/2003",136,"5/16/2003",2003136,136,25,25.8,26,"4/21/2003",111,2003111,"F",21.2,"32.7",13.6,12.5,74.2,"11.5","143.75","213.3675","41.5",60.7,163,107,55,370,"0.12",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"157",1035,2003,4,21,"9T","EWIL03","9T EWIL03","975-57234","5/20/2003",140,"5/20/2003",2003140,140,29,26.9,27,"4/21/2003",111,2003111,"F",23,"35.4",13.1,13.3,77.1,"12.4","164.92","233.64","41.7",60.2,179,123,70,430,"0.13",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"158",1036,2003,4,21,"0U","EWIL03","0U EWIL03","975-57235","5/20/2003",140,"5/20/2003",2003140,140,29,27.9,28,"4/21/2003",111,2003111,"F",24.5,"36.8",15,14,79.1,"12.3","172.2","266.8","42.3",62.4,195,133,87,415,"0.12",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"159",1037,2003,4,21,"1V","EWIL03","1V EWIL03","975-57236","5/20/2003",140,"5/20/2003",2003140,140,29,28.1,28,"4/21/2003",111,2003111,"F",24.6,"36.8",13.4,13,78.7,"12.2","158.6","242.88","41.9",61.4,191,133,91,400,"0.12",15.75757576,18.88888889,10.43859649,3.434343434,5.707070707,0.263157895,1.1684,3.937,4.318,32,61,33,1,1,1
"160",999,2003,4,22,"4F","BROT03","4F BROT03","975-57594","5/16/2003",136,"5/16/2003",2003136,136,24,25.6,26,"4/22/2003",112,2003112,"F",21.7,"32.7",13.4,12.7,72.8,"11","139.7","213.3675","40.1",60.5,155,100,55,447,"0.13",16.31313131,17.52525253,10.64327485,3.535353535,5.252525253,0.614035088,1.7018,3.7084,4.5974,38,45,35,2,0,1
"161",1030,2003,4,22,"0K","NEWC03","0K NEWC03","975-57225","5/20/2003",140,"5/20/2003",2003140,140,28,25.8,26,"4/22/2003",112,2003112,"F",21.5,"33.6",11.8,11.6,71.4,"12.1","140.36","196.56","37.8",52.3,156,112,49,252,"0.12",16.31313131,17.52525253,10.64327485,3.535353535,5.252525253,0.614035088,1.7018,3.7084,4.5974,38,45,35,2,0,1
"162",1031,2003,4,22,"1L","NEWC03","1L NEWC03","975-57226","5/20/2003",140,"5/20/2003",2003140,140,28,27,27,"4/22/2003",112,2003112,"F",23.2,"35.9",12.8,12.3,77,"12.7","156.21","225.2725","41.1",57.2,187,129,67,342,"0.12",16.31313131,17.52525253,10.64327485,3.535353535,5.252525253,0.614035088,1.7018,3.7084,4.5974,38,45,35,2,0,1
"163",1032,2003,4,22,"2M","NEWC03","2M NEWC03","975-57227","5/20/2003",140,"5/20/2003",2003140,140,28,27.1,27,"4/22/2003",112,2003112,"F",21,"33.9",12.3,11.7,NA,"12.9","150.93","203.4",NA,52.5,179,136,64,318,"0.13",16.31313131,17.52525253,10.64327485,3.535353535,5.252525253,0.614035088,1.7018,3.7084,4.5974,38,45,35,2,0,1
"164",1029,2003,4,22,"9J","NEWC03","9J NEWC03","975-57224","5/20/2003",140,"5/20/2003",2003140,140,28,27.6,28,"4/22/2003",112,2003112,"F",23,"35.8",12.1,12.3,77.2,"12.8","157.44","218.38","41.4",55.9,189,134,79,375,"0.13",16.31313131,17.52525253,10.64327485,3.535353535,5.252525253,0.614035088,1.7018,3.7084,4.5974,38,45,35,2,0,1
"165",1011,2003,4,23,"6R","BRTN03","6R BRTN03","975-57606","5/17/2003",137,"5/17/2003",2003137,137,24,25.4,25,"4/23/2003",113,2003113,"F",21.6,"34.5",12.7,13.7,71.8,"12.9","176.73","227.7","37.3",55.9,154,95,51,354,"0.13",16.06060606,17.17171717,11.28654971,3.080808081,5.555555556,0.643274854,1.5748,3.937,4.699,36,45,35,2,0,1
"166",1010,2003,4,23,"5Q","BRTN03","5Q BRTN03","975-57605","5/17/2003",137,"5/17/2003",2003137,137,24,25.5,26,"4/23/2003",113,2003113,"F",21.4,"33.5",13.6,14.2,72.6,"12.1","171.82","232.825","39.1",59.5,152,97,53,387,"0.12",16.06060606,17.17171717,11.28654971,3.080808081,5.555555556,0.643274854,1.5748,3.937,4.699,36,45,35,2,0,1
"167",1020,2003,4,24,"0A","SWEG03","0A SWEG03","975-57615","5/19/2003",139,"5/19/2003",2003139,139,25,25.5,25,"4/24/2003",114,2003114,"F",20.1,"32.6",11.7,11.6,71.2,"12.5","145","189.895","38.6",53.3,158,102,47,289,"0.12",15.95959596,17.12121212,11.25730994,2.97979798,5.858585859,0.614035088,1.0414,3.9624,1.9558,36,45,35,2,0,1
"168",1028,2003,4,24,"8I","ECRI03","8I ECRI03","975-57623","5/20/2003",140,"5/20/2003",2003140,140,26,24.8,25,"4/24/2003",114,2003114,"F",20,"30.1",11.6,10.8,70.1,"10.1","109.08","168.56","40",55.8,140,84,36,250,"0.11",15.95959596,17.12121212,11.25730994,2.97979798,5.858585859,0.614035088,1.0414,3.9624,1.9558,36,45,35,2,0,1
"169",1017,2003,4,24,"2X","SWEG03","2X SWEG03","975-57612","5/19/2003",139,"5/19/2003",2003139,139,25,26.4,26,"4/24/2003",114,2003114,"F",22.5,"34.4",14,12.8,76.3,"11.9","152.32","230.48","41.9",55.9,170,115,65,358,"0.13",15.95959596,17.12121212,11.25730994,2.97979798,5.858585859,0.614035088,1.0414,3.9624,1.9558,36,45,35,2,0,1
"170",1021,2003,4,24,"1B","SWEG03","1B SWEG03","975-57616","5/19/2003",139,"5/19/2003",2003139,139,25,25.8,26,"4/24/2003",114,2003114,"F",20.2,"31.8",13.4,11.8,71.3,"11.6","136.88","200.34","39.5",56.2,164,113,48,310,"0.12",15.95959596,17.12121212,11.25730994,2.97979798,5.858585859,0.614035088,1.0414,3.9624,1.9558,36,45,35,2,0,1
"171",1027,2003,4,24,"7H","ECRI03","7H ECRI03","975-57622","5/20/2003",140,"5/20/2003",2003140,140,26,26.5,27,"4/24/2003",114,2003114,"F",22,"34",11.4,12.8,75.5,"12","153.6","205.7","41.5",57.2,171,114,69,344,"0.12",15.95959596,17.12121212,11.25730994,2.97979798,5.858585859,0.614035088,1.0414,3.9624,1.9558,36,45,35,2,0,1
"172",1039,2003,4,26,"0","TRUP03","00 TRUP03","975-57641","5/23/2003",143,"5/23/2003",2003143,143,27,26.4,26,"4/26/2003",116,2003116,"F",21.1,"32.9",11.5,12,74.6,"11.8","141.6","193.2875","41.7",56.2,177,123,58,297,"0.12",17.72727273,17.32323232,12.42690058,4.04040404,6.262626263,1.198830409,1.1684,3.7338,1.9558,39,51,35,2,0,1
"173",1046,2003,5,2,"44","HATR03","44 HATR03","975-57653","5/29/2003",149,"5/29/2003",2003149,149,27,26.3,26,"5/2/2003",122,2003122,"F",22.4,"34.3",13.8,12.8,77.5,"11.9","152.32","228.095","43.2",56.4,180,120,55,333,"0.12",18.88888889,17.07070707,16.66666667,5.707070707,5.909090909,3.333333333,3.937,1.8034,1.8796,61,51,71,1,0,3
"174",1049,2003,5,5,"88","LENO03","88 LENO03","975-57657","6/4/2003",155,"6/4/2003",2003155,155,30,27.4,27,"5/5/2003",125,2003125,"F",23.6,"36",13.5,12.9,77.3,"12.4","159.96","237.6","41.3",61.1,187,131,77,380,"0.12",17.12121212,19.04040404,15.90643275,5.858585859,7.525252525,3.304093567,3.9624,2.8702,2.0574,45,74,57,0,0,2
"175",1051,2003,5,5,"12","LENO03","12 LENO03","975-57659","6/4/2003",155,"6/4/2003",2003155,155,30,28.2,28,"5/5/2003",125,2003125,"F",22.8,"34.7",11.6,12.5,77.1,"11.9","148.75","209.0675","42.4",59.8,200,140,87,376,"0.12",17.12121212,19.04040404,15.90643275,5.858585859,7.525252525,3.304093567,3.9624,2.8702,2.0574,45,74,57,0,0,2
"176",1052,2003,5,5,"23","LENO03","23 LENO03","975-57660","6/4/2003",155,"6/4/2003",2003155,155,30,28.4,28,"5/5/2003",125,2003125,"F",24.3,"38.5",12.3,13,79.1,"14.2","184.6","243.5125","40.6",61.9,200,139,92,398,"0.12",17.12121212,19.04040404,15.90643275,5.858585859,7.525252525,3.304093567,3.9624,2.8702,2.0574,45,74,57,0,0,2
"177",1050,2003,5,5,"99","LENO03","99 LENO03","975-57658","6/4/2003",155,"6/4/2003",2003155,155,30,28.5,29,"5/5/2003",125,2003125,"F",23.3,"36",11.7,13.1,78.8,"12.7","166.37","223.2","42.8",59.8,202,145,90,388,"0.12",17.12121212,19.04040404,15.90643275,5.858585859,7.525252525,3.304093567,3.9624,2.8702,2.0574,45,74,57,0,0,2
"178",1055,2003,5,11,"56","CALD03","56 CALD03","975-57663","6/5/2003",156,"6/5/2003",2003156,156,25,25.4,25,"5/11/2003",131,2003131,"F",21,"33.3",12.3,12.6,73.4,"12.3","154.98","207.2925","40.1",59.4,156,97,47,353,"0.12",18.53535354,17.72727273,17.01754386,6.767676768,8.181818182,3.888888889,3.8862,6.7564,2.667,69,66,70,0,0,2
"179",1054,2003,5,11,"45","CALD03","45 CALD03","975-57662","6/5/2003",156,"6/5/2003",2003156,156,25,25.9,26,"5/11/2003",131,2003131,"F",21.5,"34.3",12.3,12.8,74.4,"12.8","163.84","215.2325","40.1",59.5,165,110,55,375,"0.12",18.53535354,17.72727273,17.01754386,6.767676768,8.181818182,3.888888889,3.8862,6.7564,2.667,69,66,70,0,0,2
"180",1059,2003,5,20,"24","COPA03","24 COPA03","954-57669","6/15/2003",166,"6/15/2003",2003166,166,26,25.4,25,"5/20/2003",140,2003140,"F",23,"35.8",12,12.1,76.4,"12.8","154.88","215.695","40.6",58.3,153,101,45,300,"0.11",18.88888889,19.04040404,17.95321637,8.131313131,9.898989899,5.877192982,2.8702,6.5532,4.699,78,95,96,0,2,1
"181",1057,2003,5,22,"13","DYCE03","13 DYCE03","954-57668","6/15/2003",166,"6/15/2003",2003166,166,24,24,24,"5/22/2003",142,2003142,"F",20.59,"31.65",10.01,11.41,70.34,"11.06","126.1946","169.4858","38.69",56.18,116,56,19,291,"0.12",17.72727273,20.25252525,17.80701754,8.181818182,11.06060606,5.643274854,6.7564,2.3368,5.0546,66,119,91,0,7,0
"182",1062,2004,4,10,"38","MNDY04","38 MNDY04","975-57686","5/8/2004",129,"5/8/2004",2004129,129,28,26.5,26,"4/10/2004",101,2004101,"F",22.8,"35.1",13.7,12.9,75.3,"12.3","158.67","233.415","40.2",60,170,114,67,420,"0.12",14.09090909,16.31313131,8.976608187,0.555555556,5.505050505,0.380116959,6.1976,2.5908,3.6576,31,53,10,0,6,0
"183",1061,2004,4,10,"27","MNDY04","27 MNDY04","975-57685","5/8/2004",129,"5/8/2004",2004129,129,28,26.8,27,"4/10/2004",101,2004101,"F",24,"38",13.3,13.1,77.9,"14","183.4","250.8","39.9",59.3,178,118,73,400,"0.12",14.09090909,16.31313131,8.976608187,0.555555556,5.505050505,0.380116959,6.1976,2.5908,3.6576,31,53,10,0,6,0
"184",1064,2004,4,10,"49","YATI04","49 YATI04","975-57687","5/8/2004",129,"5/8/2004",2004129,129,28,27.2,27,"4/10/2004",101,2004101,"F",23,"36.1",12.6,12,76.5,"13.1","157.2","222.015","40.4",60.6,187,125,78,260,"0.11",14.09090909,16.31313131,8.976608187,0.555555556,5.505050505,0.380116959,6.1976,2.5908,3.6576,31,53,10,0,6,0
"185",1070,2004,4,13,"17","TRUP04","17 TRUP04","975-57693","5/12/2004",133,"5/12/2004",2004133,133,29,28,28,"4/13/2004",104,2004104,"F",24.6,"37.7",11.2,13.4,77.5,"13.1","175.54","231.855","39.8",56,195,134,87,386,"0.13",16.16161616,17.17171717,9.912280702,3.282828283,5.707070707,0.81871345,7.7216,3.9116,4.445,48,65,10,0,11,0
"186",1071,2004,4,13,"28","TRUP04","28 TRUP04","975-57695","5/12/2004",133,"5/12/2004",2004133,133,29,27.6,28,"4/13/2004",104,2004104,"F",23.6,"36.9",11.4,13.8,77.6,"13.3","183.54","232.47","40.7",56,186,132,81,351,"0.13",16.16161616,17.17171717,9.912280702,3.282828283,5.707070707,0.81871345,7.7216,3.9116,4.445,48,65,10,0,11,0
"187",1068,2004,4,14,"83","CCLI04","83 CCLI04","975-57691","5/8/2004",129,"5/8/2004",2004129,129,24,24.1,24,"4/14/2004",105,2004105,"F",16.7,"29.3",11.3,12.3,64.7,"12.6","154.98","172.87","35.4",52.9,129,64,20,325,"0.13",16.21212121,17.12121212,9.473684211,3.737373737,5.454545455,0.584795322,6.858,3.8608,8.3058,48,65,8,0,11,0
"188",1067,2004,4,14,"72","CCLI04","72 CCLI04","975-57690","5/8/2004",129,"5/8/2004",2004129,129,24,25,25,"4/14/2004",105,2004105,"F",19.6,"32.3",12.6,12.6,70.1,"12.7","160.02","203.49","37.8",58.6,143,89,40,373,"0.12",16.21212121,17.12121212,9.473684211,3.737373737,5.454545455,0.584795322,6.858,3.8608,8.3058,48,65,8,0,11,0
"189",1072,2004,4,18,"39","FOWA04","39 FOWA04","975-57696","5/12/2004",133,"5/12/2004",2004133,133,24,25.6,26,"4/18/2004",109,2004109,"F",22.9,"33.7",12,11.9,75.8,"10.8","128.52","201.3575","42.1",60.5,165,104,50,385,"0.12",16.81818182,19.19191919,9.385964912,5,5.909090909,-0.526315789,3.683,4.0132,7.3406,48,74,9,0,11,0
"190",1075,2004,4,20,"62","WARC04","62 WARC04","975-57699","5/16/2004",137,"5/16/2004",2004137,137,26,26.2,26,"4/20/2004",111,2004111,"F",25.1,"36.9",12.8,13.5,78.9,"11.8","159.3","242.6175","42",54.9,169,113,62,400,"0.13",16.26262626,19.7979798,10.55555556,4.848484848,6.96969697,-0.204678363,3.0226,4.6228,8.3312,46,86,31,3,14,0
"191",1078,2004,4,20,"95","WARC04","95 WARC04","915-51302","5/16/2004",137,"5/16/2004",2004137,137,26,25.9,26,"4/20/2004",111,2004111,"F",24.2,"33.1",13,13.8,76.6,"8.9","122.82","221.77","43.5",52.3,159,108,55,350,"0.13",16.26262626,19.7979798,10.55555556,4.848484848,6.96969697,-0.204678363,3.0226,4.6228,8.3312,46,86,31,3,14,0
"192",1083,2004,4,22,"63","MINE04","63 MINE04","915-51308","5/19/2004",140,"5/19/2004",2004140,140,27,26.5,26,"4/22/2004",113,2004113,"F",23,"35.1",13,12.3,78.7,"12.1","148.83","222.0075","43.6",59.2,172,115,67,385,"0.12",17.57575758,19.8989899,11.52046784,6.717171717,6.767676768,0.292397661,2.5908,4.7752,7.6962,73,85,43,11,13,0
"193",1085,2004,4,22,"85","MINE04","85 MINE04","915-51310","5/19/2004",140,"5/19/2004",2004140,140,27,26.8,27,"4/22/2004",113,2004113,"F",23.4,"34.3",14.8,12.8,77.1,"10.9","139.52","236.67","42.8",57.9,175,122,70,390,"0.13",17.57575758,19.8989899,11.52046784,6.717171717,6.767676768,0.292397661,2.5908,4.7752,7.6962,73,85,43,11,13,0
"194",1086,2004,4,22,"96","MINE04","96 MINE04","915-51311","5/19/2004",140,"5/19/2004",2004140,140,27,26.6,27,"4/22/2004",113,2004113,"F",22.7,"35.9",13.7,13.3,75.5,"13.2","175.56","242.325","39.6",56.5,175,113,73,363,"0.13",17.57575758,19.8989899,11.52046784,6.717171717,6.767676768,0.292397661,2.5908,4.7752,7.6962,73,85,43,11,13,0
"195",1079,2004,4,24,"29","LOCO04","29 LOCO04","915-51304","5/17/2004",138,"5/17/2004",2004138,138,23,23,23,"4/24/2004",115,2004115,"F",20.8,"32.4",13.2,12,69.9,"11.6","139.2","204.12","37.5",54.7,138,82,41,300,"0.12",17.17171717,21.86868687,12.74853801,5.707070707,9.545454545,1.257309942,3.9116,2.286,8.001,65,125,48,11,32,0
"196",1081,2004,4,24,"41","LOCO04","41 LOCO04","915-51306","5/17/2004",138,"5/17/2004",2004138,138,23,23,23,"4/24/2004",115,2004115,"F",19.9,"30.9",11.8,12.3,71,"11","135.3","186.1725","40.1",53.5,141,84,43,330,"0.13",17.17171717,21.86868687,12.74853801,5.707070707,9.545454545,1.257309942,3.9116,2.286,8.001,65,125,48,11,32,0
"197",1082,2004,4,24,"52","LOCO04","52 LOCO04","915-51307","5/17/2004",138,"5/17/2004",2004138,138,23,23,23,"4/24/2004",115,2004115,"F",19.4,"30.8",12.6,11.7,68.2,"11.4","133.38","187.11","37.4",55.6,125,73,32,305,"0.12",17.17171717,21.86868687,12.74853801,5.707070707,9.545454545,1.257309942,3.9116,2.286,8.001,65,125,48,11,32,0
"198",1099,2004,4,25,"43","BRBI04","43 BRBI04","915-51328","5/21/2004",142,"5/21/2004",2004142,142,26,26.1,26,"4/25/2004",116,2004116,"F",23.6,"36.4",13.5,13.4,76.5,"12.8","171.52","244.79","40.1",58.3,168,108,62,390,"0.13",17.12121212,22.97979798,13.39181287,5.454545455,10.15151515,1.695906433,3.8608,3.7084,8.001,65,137,48,11,32,0
"199",1101,2004,4,25,"65","BRBI04","65 BRBI04","915-51330","5/21/2004",142,"5/21/2004",2004142,142,26,26.1,26,"4/25/2004",116,2004116,"F",22.7,"34.4",12.8,13,76.1,"11.7","152.1","221.88","41.7",59.1,171,111,60,400,"0.12",17.12121212,22.97979798,13.39181287,5.454545455,10.15151515,1.695906433,3.8608,3.7084,8.001,65,137,48,11,32,0
"200",1088,2004,4,26,"19","HAWA04","19 HAWA04","915-51313","5/19/2004",140,"5/19/2004",2004140,140,23,23,23,"4/26/2004",117,2004117,"F",20.6,"30.2",12.8,12.9,73,"9.6","123.84","194.035","42.8",59.2,150,91,45,380,"0.12",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
"201",1089,2004,4,26,"20","HAWA04","20 HAWA04","915-51314","5/19/2004",140,"5/19/2004",2004140,140,23,23,23,"4/26/2004",117,2004117,"F",20.3,"32.6",12.6,12.8,71.3,"12.3","157.44","207.01","38.7",55.8,141,82,33,325,"0.12",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
"202",1090,2004,4,26,"31","HAWA04","31 HAWA04","915-51315","5/19/2004",140,"5/19/2004",2004140,140,23,23,23,"4/26/2004",117,2004117,"F",19.7,"30.7",11.4,12.2,71.3,"11","134.2","181.13","40.6",55.2,134,78,30,318,"0.12",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
"203",1096,2004,4,26,"10","CAFO04","10 CAFO04","915-51325","5/20/2004",141,"5/20/2004",2004141,141,24,24.5,24,"4/26/2004",117,2004117,"F",21.8,"32.3",13,11.8,71.9,"10.5","123.9","200.26","39.6",55.3,130,74,32,297,"0.12",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
"204",1097,2004,4,26,"21","CAFO04","21 CAFO04","915-51326","5/20/2004",141,"5/20/2004",2004141,141,24,24.3,24,"4/26/2004",117,2004117,"F",21,"32.4",12.2,11.7,72.7,"11.4","133.38","193.59","40.3",53.1,123,69,27,297,"0.13",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
"205",1091,2004,4,26,"42","ROWA04","42 ROWA04","915-51317","5/20/2004",141,"5/20/2004",2004141,141,24,25.1,25,"4/26/2004",117,2004117,"F",23.2,"34.1",13.5,12.5,74.2,"10.9","136.25","221.65","40.1",58.5,152,92,44,358,"0.12",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
"206",1093,2004,4,26,"64","ROWA04","64 ROWA04","915-51319","5/20/2004",141,"5/20/2004",2004141,141,24,25.5,25,"4/26/2004",117,2004117,"F",22.4,"32.3",13.3,13,73.5,"9.9","128.7","212.3725","41.2",60.1,152,95,53,342,"0.12",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
"207",1094,2004,4,26,"75","ROWA04","75 ROWA04","915-51320","5/20/2004",141,"5/20/2004",2004141,141,24,24.7,25,"4/26/2004",117,2004117,"F",21.2,"33",12.6,12.5,72.4,"11.8","147.5","207.075","39.4",57.2,137,80,35,317,"0.12",17.47474747,23.13131313,13.50877193,5.404040404,10.55555556,2.076023392,4.2164,3.3528,8.7884,65,140,48,11,32,0
