measureDate,id ,name,deathDate,nestName,nestNameYear,deathAge,species,hatchDate,year,hatchYear,billNT,rank,billWidth,remarks,billDepth,tec,head,mouthColor,skull,futureBreeder,tarsus,wingChord,bloodTube ,manus,bloodSpotsBelly,7thPrim,broodSize,exp7thPrim,Band match,p7Ratio,initialBandDateJuly,tailLength,initialBandDate,weight,weakHungerBars,age,strongHungerBars,sexSummary,modHungerBars,DNASex,extremeHungerBars,behaviorSex,alias,bandNumber,nestlingData,colorBands,p7Squared,radioFrequency,WtTarsusIndex,jDay,ageCategory,markDate,vetReference,location
9/12/2003,1I EOCR01,1I,,EOCR,EOCR01,,Corvus brachyrhynchos,,2003,,35.6,,12.7,found dead on ground; keel pronounced,17.7,48.4,92.3,,43.9,,60.6,309,,,,248,,,,0,,176,,259,,,,,,,,,,835-99662,,AW-SW,61504,,4.273927393,,,,,
9/16/2003,A2 HABL98,A2,,HABL,HABL98,,Corvus brachyrhynchos,,2003,,36.1,,15.5,found dead; seen sick night before; still in moult,18.8,49.4,95.6,,46.2,,62.9,321,,,,266,,,,0,,192,,457,,,,,,,,,,925-62397,,S-LPW,70756,,7.265500795,,,,,
9/16/2003,2J EOCR01,2J,,EOCR,EOCR01,,Corvus brachyrhynchos,,2003,,35.6,,15,found dead; chest in good flesh,20.4,50.6,93.3,,42.7,,56.1,311,,,,255,,,,0,,182,,404,,2,,,,,,,,835-99663,,FW-SW,65025,,7.201426025,,,,,
9/17/2003,0G MNDY01,0G,,MNDY,MNDY01,,Corvus brachyrhynchos,,2003,,37.1,,16.3,found dead in stream; seen sick on 17-Sep-03; keel very pronounced,18.5,50.7,94.9,,44.2,,60.6,315,,,,256,,,,0,,186,,425,,2,,,,,,,,835-99687,,PW-SA,65536,,7.01320132,,,,,
9/17/2003,No-b CCI,No-b,,CCI,CCI,,Corvus brachyrhynchos,,2003,,34.1,,15.8,found dead on 10th fairway CCI; very pronounced keel,17.8,44.4,91.4,,47,,59,303,,,,252,,,,0,,173,,333,,,,,,,,,,,,,63504,,5.644067797,,,,,
9/18/2003,88 LENO03,88,,LENO,LENO03,,Corvus brachyrhynchos,,2003,,31.9,,15.9,found dead; pronounced keel,16.6,45.3,88,,42.7,,59.4,292,,,,237,,,,0,,167,,344,,,,,,,,,,975-57657,,SWW-R,56169,,5.791245791,,,,,
9/22/2003,No-b MCON,No-b,,MCON,MCON,,Corvus brachyrhynchos,,2003,,33.6,,15.8,found dead; moderately pronounced keel,18.4,46.4,92.5,,46.1,,61.4,315,,,,258,,,,0,,185,,434,,,,,,,,,,,,,66564,,7.068403909,,,,,
9/30/2003,4Q HAWA03,4Q,,HAWA,HAWA03,,Corvus brachyrhynchos,,2003,,34.9,,14.3,"found sick on 28th, dead on 30th; keel not pronounced",18.6,47.8,93.7,,45.9,,62.5,297,,,,235,,,,0,,164,,444,,,,,,,,,,975-57579,,SLF-O,55225,,7.104,,,,,
10/1/2003,1Z BRTN02,1Z,,BRTN,BRTN02,,Corvus brachyrhynchos,,2003,,32.4,,13,found dead; showing just a little keel,17.6,45.2,88.7,,43.5,,60.1,298,,,,239,,,,0,,167,,381,,,,,,,,,,975-57535,,BRO-S,57121,,6.339434276,,,,,
9/28/2003,ZL WEGO94,ZL,,WEGO,WEGO94,,Corvus brachyrhynchos,,2003,,39.8,,17.2,,18.8,51.3,97.3,,46,,58.6,323,,,,260,,,,0,,182,,446,,,,,,,,,,,,,67600,,7.610921502,,,,,
8/16/2003,3R JEWL02,3R,,JEWL,JEWL02,,Corvus brachyrhynchos,,2003,,36.4,,14,,16.9,53.4,91.1,,37.7,,58.3,298,,,,251,,,,0,,178,,354,,,,,,,,,,975-57526,,,63001,,6.072041166,,,,,
9/18/2003,GI HABL93,GI,,HABL,HABL93,,Corvus brachyrhynchos,,2003,,34.9,,,,,,,,,,61.3,,,,,,,,,,,195,,,,,,,,,,,,,,,,,0,,,,,
8/27/2003,RV SWEG94,RV,,SWEG,SWEG94,,Corvus brachyrhynchos,,2003,,37.2,,14.8,"*not accurate, 7 primary growing",19.2,53,95.8,,42.8,,61.8,302,,,,242,,,,,,,,,,,,,,,,,,,,,58564,,0,,,,,
9/23/2003,AG WAHA95,AG,,WAHA,WAHA95,,Corvus brachyrhynchos,,2003,,34,,14,,17,45.8,90.6,,44.8,,60.4,307,,,,255,,,,,,186,,451.8,,,,,,,,,,,,,65025,,7.48013245,,,,,
9/17/2003,T2 EFER98,T2,,EFER,EFER98,,Corvus brachyrhynchos,,2003,,34.8,,15.1,"7 primary growing, too far gone for wt",17.4,46,93.2,,47.2,,60.1,305,,,,248,,,,,,181,,0,,,,,,,,,,,,,61504,,0,,,,,
10/23/2003,8M MART02,8M,,MART,MART02,,Corvus brachyrhynchos,,2003,,37.2,,16.3,too much missing for weight,19.8,53,97.8,,44.8,,62.8,318,,,,255,,,,,,182,,0,,,,,,,,,,,,,65025,,0,,,,,
9/5/2003,XN WEGO94,XN,,WEGO,WEGO94,,Corvus brachyrhynchos,,2003,,34.7,,15.9,,17.7,49.6,91.9,,42.3,,60.2,308,,,,258,,,,,,188,,413,,,,,,,,,,,,,66564,,6.860465116,,,,,
9/17/2003,ABC-39 BISAad?,ABC-39,,BISA,BISAad?,,Corvus brachyrhynchos,,2003,,33,,15.4,,17.2,49,89.2,,40.2,,59.9,308,,,,250,,,,,,169,,379,,,,,,,,,,,,,62500,,6.32721202,,,,,
9/25/2003,ABC-53 Compost,ABC-53,,Compost,Compost,,Corvus brachyrhynchos,,2003,,33.1,,14.8,,19,48.6,88.5,,39.9,,58.4,313,,,,253,,,,,,174,,434,,,,,,,,,,,,,64009,,7.431506849,,,,,
10/5/2003,ABC-57 EOCRad?,ABC-57,,EOCR,EOCRad?,,Corvus brachyrhynchos,,2003,,36.5,,13.7,emaciated,17.8,51,94.3,,43.3,,61.4,,,,,327,,266,,0,,,,193,,353,,,,,,,,,,,106929,,3.143322476,,,,,
3/6/2004,9M ALOT02,9M,,A LOT,ALOT02,,Corvus brachyrhynchos,,2004,,39.4,,15.6,radio signal is slow.,18.8,53.7,97.7,3,44,,61.2,327,129-03 anti: 243,,,268,,,,,,185,,540,,2,,M,,,,,,975-57548,,PFA-S,71824,149.29,8.823529412,,,,,
3/6/2004,91 NET104,91,,NET,NET104,,Corvus brachyrhynchos,,2004,,38.6,,14.2,RR6 may be replaced. Injured.,18.5,51.1,97.2,0.5,46.1,,60.3,299,"dna:106, anti:244",,,240,,,,,,171,,602,,0,,,,,,,,975-57677,,SOF-W,57600,,9.983416252,,,,,
3/6/2004,14 NET104,14,,NET,NET104,,Corvus brachyrhynchos,,2004,,33.8,,13.1,,17.2,45.4,88.5,1,43.1,,57,285,"dna:107,anti:245",,,222,,,,,,158,,447,,0,,,,,,,,975-57678,,SPF-W,49284,,7.842105263,,,,,
3/6/2004,25 NET104,25,,NET,NET104,,Corvus brachyrhynchos,,2004,,34.3,,15.7,very vocal.,16.6,46.1,90,1.5,43.9,,58.2,282,"108, 246",,,223,,,,,,162,,485,,0,,,,,,,,975-57679,,SRF-W,49729,,8.333333333,,,,,
3/6/2004,36 NET104,36,,NET,NET104,,Corvus brachyrhynchos,,2004,,36.9,,13.8,,15.9,49.5,95.1,1,45.6,,58.6,282,109247,,,217,,,,,,156,,465,,0,,,,,,,,975-57680,,SAF-W,47089,,7.935153584,,,,,
3/6/2004,47 NET104,47,,NET,NET104,,Corvus brachyrhynchos,,2004,,35.8,,16.2,,17.9,49,95.4,0.5,46.4,,59.9,297,"110, 248",,,228,,,,,,170,,554,,0,,,,,,,,975-57681,,SFF-W,51984,,9.248747913,,,,,
3/6/2004,58 NET104,58,,NET,NET104,,Corvus brachyrhynchos,,2004,,38.8,,14.2,male?,19.1,51,97.2,0.5,46.2,,60.8,299,111249,,,229,,,,,,183,,575,,0,,m?,,,,,,975-57682,,SWP-F,52441,,9.457236842,,,,,
3/6/2004,6O NET104,6O,,NET,NET104,,Corvus brachyrhynchos,,2004,,39,,15.6,,19.9,53.5,97.3,2,43.8,,61.2,320,112250,,,253,,,,,,182,,575,,,,,,,,,,975-57683,,BS-PL,64009,,9.395424837,,,,,
6/7/2005,7P GENR05,7P,,GENR,GENR05,,Corvus brachyrhynchos,,"2005
",,36,,14.8,injury on left foot,18.7,49.6,94.2,,44.6,,59.8,325,,,,267,,,,,,185,,490,,,,,,,,,,775-27367,,LS-PL,71289,,8.193979933,158,,,,
6/7/2005,8Q GENR05,8Q,,GENR,GENR05,,Corvus brachyrhynchos,,2005,,158,,14.8,,17.9,49.5,95,,45.5,,60.7,316,,,,254,,,,,,182,,545,,,,,,,,,,775-27368,,OS-PL,64516,,8.978583196,,,,,
7/1/2006,ET HART91,ET,,HART,HART91,,Corvus brachyrhynchos,,2006,,33.9,,12.6,"very prominent/thin keel; right leg appears broken and infected at tarsal joint; bleeding from left hallux; tarso-tibial joint swollen with apparent puncture wound; Vet Clinic evaluation: wound 2? Mos old, injury into joint. Nothing to be done--released. p3-10 old; no tail molt.",17.4,51.4,90,,38.6,,58,319,,,,260,,,,,,185,,403,,15,,,,,,,,695-20470,,OBW-S,67600,,6.948275862,182,,,,
7/1/2006,9R NET106,9R,,NET,NET106,,Corvus brachyrhynchos,,2006,,38.1,,16.2,"p6-10 old, 5 a half, 4  3/4 length; tail half gone",19.5,52.3,99.4,,47.1,,61,325,,,,260,,,,,,178,,550,,,,,,,,,,0965-66129,,WS-OR,67600,150695,9.016393443,182,,,,
7/1/2006,0S NET106,0S,,NET,NET106,,Corvus brachyrhynchos,,2006,,32.8,,14.6,"p6-10 old, 5 3/4 length; r5-6 old, r1-3 new and complete",18.1,45.8,90.1,,44.3,,53.6,325,,,,270,,,,,,188,,485,,,,,,,,,,0965-66130,,BS-OR,72900,149789,9.048507463,182,,,,
7/1/2006,AK NET106,AK,,NET,NET106,,Corvus brachyrhynchos,,2006,,33.8,,15.9,"p10-7 old; r6-3 old, 1half length, 2 breaking out",18.2,46.6,91.3,,44.7,,58.7,311,,,,248,,,,,,175,,483,,1,,,,,,,,0965-66131,,WL-PS,61504,,8.228279387,182,,,,
7/1/2006,1T NET106,1T,,NET,NET106,,Corvus brachyrhynchos,,2006,,34.7,,14.3,"p5-10 old, 4 3/4, 3 nearly full length; no tail molt.",17.8,49.4,93.5,,44.1,,59.4,321,,,,257,,,,,,188,,487,,,,,,,,,,0965-66132,,YS-OR,66049,150708,8.198653199,182,,,,
7/1/2006,DI NET106,DI,,NET,NET106,,Corvus brachyrhynchos,,2006,,31.5,,15.4,no wing or tail molt,17,44,89.3,,45.3,,62.1,317,,,,255,,,,,,187,,482,,0,,,,,,,,0965-66133,,O-BBS,65025,,7.761674718,182,,,,
7/1/2006,BJ NET106,BJ,,NET,NET106,,Corvus brachyrhynchos,,2006,,34.1,,13.3,"p7-10 old, 6 half length; r6-5 old, all others growing",17.6,47.7,90.9,,43.2,,60.3,288,,,,225,,,,,,160,,450,,1,,,,,,,,0965-66134,,BL-PS,50625,,7.462686567,182,,,,
7/1/2006,CI NET106,CI,,NET,NET106,,Corvus ossifragus,,2006,,30,,13.2,"Fish Crow; p5-10 old, p4 just emerging, p3 3/4 length; no tail molt",15.2,42.7,79.6,,36.9,,47.7,272,,,,220,,,,,,154,,302,,1,,,,,,,,734-77636,,LL-RS,48400,,6.331236897,182,,,,
7/1/2006,2U NET106,2U,,NET,NET106,,Corvus ossifragus,,2006,,31.9,,13.5,Fish Crow; no wing or tail molt,15.5,43.7,81.2,,37.5,,48.4,304,,,,248,,,,,,152,,312,,2,,,,,,,,734-77637,,LS-OR,61504,,6.446280992,182,,,,
7/1/2006,DH NET106,DH,,NET,NET106,,Corvus ossifragus,,2006,,27.2,,12.2,"Fish Crow; p4-10 old, p3 out 2.5cm, p2 3/5 length; no tail molt",13.7,38,75,,37,,43.1,255,,,,204,,,,,,135,,248,,1,,,,,,,,734-77638,,OL-RS,41616,,5.754060325,182,,,,
2/25/2007,BD TRUP05,BD,,TRUP,TRUP05,,Corvus brachyrhynchos,,2007,,35.8,,14.4,found dead below roost. Good shape,18,,93.9,,93.9,,58.8,301,,,,249,,,,,,176,,473,,655,,,,,,,,915-51362,,RO-WS,62001,,8.044217687,56,,,,
7/15/2007,VK NET107,VK,,NET,NET107,,Corvus brachyrhynchos,,2007,,34.1,,14.2,Cornell Radio 3,16,44.8,89.6,,44.8,,61,293,,,,236,,,,,,164,,400,,0,,,,,,,,0965-66251,,WSF-R,55696,,6.557377049,196,,,,
7/15/2007,EH NET107,EH,,NET,NET107,,Corvus brachyrhynchos,,2007,,30,,12.8,Cornell Radio 1,18.8,45.4,92.1,,46.7,,56.9,305,,,,237,,,,,,184,,460,,0,,,,,,,,0965-66252,,W-LRS,56169,,8.084358524,196,,,,
7/15/2007,3V NET107,3V,,NET,NET107,,Corvus brachyrhynchos,,2007,,39.9,,15.4,"swollen left heel, slightly warm, about 30% larger than other (normal) leg, though right leg was a little red",20.3,55,101.7,,46.7,,62.3,317,,,,242,,,,,,161,,522,,0,,,,,,,,0965-66253,,WSO-W,58564,,8.378812199,196,,,,
7/15/2007,WJ NET107,WJ,,NET,NET107,,Corvus brachyrhynchos,,2007,,35.2,,16.8,Cornell Radio 2,18.6,48.9,90.5,,41.6,,58.9,301,,,,233,,,,,,169,,432,,0,,,,,,,,0965-66254,,BSF-R,54289,,7.334465195,196,,,,
7/15/2007,XI NET107,XI,,NET,NET107,,Corvus brachyrhynchos,,2007,,30.2,,14.6,unpigmented 2nd digit on right foot,17.2,41.4,84.6,,43.2,,52.4,296,,,,216,,,,,,170,,387,,0,,,,,,,,0965-66255,,YSF-R,46656,,7.385496183,196,,,,
7/15/2007,YH NET107,YH,,NET,NET107,,Corvus brachyrhynchos,,2007,,31.6,,12.1,Cornell Radio 6,17.9,44.6,85.6,,41,,55.6,307,,,,230,,,,,,166,,410,,0,,,,,,,,0965-66256,,LSF-R,52900,,7.374100719,196,,,,
7/15/2007,ZG NET107,ZG,,NET,NET107,,Corvus brachyrhynchos,,2007,,32.9,,14.4,Cornell Radio 5,17.5,45.9,92.9,,47,,58,301,,,,215,,,,,,171,,465,,0,,,,,,,,0965-66257,,OSF-R,46225,,8.017241379,196,,,,
8/25/2007,AE NET207,AE,,NET,NET207,,Corvus brachyrhynchos,,2007,,33,,13,panting hard; keeled tarsus,18.4,46.4,93.9,,47.5,,58,313,"WNV, parasite & DNA tubes taken",,,256,,,,,,170,,555,,0,,,,,,,,0965-66258,,WSW-P,65536,,9.568965517,237,,,,
8/25/2007,CC NET207,CC,,NET,NET207,,Corvus brachyrhynchos,,2007,,28.8,,11.6,,15.7,38.2,84.2,,46,,56.1,292,"WNV, parasite & DNA tubes taken",,,227,,,,,,169,,442,,0,,,,,,,,0965-66259,,BSW-P,51529,,7.878787879,237,,,,
8/25/2007,VM SLOP07,VM,,SLOP,SLOP07,,Corvus brachyrhynchos,,2007,,32.3,,13.5,,18,41.7,92.4,,50.7,,60.3,311,"WNV, parasite & DNA tubes taken",,,245,,,,,,170,,490,,124,,,,,,,,0965-66206,,WSR-L,60025,,8.126036484,237,,,,
8/25/2007,DB MNDY07,DB,,MNDY,MNDY07,,Corvus brachyrhynchos,,2007,,35.9,,12.6,very alert; nippy,16.6,44.6,93.1,,48.5,,54.3,296,"WNV, parasite & DNA tubes taken",,,230,,,,,,161,,448,,127,,,,,,,,0965-66189,,FSA-L,52900,,8.250460405,237,,,,
8/25/2007,FZ NET207,FZ,,NET,NET207,,Corvus brachyrhynchos,,2007,,31.9,,12.2,,16.3,41.6,88.4,,46.8,,57.7,299,"WNV, parasite & DNA tubes taken",,,234,,,,,,173,,440,,0,,,,,,,,0965-66260,,YSW-P,54756,,7.625649913,237,,,,
8/25/2007,GY NET207,GY,,NET,NET207,,Corvus brachyrhynchos,,2007,,33.5,,13.7,,16.4,44,89.8,,45.8,,57.9,308,"WNV, parasite & DNA tubes taken",,,250,,,,,,180,,460,,0,,,,,,,,0965-66261,,0SW-P,62500,,7.944732297,237,,,,
8/25/2007,HX NET207,HX,,NET,NET207,,Corvus brachyrhynchos,,2007,,32.3,,13.1,,16.6,44.3,90.3,,46,,57.8,290,"WNV, parasite & DNA tubes taken",,,226,,,,,,165,,486,,0,,,,,,,,0965-66262,,PSW-P,51076,,8.408304498,237,,,,
8/25/2007,5X NET207,5X,,NET,NET207,,Corvus brachyrhynchos,,2007,,32,,14.7,"07Juv, given royal blue adult tag, some retrices accidentally pulled out; 6 left",17.7,38.6,87.2,,48.6,,56.5,300,"WNV, parasite & DNA tubes taken",,,240,,,,,,162,,446,,0,,,,,,,,0965-66263,,RSW-P,57600,,7.89380531,237,,,,
8/25/2007,EA NET207,EA,,NET,NET207,,Corvus ossifragus,,2007,,27.5,,12.1,FISH CROW,11.8,35.7,76.7,,41,,47.4,261,"WNV, parasite & DNA tubes taken",,,207,,,,,,145,,315,,0,,,,,,,,734-77640,,LSW-P,42849,,6.64556962,237,,,,
8/25/2007,4W NET207,4W,,NET,NET207,,Corvus ossifragus,,2007,,31.5,,12.2,"FISH CROW,",14.6,40.5,79.8,,39.3,,44.9,293,"WNV, parasite & DNA tubes taken",,,235,,,,,,152,,301,,0,,,,,,,,734-77641,,WS-RO,55225,,6.703786192,237,,,,
,GB  SEPGO7,GB ,10/22/2007,SEPG,SEPG07,,Corvus brachyrhynchos,,2008,,35.4,,14,"""Shot"" ",17.8,47.2,,,-47.2,,58,293,,,,244,,0,,,,158,,,,,,,,,,,,,,,59536,,0,,,,,241 Lansingville Rd Tompkins Country NY
,XK  SLOP07,XK ,,SLOP,SLOP07,,Corvus brachyrhynchos,,2008,,35.9,,14.7,,18.2,48.6,,,-48.6,,55.7,301,,,,236,,,,,,160,,,,,,,,,,,,,,,55696,,0,,,,18-Jul,"Campus Rd Cornell, corner of Statler Driveway"
,LW SEPG07,LW,,SEPG,SEPG07,,Corvus brachyrhynchos,,2008,,,,,rhamphotheca missing,,,88.4,,88.4,,59.4,283,,,,231,,,,,,160,,,,,,,,,,,,,,,53361,,0,,,,15-Jul,
,SE  FOWA05,SE ,,FOWA,FOWA05,,Corvus brachyrhynchos,,2008,,34.1,,14.4,"Dead under roost at 108 Warren Rd. Truncated L leg, with no band. In pathology 3/31/08",18,50.4,93.3,,42.9,,60,316,,,,252,,,,,,178,,,,,,,,,,,,,,,63504,,0,,,,7-Aug,108 Warren Rd. 
,FE STAD07,FE,,STAD,STAD07,,Corvus brachyrhynchos,,2008,,27.4,,14.5,"Electrocuted, missing both legs",15.1,40.8,82.4,,41.6,,,283,,,,228,,,,,,167,,,,,,,,,,,,,,,51984,,,,,,11-Jul,
,ZJ  NEEL07,ZJ ,3/15/2008,NEEL,NEEL07,,Corvus brachyrhynchos,,2008,,35.8,,14.5,Dead on ground 3/15. Pox.,17,47.3,,,-47.3,,57.6,298,,,,231,,,,,,157,,,,,,,,,,,,,,,53361,,0,,,,7-Aug,600 Warren Rd
,YH  NET107,YH ,12/27/2007,NET,NET107,,Corvus brachyrhynchos,,2008,,32.9,,13.3,Found dead at Reynold's Game farm,17.2,48.1,,,-48.1,,56.1,299,,,,240,,,,,,171,,,,,,,,,,,,,,,57600,,0,,,,"07-23, 98708",Reynold's Game farm
,QP  YFER07,QP ,9/1/2007,YFER,YFER07,,Corvus brachyrhynchos,,2008,,34.1,,14.3,,17.4,49.1,88.9,,39.8,,58.6,278,,,,221,,,,,,160,,,,,,,,,,,,,,,48841,,0,,,,17-Jul,"6 Foothill Rd, Freeville NY"
,,,4/10/2008,,,,Corvus brachyrhynchos,,2008,,39.9,,14.3,,18,52.2,,,-52.2,,62.2,315,,,,256,,,,,,180,,,,2,,,,,,,,,,,65536,,0,,,,,"City cemetery, Ithaca"
,SP  KAYS07,SP ,,KAYS,KAYS07,,Corvus brachyrhynchos,,2008,,,,,Measurements already taken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Jul,
,,,2/3/2008,,,,Corvus brachyrhynchos,,2008,,,,,rhamphotheca gone,,,,,,,59.6,305,,,,252,,,,,,181,,,,0,,,,,,,,,,,63504,,0,,,,1-Aug,Stevenson Rd compost piles
,,,3/27/2008,,,,Corvus brachyrhynchos,,2008,,39.4,,15.9,,20.1,50.6,,,-50.6,,58.7,319,,,,252,,,,,,175,,,,2,,,,,,,,,,,63504,,0,,,,6-Aug,109 Triphammer
,,,2/15/2008,,,,Corvus brachyrhynchos,,2008,,35.6,,15.5,Dead below roost tree,18.8,49.8,,,-49.8,,63.2,318,,,,259,,,,,,180,,,,0,,,,,,,,,,,67081,,0,,,,4-Aug,116 Kelvin Pl
,,,4/6/2008,,,,Corvus brachyrhynchos,,2008,,33.8,,14.5,Dead on lawn,17.5,49.4,,,-49.4,,56.9,295,,,,238,,,,,,158,,,,1,,,,,,,,,,,56644,,0,,,,,318 Highland Rd
,,,,,,,Corvus brachyrhynchos,,2008,,38.4,,15,,19.2,52.8,,,-52.8,,59,302,,,,246,,,,,,178,,,,0,,,,,,,,,,,60516,,0,,,,,
,,,12/27/2008,,,,Corvus brachyrhynchos,,2008,,36.8,,13.7,Found dead at Reynold's Game farm,17.3,52.8,,,-52.8,,63,298,,,,232,,,,,,163,,,,1,,,,,,,,,,,53824,,0,,,,"07-22, 98808",Reynold's Game Farm
,,,,,,,Corvus brachyrhynchos,,2008,,,,,No head,,,,,,,,242,,,,179,,142,,,,122,,,,0,,,,,,,,,,,32041,,,,,,110430 (clinic #),
,,,2/13/2008,,,,Corvus brachyrhynchos,,2008,,38.6,,15,"Found dead below roost (don't know if 08-02 or 08-03, in same bag as other bird)",17.5,50.8,,,-50.8,,60.7,302,,,,244,,,,,,170,,,,0,,,,,,,,,,,59536,,0,,,,3-Aug,150 Triphammer Rd
,,,2/13/2008,,,,Corvus brachyrhynchos,,2008,,33.7,,14.4,"Found dead below roost (don't know if 08-02 or 08-03, in same bag as other bird)",17.4,43.3,,,-43.3,,59,299,,,,249,,,,,,168,,,,0,,,,,,,,,,,62001,,0,,,,2-Aug,150 Triphammer Rd
,,,12/8/2007,,,,Corvus brachyrhynchos,,2008,,,,,"Dead below possible roost, no head",,,,,,,60.4,311,,,,252,,,,,,171,,,,0,,,,,,,,,,,63504,,0,,,,42183,216 Dearborn Place
,,,12/19/2007,,,,Corvus brachyrhynchos,,2008,,,,,"Dead below large spruce, no head",,,,,,,61.6,307,,,,246,,,,,,180,,0.45,,,,,,,,,,,,,60516,,0.007305195,,,,A,312 Geneva St
,"700095 (""Crow #"") ","700095 (""Crow #"")",6/20/2007,,,,Corvus brachyrhynchos,,2008,,,,,,,,,,,,60.2,299,,,,239,,,,,,173,,,,,,,,,,,,,,,57121,,0,,,,85481,
,,,4/5/2008,,,,Corvus brachyrhynchos,,2008,,34.3,,15.1,Dead below possible roost,17.6,47.1,,,-47.1,,58.5,300,,,,243,,,,,,175,,,,0,,,,,,,,,,,59049,,0,,,,,212 Kelvin Pl
,,,6/14/2007,,,,Corvus brachyrhynchos,,2008,,28.9,,14.4,Looking for missing information,16.9,41.8,87.5,,45.7,,62.2,288,,,,225,,,,,,168,,,,0,,,,,,,,,,,50625,,0,,,,11042,
,,,,,,,Corvus brachyrhynchos,,2008,,,,,Shattered bill,,,,,,,58.1,299,,,,240,,,,,,170,,,,0,,,,,,,,,,,57600,,0,,,,15512107,
,,,12/7/2007,,,,Corvus brachyrhynchos,,2008,,,,,Found dead under roost. No head.,,,,,,,60.9,286,,,,222,,,,,,156,,,,0,,,,,,,,,,,49284,,0,,,,,116 Kelvin Pl
,,,,,,,Corvus brachyrhynchos,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VM SLOP07 SLOP,VM SLOP07,9/14/2008,SLOP,SLOP,,Corvus brachyrhynchos,,2008,,35.4,,15.7,"Seen alive but not moving at 4:30 13 Sep. Carcass retrieved 14 Sep. by Jim Sherpa, 302 Giles St., 607-280-4433",18.7,48.1,94.6,,46.5,,59.2,316,,,,261,,,,,,184,,410,,1,,,,,,,,,,,68121,,6.925675676,,,,,"Tompkins Co., Ithaca, Six Mile Creek Gorge, near Giles St."
12/17/2009,WS-BA rehb09,WS-BA,,REHB,rehb09,,Corvus brachyrhynchos,,2009,,39.7,,14.7,"captured by hand at compost Dec09, unable to fly. Infection in wing, taken care of by Wildlife Clinic. Thin. Sent to rehab.",18.3,51.3,,0,-51.3,,64.2,300,,,,246,,,,,,175,,436,,0,,,,,,,,1055-11649,,WS-BA,60516,,6.791277259,,,,,
12/19/2009,S-WWP NET109,S-WWP,,NET,NET109,,Corvus brachyrhynchos,,2009,,34.5,,14.2,,18.1,46.8,90.8,,44,,60.6,302,,,,243,,,,,,172,,495,,0,,,,,,,,1055-11650,,S-WWP,59049,,8.168316832,,,,,
12/19/2009,S-BWP NET109,S-BWP,,NET,NET109,,Corvus brachyrhynchos,,2009,,37,,15.9,"odd elongated extension on right p8, not present on left",17.8,51.6,97.5,,45.9,,64.8,310,,,,247,,,,,,171,,602,,0,,,,,,,,1055-11651,,S-BWP,61009,,9.290123457,,,,,
12/19/2009,S-OWP NET109,S-OWP,,NET,NET109,,Corvus brachyrhynchos,,2009,,35.8,,14.1,was fitted for harness released at 1300,17.9,50,94,,44,,63.5,307,,,,248,,,,,,169,,494,,0,,,,,,,,1055-11652,,S-OWP,61504,,7.779527559,,,,,
12/19/2009,S-PWP NET109,S-PWP,,NET,NET109,,Corvus brachyrhynchos,,2009,,36.6,,15.9,unpigmented claw r2,18.6,48,95.5,,47.5,,64.5,320,,,,267,,,,,,187,,592,,0,,,,,,,,1055-11653,,S-PWP,71289,,9.178294574,,,,,
12/19/2009,WS-OP NET109,WS-OP,,NET,NET109,,Corvus brachyrhynchos,,2009,,31.2,,14.5,,17.2,45.7,89.1,,43.4,,59,320,,,,263,,,,,,172,,470,,0,,,,,,,,1055-11654,,WS-OP,69169,,7.966101695,,,,,
12/19/2009,S-RBP NET109,S-RBP,,NET,NET109,,Corvus brachyrhynchos,,2009,,36.8,,15.3,,19.2,50.2,94.9,,44.7,,62.5,317,,,,259,,,,,,190,,570,,0,,,,,,,,1055-11655,,S-RBP,67081,,9.12,,,,,
12/19/2009,S-ABP NET109,S-ABP,,NET,NET109,,Corvus brachyrhynchos,,2009,,37.9,,16,fitted for harness,18.1,52,95.6,,43.6,,61.6,298,,,,239,,,,,,170,,483,,0,,,,,,,,1055-11656,,S-ABP,57121,,7.840909091,,,,,
12/19/2009,S-FBP NET109,S-FBP,,NET,NET109,,Corvus brachyrhynchos,,2009,,38,,14.6,,19.3,52.4,97,,44.6,,64.8,316,,,,249,,,,,,174,,595,,0,,,,,,,,1055-11657,,S-FBP,62001,,9.182098765,,,,,
12/19/2009,S-BBP NET109,S-BBP,,NET,NET109,,Corvus brachyrhynchos,,2009,,36.3,,14.8,,18,51.1,96.4,,45.3,,63.9,322,,,,258,,,,,,186,,509,,0,,,,,,,,1055-11658,,S-BBP,66564,,7.965571205,,,,,
12/19/2009,BS-OP NET109,BS-OP,,NET,NET109,,Corvus brachyrhynchos,,2009,,34.5,,15.7,dangled right leg as flew away; retracted after 5 seconds,18.5,47.9,92.9,,45,,58.9,301,,,,238,,,,,,171,,482,,0,,,,,,,,1055-11659,,BS-OP,56644,,8.18336163,,,,,
12/19/2009,OS-OP NET109,OS-OP,,NET,NET109,,Corvus brachyrhynchos,,2009,,34.3,,14.4,,17.4,47.1,91.6,,44.5,,56.1,304,,,,246,,,,,,163,,456,,0,,,,,,,,1055-11660,,OS-OP,60516,,8.128342246,,,,,
