Date,Obs,Year,Month,Day,Julian, MaxTemp, MinTemp, AtObsTemp, Precip, Snowfall, SnowDepth, HDD, CDD, GDD
5/6/1997,2683,1997,5,6,127,64,44, M, T,0,0,11,0,4
5/7/1997,2684,1997,5,7,128,58,32, M,0.07,0,0,20,0,0
5/8/1997,2685,1997,5,8,129,49,26, M, T,0,0,27,0,0
5/9/1997,2686,1997,5,9,130,61,40, M,0,0,0,14,0,1
5/10/1997,2687,1997,5,10,131,65,40, M,0.4,0,0,12,0,3
5/11/1997,2688,1997,5,11,132,46,41, M,0.22,0,0,21,0,0
5/12/1997,2689,1997,5,12,133,63,46, M,0.06,0,0,10,0,5
5/13/1997,2690,1997,5,13,134,66,45, M,0.02,0,0,9,0,6
5/14/1997,2691,1997,5,14,135,62,39, M,0,0,0,14,0,1
5/15/1997,2692,1997,5,15,136,64,45, M,0.01,0,0,10,0,5
5/16/1997,2693,1997,5,16,137,62,36, M,0.06,0,0,16,0,0
5/17/1997,2694,1997,5,17,138,46,39, M, T,0,0,22,0,0
5/18/1997,2695,1997,5,18,139,51,31, M,0.06,0,0,24,0,0
5/19/1997,2696,1997,5,19,140,67,41, M,0.64,0,0,11,0,4
5/20/1997,2697,1997,5,20,141,75,43, M,0.71,0,0,6,0,9
5/21/1997,2698,1997,5,21,142,55,38, M,0,0,0,18,0,0
5/22/1997,2699,1997,5,22,143,52,41, M,0,0,0,18,0,0
5/23/1997,2700,1997,5,23,144,53,35, M,0,0,0,21,0,0
5/24/1997,2701,1997,5,24,145,61,39, M,0,0,0,15,0,0
5/25/1997,2702,1997,5,25,146,74,48, M,0.05,0,0,4,0,11
5/26/1997,2703,1997,5,26,147,58,40, M,0.03,0,0,16,0,0
5/27/1997,2704,1997,5,27,148,59,31, M,0,0,0,20,0,0
5/28/1997,2705,1997,5,28,149,64,35, M,0,0,0,15,0,0
5/29/1997,2706,1997,5,29,150,73,42, M,0,0,0,7,0,8
5/30/1997,2707,1997,5,30,151,70,52, M,0.1,0,0,4,0,11
5/31/1997,2708,1997,5,31,152,66,55, M,0.02,0,0,4,0,11
6/1/1997,2709,1997,6,1,153,76,55, M,0.82,0,0,0,1,16
6/2/1997,2710,1997,6,2,154,63,56, M,0.14,0,0,5,0,10
6/3/1997,2711,1997,6,3,155,61,47, M,0.09,0,0,11,0,4
6/4/1997,2712,1997,6,4,156,69,41, M,0,0,0,10,0,5
6/5/1997,2713,1997,6,5,157,73,42, M, T,0,0,7,0,8
6/6/1997,2714,1997,6,6,158,77,47, M,0,0,0,3,0,12
6/7/1997,2715,1997,6,7,159,77,53, M,0.02,0,0,0,0,15
6/8/1997,2716,1997,6,8,160,64,49, M,0.06,0,0,8,0,7
6/9/1997,2717,1997,6,9,161,72,47, M,0.01,0,0,5,0,10
6/10/1997,2718,1997,6,10,162,79,49, M,0,0,0,1,0,14
6/11/1997,2719,1997,6,11,163,84,49, M,0,0,0,0,2,17
6/12/1997,2720,1997,6,12,164,84,54, M,0,0,0,0,4,19
6/13/1997,2721,1997,6,13,165,81,57, M,0.41,0,0,0,4,19
6/14/1997,2722,1997,6,14,166,77,49, M,0.01,0,0,2,0,13
6/15/1997,2723,1997,6,15,167,67,40, M,0,0,0,11,0,4
6/16/1997,2724,1997,6,16,168,75,53, M,0,0,0,1,0,14
6/17/1997,2725,1997,6,17,169,78,59, M,0.45,0,0,0,4,19
6/18/1997,2726,1997,6,18,170,76,60, M,0.01,0,0,0,3,18
6/19/1997,2727,1997,6,19,171,71,61, M,0.47,0,0,0,1,16
6/20/1997,2728,1997,6,20,172,74,55, M,0.01,0,0,0,0,15
6/21/1997,2729,1997,6,21,173,83,64, M,0,0,0,0,9,24
6/22/1997,2730,1997,6,22,174,88,69, M,0,0,0,0,14,29
6/23/1997,2731,1997,6,23,175,80,53, M,0,0,0,0,2,17
6/24/1997,2732,1997,6,24,176,79,55, M,0.02,0,0,0,2,17
6/25/1997,2733,1997,6,25,177,84,60, M,0.31,0,0,0,7,22
6/26/1997,2734,1997,6,26,178,89,67, M,0.01,0,0,0,13,28
6/27/1997,2735,1997,6,27,179,76,51, M,1.06,0,0,1,0,14
6/28/1997,2736,1997,6,28,180,77,50, M,0,0,0,1,0,14
6/29/1997,2737,1997,6,29,181,85,54, M,0,0,0,0,5,20
6/30/1997,2738,1997,6,30,182,84,59, M,0,0,0,0,7,22
7/1/1997,2739,1997,7,1,183,85,62, M,0,0,0,0,9,24
7/2/1997,2740,1997,7,2,184,76,65, M,0.34,0,0,0,6,21
7/3/1997,2741,1997,7,3,185,78,67, M, T,0,0,0,8,23
7/4/1997,2742,1997,7,4,186,82,65, M, T,0,0,0,9,24
7/5/1997,2743,1997,7,5,187,66,47, M, T,0,0,8,0,7
7/6/1997,2744,1997,7,6,188,74,46, M,0,0,0,5,0,10
7/7/1997,2745,1997,7,7,189,80,55, M,0,0,0,0,3,18
7/8/1997,2746,1997,7,8,190,77,50, M,0,0,0,1,0,14
7/9/1997,2747,1997,7,9,191,80,56, M,0.53,0,0,0,3,18
7/10/1997,2748,1997,7,10,192,69,46, M,0.89,0,0,7,0,8
7/11/1997,2749,1997,7,11,193,73,49, M, T,0,0,4,0,11
7/12/1997,2750,1997,7,12,194,78,52, M,0,0,0,0,0,15
7/13/1997,2751,1997,7,13,195,80,57, M,0,0,0,0,4,19
7/14/1997,2752,1997,7,14,196,85,58, M,0,0,0,0,7,22
7/15/1997,2753,1997,7,15,197,89,65, M,0,0,0,0,12,27
7/16/1997,2754,1997,7,16,198,93,65, M,0,0,0,0,14,29
7/17/1997,2755,1997,7,17,199,86,64, M,0,0,0,0,10,25
7/18/1997,2756,1997,7,18,200,90,67, M,0,0,0,0,14,29
7/19/1997,2757,1997,7,19,201,85,57, M,0.14,0,0,0,6,21
7/20/1997,2758,1997,7,20,202,66,44, M,0,0,0,10,0,5
7/21/1997,2759,1997,7,21,203,75,55, M,0,0,0,0,0,15
7/22/1997,2760,1997,7,22,204,71,58, M,0.74,0,0,0,0,15
7/23/1997,2761,1997,7,23,205,77,51, M, T,0,0,1,0,14
7/24/1997,2762,1997,7,24,206,78,58, M,0.22,0,0,0,3,18
7/25/1997,2763,1997,7,25,207,67,58, M, T,0,0,2,0,13
7/26/1997,2764,1997,7,26,208,77,50, M,0,0,0,1,0,14
7/27/1997,2765,1997,7,27,209,81,57, M,0,0,0,0,4,19
7/28/1997,2766,1997,7,28,210,86,65, M,0,0,0,0,11,26
7/29/1997,2767,1997,7,29,211,80,57, M,0.03,0,0,0,4,19
7/30/1997,2768,1997,7,30,212,71,44, M,0,0,0,7,0,8
7/31/1997,2769,1997,7,31,213,77,50, M,0,0,0,1,0,14
8/1/1997,2770,1997,8,1,214,83,52, M,0,0, M,0,3,18
8/2/1997,2771,1997,8,2,215,81,57, M,0,0,0,0,4,19
8/3/1997,2772,1997,8,3,216,82,60, M, T,0,0,0,6,21
8/4/1997,2773,1997,8,4,217,79,56, M, T,0,0,0,3,18
8/5/1997,2774,1997,8,5,218,75,55, M,0.03,0,0,0,0,15
8/6/1997,2775,1997,8,6,219,72,44, M,0.02,0,0,7,0,8
8/7/1997,2776,1997,8,7,220,74,42, M,0,0,0,7,0,8
8/8/1997,2777,1997,8,8,221,78,49, M,0,0,0,1,0,14
8/9/1997,2778,1997,8,9,222,82,53, M,0,0,0,0,3,18
8/10/1997,2779,1997,8,10,223,87,55, M,0,0,0,0,6,21
8/11/1997,2780,1997,8,11,224,88,67, M,0,0,0,0,13,28
8/12/1997,2781,1997,8,12,225,83,60, M,0.44,0,0,0,7,22
8/13/1997,2782,1997,8,13,226,76,61, M,0.07,0,0,0,4,19
8/14/1997,2783,1997,8,14,227,77,60, M,0.05,0,0,0,4,19
8/15/1997,2784,1997,8,15,228,74,49, M,0,0,0,3,0,12
8/16/1997,2785,1997,8,16,229,75,62, M,0.61,0,0,0,4,19
8/17/1997,2786,1997,8,17,230,88,69, M,0.01,0,0,0,14,29
8/18/1997,2787,1997,8,18,231,74,57, M,0.11,0,0,0,1,16
8/19/1997,2788,1997,8,19,232,70,43, M,0,0,0,8,0,7
8/20/1997,2789,1997,8,20,233,73,48, M,0,0,0,4,0,11
8/21/1997,2790,1997,8,21,234,69,54, M,0.11,0,0,3,0,12
8/22/1997,2791,1997,8,22,235,74,54, M,0.24,0,0,1,0,14
8/23/1997,2792,1997,8,23,236,68,54, M,0.26,0,0,4,0,11
8/24/1997,2793,1997,8,24,237,66,49, M,0.04,0,0,7,0,8
8/25/1997,2794,1997,8,25,238,73,56, M,0.02,0,0,0,0,15
8/26/1997,2795,1997,8,26,239,68,52, M,0.01,0,0,5,0,10
8/27/1997,2796,1997,8,27,240,77,62, M,0,0,0,0,5,20
8/28/1997,2797,1997,8,28,241,80,59, M, T,0,0,0,5,20
8/29/1997,2798,1997,8,29,242,75,56, M,0.07,0,0,0,1,16
8/30/1997,2799,1997,8,30,243,72,54, M,0.06,0,0,2,0,13
8/31/1997,2800,1997,8,31,244,76,54, M, T,0,0,0,0,15
9/1/1997,2801,1997,9,1,245,79,55, M,0.01,0,0,0,2,17
9/2/1997,2802,1997,9,2,246,77,59, M,0,0,0,0,3,18
9/3/1997,2803,1997,9,3,247,83,52, M,0.51,0,0,0,3,18
9/4/1997,2804,1997,9,4,248,59,37, M, T,0,0,17,0,0
9/5/1997,2805,1997,9,5,249,63,40, M,0,0,0,13,0,2
9/6/1997,2806,1997,9,6,250,73,45, M,0,0,0,6,0,9
9/7/1997,2807,1997,9,7,251,78,56, M,0.03,0,0,0,2,17
9/8/1997,2808,1997,9,8,252,71,56, M,0.09,0,0,1,0,14
9/9/1997,2809,1997,9,9,253,71,48, M,0,0,0,5,0,10
9/10/1997,2810,1997,9,10,254,73,57, M, T,0,0,0,0,15
9/11/1997,2811,1997,9,11,255,64,59, M,0.04,0,0,3,0,12
9/12/1997,2812,1997,9,12,256,69,55, M,0.41,0,0,3,0,12
9/13/1997,2813,1997,9,13,257,73,57, M,0.07,0,0,0,0,15
9/14/1997,2814,1997,9,14,258,70,55, M, T,0,0,2,0,13
9/15/1997,2815,1997,9,15,259,73,48, M,0,0,0,4,0,11
9/16/1997,2816,1997,9,16,260,76,50, M,0,0,0,2,0,13
9/17/1997,2817,1997,9,17,261,73,48, M,0,0,0,4,0,11
9/18/1997,2818,1997,9,18,262,77,58, M,0.21,0,0,0,3,18
9/19/1997,2819,1997,9,19,263,77,48, M,0,0,0,2,0,13
9/20/1997,2820,1997,9,20,264,78,58, M,0.09,0,0,0,3,18
9/21/1997,2821,1997,9,21,265,73,41, M,0.24,0,0,8,0,7
9/22/1997,2822,1997,9,22,266,56,33, M,0,0,0,20,0,0
9/23/1997,2823,1997,9,23,267,65,37, M,0.01,0,0,14,0,1
9/24/1997,2824,1997,9,24,268,64,35, M,0.15,0,0,15,0,0
9/25/1997,2825,1997,9,25,269,61,38, M, T,0,0,15,0,0
9/26/1997,2826,1997,9,26,270,68,44, M,0.31,0,0,9,0,6
9/27/1997,2827,1997,9,27,271,54,32, M, T,0,0,22,0,0
9/28/1997,2828,1997,9,28,272,65,33, M,0,0,0,16,0,0
9/29/1997,2829,1997,9,29,273,67,50, M,0.88,0,0,6,0,9
9/30/1997,2830,1997,9,30,274,70,54, M,0.17,0,0,3,0,12
10/1/1997,2831,1997,10,1,275,63,41, M,0.19,0,0,13,0,2
10/2/1997,2832,1997,10,2,276,47,29, M, T,0,0,27,0,0
10/3/1997,2833,1997,10,3,277,53,33, M,0.02,0,0,22,0,0
10/4/1997,2834,1997,10,4,278,64,49, M,0.01,0,0,8,0,7
10/5/1997,2835,1997,10,5,279,73,53, M,0.44,0,0,2,0,13
10/6/1997,2836,1997,10,6,280,75,52, M,0,0,0,1,0,14
10/7/1997,2837,1997,10,7,281,76,44, M,0,0,0,5,0,10
10/8/1997,2838,1997,10,8,282,70,45, M,0,0,0,7,0,8
10/9/1997,2839,1997,10,9,283,80,56, M,0,0,0,0,3,18
10/10/1997,2840,1997,10,10,284,80,61, M,0.11,0,0,0,6,21
10/11/1997,2841,1997,10,11,285,68,36, M,0,0,0,13,0,2
10/12/1997,2842,1997,10,12,286,58,31, M,0,0,0,20,0,0
10/13/1997,2843,1997,10,13,287,69,35, M,0,0,0,13,0,2
10/14/1997,2844,1997,10,14,288,76,52, M,0,0,0,1,0,14
10/15/1997,2845,1997,10,15,289,66,43, M,0.02,0,0,10,0,5
10/16/1997,2846,1997,10,16,290,59,28, M, T,0,0,21,0,0
10/17/1997,2847,1997,10,17,291,55,25, M,0,0,0,25,0,0
10/18/1997,2848,1997,10,18,292,51,26, M,0,0,0,26,0,0
10/19/1997,2849,1997,10,19,293,53,26, M,0,0,0,25,0,0
10/20/1997,2850,1997,10,20,294,57,28, M,0,0,0,22,0,0
10/21/1997,2851,1997,10,21,295,57,32, M,0.04,0,0,20,0,0
10/22/1997,2852,1997,10,22,296,50,35, M,0.02,0,0,22,0,0
10/23/1997,2853,1997,10,23,297,40,30, M, T,0,0,30,0,0
10/24/1997,2854,1997,10,24,298,42,31, M, T,0,0,28,0,0
10/25/1997,2855,1997,10,25,299,45,39, M,0.18,0,0,23,0,0
10/26/1997,2856,1997,10,26,300,46,24, M,0,0,0,30,0,0
10/27/1997,2857,1997,10,27,301,54,28, M,0.19,0,0,24,0,0
10/28/1997,2858,1997,10,28,302,56,34, M,0.04,0,0,20,0,0
10/29/1997,2859,1997,10,29,303,44,28, M, T,0,0,29,0,0
10/30/1997,2860,1997,10,30,304,53,30, M,0,0,0,23,0,0
10/31/1997,2861,1997,10,31,305,57,34, M,0,0,0,19,0,0
11/1/1997,2862,1997,11,1,306,61,46, M,0,0,0,11,0,4
11/2/1997,2863,1997,11,2,307,62,53, M,0.61,0,0,7,0,8
11/3/1997,2864,1997,11,3,308,55,36, M,1.05,0,0,19,0,0
11/4/1997,2865,1997,11,4,309,55,39, M,0.04,0,0,18,0,0
11/5/1997,2866,1997,11,5,310,41,31, M,0.15,0,0,29,0,0
11/6/1997,2867,1997,11,6,311,49,28, M,0,0,0,26,0,0
11/7/1997,2868,1997,11,7,312,54,30, M,0.04,0,0,23,0,0
11/8/1997,2869,1997,11,8,313,45,32, M,0.12,0,0,26,0,0
11/9/1997,2870,1997,11,9,314,43,38, M,0.64,0,0,24,0,0
11/10/1997,2871,1997,11,10,315,40,38, M,0.09,0,0,26,0,0
11/11/1997,2872,1997,11,11,316,41,33, M,0.02,0,0,28,0,0
11/12/1997,2873,1997,11,12,317,40,24, M, T, T, T,33,0,0
11/13/1997,2874,1997,11,13,318,36,17, M,0,0,0,38,0,0
11/14/1997,2875,1997,11,14,319,38,20, M,0.78,6.6,7,36,0,0
11/15/1997,2876,1997,11,15,320,28,25, M,0.44,2.4,7,38,0,0
11/16/1997,2877,1997,11,16,321,30,26, M,0.11,1.3,8,37,0,0
11/17/1997,2878,1997,11,17,322,32,14, M,0.02, T,7,42,0,0
11/18/1997,2879,1997,11,18,323,32,19, M, T, T,5,39,0,0
11/19/1997,2880,1997,11,19,324,40,19, M,0,0,5,35,0,0
11/20/1997,2881,1997,11,20,325,45,27, M,0,0,4,29,0,0
11/21/1997,2882,1997,11,21,326,42,31, M, T,0,4,28,0,0
11/22/1997,2883,1997,11,22,327,46,31, M,0.24,0,2,26,0,0
11/23/1997,2884,1997,11,23,328,35,33, M,0.07,0,2,31,0,0
11/24/1997,2885,1997,11,24,329,41,26, M,0,0,2,31,0,0
11/25/1997,2886,1997,11,25,330,30,17, M, T, T,1,41,0,0
11/26/1997,2887,1997,11,26,331,44,18, M,0.02,0.2,1,34,0,0
11/27/1997,2888,1997,11,27,332,46,31, M,0.02,0,0,26,0,0
11/28/1997,2889,1997,11,28,333,39,27, M, T,0,0,32,0,0
11/29/1997,2890,1997,11,29,334,43,36, M,0.08,0,0,25,0,0
11/30/1997,2891,1997,11,30,335,45,27, M,0.05,0,0,29,0,0
12/1/1997,2892,1997,12,1,336,44,28, M,0.19, T, T,29,0,0
12/2/1997,2893,1997,12,2,337,30,25, M,0,0, T,37,0,0
12/3/1997,2894,1997,12,3,338,34,21, M,0,0,0,37,0,0
12/4/1997,2895,1997,12,4,339,39,26, M,0.09,0,0,32,0,0
12/5/1997,2896,1997,12,5,340,44,32, M,0.02, T, T,27,0,0
12/6/1997,2897,1997,12,6,341,34,28, M,0.07,0.2, T,34,0,0
12/7/1997,2898,1997,12,7,342,30,27, M,0.02,0.4,1,36,0,0
12/8/1997,2899,1997,12,8,343,35,30, M,0.03,0, T,32,0,0
12/9/1997,2900,1997,12,9,344,34,23, M,0,0, T,36,0,0
12/10/1997,2901,1997,12,10,345,35,21, M,0,0, T,37,0,0
12/11/1997,2902,1997,12,11,346,32,22, M,0.67,8,8,38,0,0
12/12/1997,2903,1997,12,12,347,34,31, M,0.08,0.3,7,32,0,0
12/13/1997,2904,1997,12,13,348,33,26, M,0,0,6,35,0,0
12/14/1997,2905,1997,12,14,349,33,28, M, T, T,5,34,0,0
12/15/1997,2906,1997,12,15,350,32,4, M,0.01, T,5,47,0,0
12/16/1997,2907,1997,12,16,351,47,16, M,0,0,4,33,0,0
12/17/1997,2908,1997,12,17,352,54,22, M,0,0,4,27,0,0
12/18/1997,2909,1997,12,18,353,40,18, M,0,0,3,36,0,0
12/19/1997,2910,1997,12,19,354,42,22, M,0,0,3,33,0,0
12/20/1997,2911,1997,12,20,355,47,31, M,0.01,0,2,26,0,0
12/21/1997,2912,1997,12,21,356,33,20, M,0.12,0.2,3,38,0,0
12/22/1997,2913,1997,12,22,357,26,6, M,0,0,3,49,0,0
12/23/1997,2914,1997,12,23,358,33,11, M,0.11,0.2,3,43,0,0
12/24/1997,2915,1997,12,24,359,35,31, M,0.06, T,3,32,0,0
12/25/1997,2916,1997,12,25,360,37,31, M,0.12,0,3,31,0,0
12/26/1997,2917,1997,12,26,361,45,37, M,0,0,0,24,0,0
12/27/1997,2918,1997,12,27,362,40,30, M,0,0,0,30,0,0
12/28/1997,2919,1997,12,28,363,34,25, M, T,0.2, T,35,0,0
12/29/1997,2920,1997,12,29,364,30,17, M,0.02,0.4, T,41,0,0
12/30/1997,2921,1997,12,30,365,34,26, M,1.47,18.9,19,35,0,0
12/31/1997,2922,1997,12,31,366,29,12, M,0.16,2.5,19,44,0,0
1/1/1998,2923,1998,1,1,1,14,0, M, T, T,18,58,0,0
1/2/1998,2924,1998,1,2,2,35,5, M,0,0,18,45,0,0
1/3/1998,2925,1998,1,3,3,49,31, M, T,0,13,25,0,0
1/4/1998,2926,1998,1,4,4,50,38, M,0.03,0,8,21,0,0
1/5/1998,2927,1998,1,5,5,48,32, M,0.16,0,2,25,0,0
1/6/1998,2928,1998,1,6,6,57,44, M,0.2,0,0,14,0,1
1/7/1998,2929,1998,1,7,7,59,43, M,0.01,0,0,14,0,1
1/8/1998,2930,1998,1,8,8,58,34, M,1.04,0,0,19,0,0
1/9/1998,2931,1998,1,9,9,36,34, M,0.38,0,0,30,0,0
1/10/1998,2932,1998,1,10,10,40,33, M,0.18,0,0,28,0,0
1/11/1998,2933,1998,1,11,11,42,27, M,0,0,0,30,0,0
1/12/1998,2934,1998,1,12,12,35,19, M,0,0,0,38,0,0
1/13/1998,2935,1998,1,13,13,38,19, M,0,0,0,36,0,0
1/14/1998,2936,1998,1,14,14,39,15, M,0.09, T, T,38,0,0
1/15/1998,2937,1998,1,15,15,24,15, M,0,0, T,45,0,0
1/16/1998,2938,1998,1,16,16,33,24, M,0.31,0.3, T,36,0,0
1/17/1998,2939,1998,1,17,17,25,22, M,0.02, T, T,41,0,0
1/18/1998,2940,1998,1,18,18,29,23, M,0.23,3.6,4,39,0,0
1/19/1998,2941,1998,1,19,19,32,25, M,0.12,1.2,5,36,0,0
1/20/1998,2942,1998,1,20,20,37,21, M,0.01, T,4,36,0,0
1/21/1998,2943,1998,1,21,21,28,23, M,0.08,1.5,6,39,0,0
1/22/1998,2944,1998,1,22,22,27,14, M, T, T,5,44,0,0
1/23/1998,2945,1998,1,23,23,30,13, M,0.13,1.5,6,43,0,0
1/24/1998,2946,1998,1,24,24,35,30, M,0.06, T,6,32,0,0
1/25/1998,2947,1998,1,25,25,31,26, M,0.02,0.7,6,36,0,0
1/26/1998,2948,1998,1,26,26,31,14, M,0,0,6,42,0,0
1/27/1998,2949,1998,1,27,27,28,14, M,0,0,6,44,0,0
1/28/1998,2950,1998,1,28,28,34,26, M, T, T,6,35,0,0
1/29/1998,2951,1998,1,29,29,35,14, M,0,0,5,40,0,0
1/30/1998,2952,1998,1,30,30,42,16, M,0.16,0,5,36,0,0
1/31/1998,2953,1998,1,31,31,33,27, M,0.13,1.6,6,35,0,0
2/1/1998,2954,1998,2,1,32,31,12, M,0,0,6,43,0,0
2/2/1998,2955,1998,2,2,33,44,13, M,0,0,6,36,0,0
2/3/1998,2956,1998,2,3,34,42,31, M,0,0,4,28,0,0
2/4/1998,2957,1998,2,4,35,35,28, M,0,0,4,33,0,0
2/5/1998,2958,1998,2,5,36,35,23, M,0,0,4,36,0,0
2/6/1998,2959,1998,2,6,37,34,12, M,0,0,4,42,0,0
2/7/1998,2960,1998,2,7,38,33,11, M,0,0,4,43,0,0
2/8/1998,2961,1998,2,8,39,36,13, M,0,0,4,40,0,0
2/9/1998,2962,1998,2,9,40,37,13, M,0,0,3,40,0,0
2/10/1998,2963,1998,2,10,41,46,18, M,0,0,3,33,0,0
2/11/1998,2964,1998,2,11,42,53,22, M,0,0,2,27,0,0
2/12/1998,2965,1998,2,12,43,45,37, M,0.21,0, T,24,0,0
2/13/1998,2966,1998,2,13,44,43,29, M,0.12, T, T,29,0,0
2/14/1998,2967,1998,2,14,45,29,13, M, T,0.2, T,44,0,0
2/15/1998,2968,1998,2,15,46,21,3, M,0,0, T,53,0,0
2/16/1998,2969,1998,2,16,47,31,6, M,0,0, T,46,0,0
2/17/1998,2970,1998,2,17,48,37,25, M,0.05,0, T,34,0,0
2/18/1998,2971,1998,2,18,49,41,33, M,0.88,0,0,28,0,0
2/19/1998,2972,1998,2,19,50,46,37, M,0.37,0,0,23,0,0
2/20/1998,2973,1998,2,20,51,40,33, M,0.08,0,0,28,0,0
2/21/1998,2974,1998,2,21,52,39,31, M,0.07, T, T,30,0,0
2/22/1998,2975,1998,2,22,53,35,31, M,0.01,0,0,32,0,0
2/23/1998,2976,1998,2,23,54,38,27, M,0,0,0,32,0,0
2/24/1998,2977,1998,2,24,55,41,29, M,0.38,4,4,30,0,0
2/25/1998,2978,1998,2,25,56,32,29, M,0.76,10.1,14,34,0,0
2/26/1998,2979,1998,2,26,57,43,31, M,0,0,9,28,0,0
2/27/1998,2980,1998,2,27,58,42,13, M,0,0,7,37,0,0
2/28/1998,2981,1998,2,28,59,51,19, M,0,0,5,30,0,0
3/1/1998,2982,1998,3,1,60,46,36, M,0.71,0,1,24,0,0
3/2/1998,2983,1998,3,2,61,47,33, M, T,0, T,25,0,0
3/3/1998,2984,1998,3,3,62,48,33, M,0,0, T,24,0,0
3/4/1998,2985,1998,3,4,63,38,30, M, T, T, T,31,0,0
3/5/1998,2986,1998,3,5,64,39,29, M,0.02, T, T,31,0,0
3/6/1998,2987,1998,3,6,65,37,30, M,0.03, T, T,31,0,0
3/7/1998,2988,1998,3,7,66,36,28, M,0,0,0,33,0,0
3/8/1998,2989,1998,3,8,67,45,25, M,0,0,0,30,0,0
3/9/1998,2990,1998,3,9,68,43,34, M,0.21,0,0,26,0,0
3/10/1998,2991,1998,3,10,69,62,23, M,0.46, T, T,22,0,0
3/11/1998,2992,1998,3,11,70,23,13, M, T, T, T,47,0,0
3/12/1998,2993,1998,3,12,71,19,12, M, T, T, T,49,0,0
3/13/1998,2994,1998,3,13,72,23,9, M,0.02,1,1,49,0,0
3/14/1998,2995,1998,3,14,73,36,22, M,0.03,0.5,1,36,0,0
3/15/1998,2996,1998,3,15,74,35,26, M,0.09,1.5,2,34,0,0
3/16/1998,2997,1998,3,16,75,32,15, M,0.01,0.1,1,41,0,0
3/17/1998,2998,1998,3,17,76,32,11, M,0,0,0,43,0,0
3/18/1998,2999,1998,3,18,77,44,17, M,0.14, T, T,34,0,0
3/19/1998,3000,1998,3,19,78,37,34, M,0.18,0,0,29,0,0
3/20/1998,3001,1998,3,20,79,46,33, M,0.08,0,0,25,0,0
3/21/1998,3002,1998,3,21,80,35,31, M,0.68,1.4,1,32,0,0
3/22/1998,3003,1998,3,22,81,35,25, M,0.41,5.7,5,35,0,0
3/23/1998,3004,1998,3,23,82,28,21, M,0.08,1,6,40,0,0
3/24/1998,3005,1998,3,24,83,36,13, M,0,0,3,40,0,0
3/25/1998,3006,1998,3,25,84,35,17, M,0,0,1,39,0,0
3/26/1998,3007,1998,3,26,85,48,26, M, T,0,0,28,0,0
3/27/1998,3008,1998,3,27,86,66,43, M,0,0,0,10,0,5
3/28/1998,3009,1998,3,28,87,75,57, M,0,0,0,0,1,16
3/29/1998,3010,1998,3,29,88,80,56, M,0,0,0,0,3,18
3/30/1998,3011,1998,3,30,89,69,45, M,0,0,0,8,0,7
3/31/1998,3012,1998,3,31,90,83,53, M,0,0,0,0,3,18
4/1/1998,3013,1998,4,1,91,84,59, M,0,0,0,0,7,22
4/2/1998,3014,1998,4,2,92,68,43, M,0.38,0,0,9,0,6
4/3/1998,3015,1998,4,3,93,55,38, M,0.1,0,0,18,0,0
4/4/1998,3016,1998,4,4,94,47,35, M,0,0,0,24,0,0
4/5/1998,3017,1998,4,5,95,38,33, M,0,0,0,29,0,0
4/6/1998,3018,1998,4,6,96,46,28, M,0,0,0,28,0,0
4/7/1998,3019,1998,4,7,97,51,24, M,0,0,0,27,0,0
4/8/1998,3020,1998,4,8,98,58,32, M,0,0,0,20,0,0
4/9/1998,3021,1998,4,9,99,55,43, M,0.57,0,0,16,0,0
4/10/1998,3022,1998,4,10,100,46,33, M,0.83,0,0,25,0,0
4/11/1998,3023,1998,4,11,101,45,24, M,0,0,0,30,0,0
4/12/1998,3024,1998,4,12,102,53,25, M,0,0,0,26,0,0
4/13/1998,3025,1998,4,13,103,60,29, M,0,0,0,20,0,0
4/14/1998,3026,1998,4,14,104,67,36, M,0,0,0,13,0,2
4/15/1998,3027,1998,4,15,105,70,51, M,0.13,0,0,4,0,11
4/16/1998,3028,1998,4,16,106,53,45, M,0.07,0,0,16,0,0
4/17/1998,3029,1998,4,17,107,69,51, M,0,0,0,5,0,10
4/18/1998,3030,1998,4,18,108,65,33, M,0.15,0,0,16,0,0
4/19/1998,3031,1998,4,19,109,60,41, M,0.05,0,0,14,0,1
4/20/1998,3032,1998,4,20,110,46,39, M,1.46,0,0,22,0,0
4/21/1998,3033,1998,4,21,111,56,30, M,0.07,0,0,22,0,0
4/22/1998,3034,1998,4,22,112,62,33, M,0,0,0,17,0,0
4/23/1998,3035,1998,4,23,113,67,38, M,0,0,0,12,0,3
4/24/1998,3036,1998,4,24,114,59,35, M,0,0,0,18,0,0
4/25/1998,3037,1998,4,25,115,68,40, M,0.04,0,0,11,0,4
4/26/1998,3038,1998,4,26,116,54,33, M, T,0,0,21,0,0
4/27/1998,3039,1998,4,27,117,41,27, M,0.31,0,0,31,0,0
4/28/1998,3040,1998,4,28,118,46,30, M, T,0,0,27,0,0
4/29/1998,3041,1998,4,29,119,55,29, M,0,0,0,23,0,0
4/30/1998,3042,1998,4,30,120,71,37, M,0,0,0,11,0,4
5/1/1998,3043,1998,5,1,121,71,50, M,0.01,0,0,4,0,11
5/2/1998,3044,1998,5,2,122,71,54, M,0.02,0,0,2,0,13
5/3/1998,3045,1998,5,3,123,64,53, M,0.08,0,0,6,0,9
5/4/1998,3046,1998,5,4,124,64,49, M,0.26,0,0,8,0,7
5/5/1998,3047,1998,5,5,125,68,55, M,0.36,0,0,3,0,12
