"","Obs","Year","Month","Day","Name","NestName","ID","BandNumber","BandDate","BandDateJul","MeasurementDate","MeasurementDateJulYear","MeasurementDateJul","AgeField","CalcAge","CalcAgeInteger","HatchDate","HatchDateJul","HatchDateJulYear","AllSex","BillNT","TEC","BillWidth","BillDepth","Head","UpperBill","UBillSurface","TotBillSurface","Skull","Tarsus","WingChord","Primary7","TailLength","Weight","Condition","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation"
"69",731,1999,4,21,"Y8","MMUR99","Y8 MMUR99","085-08971","5/19/1999",139,"5/19/1999",1999139,139,28,25,25,"4/21/1999",111,1999111,"M",20.6,33.5,12.2,12.1,72.7,12.9,156.09,203.5125,39.2,53.4,152,90,40,245,0.12,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,1.8796,0.8382,3.683,1,91,19,0,4,0
"70",732,1999,4,21,"Z9","MMUR99","Z9 MMUR99","085-08972","5/19/1999",139,"5/19/1999",1999139,139,28,24.7,25,"4/21/1999",111,1999111,"M",20,32.3,12.6,12.3,70.3,12.3,151.29,201.0675,38,52.6,135,83,30,270,0.12,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,1.8796,0.8382,3.683,1,91,19,0,4,0
"71",725,1999,4,21,"S2","HAWA99","S2 HAWA99","085-08965","5/19/1999",139,"5/19/1999",1999139,139,28,26.4,26,"4/21/1999",111,1999111,"M",23.9,36.6,13.5,14.4,80.3,12.7,182.88,255.285,43.7,63.3,174,118,62,421,0.12,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,1.8796,0.8382,3.683,1,91,19,0,4,0
"72",726,1999,4,21,"T3","HAWA99","T3 HAWA99","085-08966","5/19/1999",139,"5/19/1999",1999139,139,28,26.1,26,"4/21/1999",111,1999111,"M",23.9,38.6,14.4,13.9,81.2,14.7,204.33,273.095,42.6,63.7,170,111,58,500,0.12,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,1.8796,0.8382,3.683,1,91,19,0,4,0
"73",727,1999,4,21,"U4","HAWA99","U4 HAWA99","085-08967","5/19/1999",139,"5/19/1999",1999139,139,28,26.5,26,"4/21/1999",111,1999111,"M",22.9,35.6,12.3,13.4,77.1,12.7,170.18,228.73,41.5,60.9,174,118,64,407,0.12,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,1.8796,0.8382,3.683,1,91,19,0,4,0
"74",729,1999,4,21,"W6","MMUR99","W6 MMUR99","085-08969","5/19/1999",139,"5/19/1999",1999139,139,28,26.2,26,"4/21/1999",111,1999111,"M",22.7,35.8,12.6,13,78.3,13.1,170.3,229.12,42.5,60.1,179,114,60,385,0.12,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,1.8796,0.8382,3.683,1,91,19,0,4,0
"75",723,1999,4,22,"Q0","BISA99","Q0 BISA99","805-08963","5/18/1999",138,"5/18/1999",1999138,138,26,25.4,25,"4/22/1999",112,1999112,"M",22.3,34.4,13.9,13.5,76.3,12.1,163.35,235.64,41.9,63.7,156,101,46,420,0.12,14.54545455,20.65656566,11.9005848,-0.909090909,7.171717172,-0.321637427,1.8796,0.8382,3.683,4,88,10,0,4,0
"76",749,1999,4,22,"Q1","ELWO99","Q1 ELWO99","805-08989","5/18/1999",138,"5/18/1999",1999138,138,26,25.1,25,"4/22/1999",112,1999112,"M",20.9,33.7,12.4,12.8,73.1,12.8,163.84,212.31,39.4,53.2,137,95,40,335,0.13,14.54545455,20.65656566,11.9005848,-0.909090909,7.171717172,-0.321637427,1.8796,0.8382,3.683,4,88,10,0,4,0
"77",722,1999,4,22,"P9","BISA99","P9 BISA99","805-08962","5/18/1999",138,"5/18/1999",1999138,138,26,26.1,26,"4/22/1999",112,1999112,"M",23.3,36.6,13.4,14,78.1,13.3,186.2,250.71,41.5,62.1,163,110,59,420,0.12,14.54545455,20.65656566,11.9005848,-0.909090909,7.171717172,-0.321637427,1.8796,0.8382,3.683,4,88,10,0,4,0
"78",748,1999,4,22,"P0","ELWO99","P0 ELWO99","805-08988","5/18/1999",138,"5/18/1999",1999138,138,26,26.1,26,"4/22/1999",112,1999112,"M",22.1,33.8,12.3,14,76.1,11.7,163.8,222.235,42.3,54.4,161,113,58,405,0.14,14.54545455,20.65656566,11.9005848,-0.909090909,7.171717172,-0.321637427,1.8796,0.8382,3.683,4,88,10,0,4,0
"79",741,1999,4,22,"I3","MART99","I3 MART99","805-08981","5/20/1999",140,"5/20/1999",1999140,140,28,28,28,"4/22/1999",112,1999112,"M",25.7,38.8,14,13.8,81.8,13.1,180.78,269.66,43,62.7,194,134,81,405,0.12,14.54545455,20.65656566,11.9005848,-0.909090909,7.171717172,-0.321637427,1.8796,0.8382,3.683,4,88,10,0,4,0
"80",742,1999,4,23,"J4","MART99","J4 MART99","805-08982","5/20/1999",140,"5/20/1999",1999140,140,27,27,27,"4/23/1999",113,1999113,"M",22.7,35.1,13.5,13.2,78.3,12.4,163.68,234.2925,43.2,61.9,174,124,61,418,0.12,15.3030303,20.05050505,11.11111111,-0.909090909,7.373737374,-0.116959064,1.8796,0.8382,3.9116,9,84,2,0,4,0
"81",745,1999,4,23,"M7","EHCR99","M7 EHCR99","805-08985","5/21/1999",141,"5/21/1999",1999141,141,28,28,28,"4/23/1999",113,1999113,"M",25.7,39.4,14.2,13.9,83.4,13.7,190.43,276.785,44,62.3,201,137,82,432,0.12,15.3030303,20.05050505,11.11111111,-0.909090909,7.373737374,-0.116959064,1.8796,0.8382,3.9116,9,84,2,0,4,0
"82",747,1999,4,24,"O9","EHCR99","O9 EHCR99","805-08987","5/21/1999",141,"5/21/1999",1999141,141,27,27,27,"4/24/1999",114,1999114,"M",25.4,39.7,14.3,14.1,83.5,14.3,201.63,281.87,43.8,63.6,190,131,75,465,0.12,16.56565657,19.8989899,11.11111111,-0.858585859,6.868686869,0.087719298,0.9652,0.8382,4.8768,20,77,2,0,4,0
"83",751,1999,4,27,"S3","SWEG99","S3 SWEG99","805-08991","5/24/1999",144,"5/24/1999",1999144,144,27,26.3,26,"4/27/1999",117,1999117,"M",23.3,36,11.1,12.3,76,12.7,156.21,210.6,40,58.1,171,114,62,360,0.12,20.1010101,19.7979798,10.90643275,3.737373737,6.161616162,-0.964912281,0,0.8382,4.7498,63,70,0,4,0,0
"84",765,1999,5,1,"K6","CCLI99","K6 CCLI99","835-99504","5/31/1999",151,"5/31/1999",1999151,151,30,25.5,26,"5/1/1999",121,1999121,"M",23.7,36,14,13.4,78.2,12.3,164.82,246.6,42.2,57.8,165,108,42,320,0.12,21.26262626,20.85858586,12.39766082,7.575757576,5.808080808,-0.643274854,0.8382,0.2286,2.9464,92,74,1,4,3,0
"85",763,1999,5,1,"I4","CCLI99","I4 CCLI99","835-99502","5/31/1999",151,"5/31/1999",1999151,151,30,28,28,"5/1/1999",121,1999121,"M",26.3,39.5,13.5,13.7,82.6,13.2,180.84,268.6,43.1,63.4,198,138,85,420,0.12,21.26262626,20.85858586,12.39766082,7.575757576,5.808080808,-0.643274854,0.8382,0.2286,2.9464,92,74,1,4,3,0
"86",764,1999,5,1,"J5","CCLI99","J5 CCLI99","835-99503","5/31/1999",151,"5/31/1999",1999151,151,30,28.2,28,"5/1/1999",121,1999121,"M",26.6,38,13.9,13.7,81.5,11.4,156.18,262.2,43.5,60.6,198,140,88,382,0.12,21.26262626,20.85858586,12.39766082,7.575757576,5.808080808,-0.643274854,0.8382,0.2286,2.9464,92,74,1,4,3,0
"87",768,1999,5,5,"N9","EDB299","N9 EDB299","835-99507","5/31/1999",151,"5/31/1999",1999151,151,26,26,26,"5/5/1999",125,1999125,"M",23.1,36.1,14.9,14.1,78.2,13,183.3,261.725,42.1,62.8,172,111,57,410,0.12,19.8989899,21.56565657,14.59064327,6.868686869,9.444444444,0.584795322,0.8382,0.9398,2.8956,77,111,29,4,4,0
"88",774,1999,5,8,"S4","MANN99","S4 MANN99","835-99512","6/2/1999",153,"6/2/1999",1999153,153,25,25.2,25,"5/8/1999",128,1999128,"M",20.8,33.1,12.5,13.3,73.4,12.3,163.59,213.495,40.3,55.6,148,95,41,310,0.12,19.7979798,20.70707071,16.75438596,6.161616162,8.585858586,2.602339181,0.8382,1.2192,1.905,70,94,78,0,4,4
"89",777,1999,5,11,"V7","BLAC99","V7 BLAC99","835-99515","6/7/1999",158,"6/7/1999",1999158,158,27,26.2,26,"5/11/1999",131,1999131,"M",22.6,35.7,11.6,12.3,76.2,13.1,161.13,213.3075,40.5,60.5,165,112,60,322,0.11,20.2020202,22.97979798,17.69005848,5.303030303,9.646464646,3.684210526,0.2286,0.9906,2.7178,65,127,92,3,14,4
"90",776,1999,5,11,"U6","BLAC99","U6 BLAC99","835-99514","6/7/1999",158,"6/7/1999",1999158,158,27,26.8,27,"5/11/1999",131,1999131,"M",23.2,38.3,12.1,13.4,78.5,15.1,202.34,244.1625,40.2,59,177,124,68,342,0.12,20.2020202,22.97979798,17.69005848,5.303030303,9.646464646,3.684210526,0.2286,0.9906,2.7178,65,127,92,3,14,4
"91",779,1999,5,17,"X9","JOHN99","X9 JOHN99","835-99517","6/11/1999",162,"6/11/1999",1999162,162,25,24.9,25,"5/17/1999",137,1999137,"M",19.4,31.2,13.4,12.1,70.9,11.8,142.78,198.9,39.7,54.3,139,88,36,238,0.11,20.60606061,26.26262626,20.29239766,9.444444444,11.16161616,5.409356725,1.2192,0.2032,0.8382,102,174,118,4,42,4
"92",790,2000,4,15,"P2","DBAR00","P2 DBAR00","835-99532","5/9/2000",130,"5/9/2000",2000130,130,24,24.4,24,"4/15/2000",106,2000106,"M",21.9,33,15.1,14,73.5,11.1,155.4,240.075,40.5,61,132,70,32,380,0.12,12.02020202,17.37373737,10.40935673,3.686868687,3.98989899,0.029239766,4.4704,1.4478,9.0678,17,50,11,0,4,0
"93",828,2000,4,28,"T7","STA200","T7 STA200","835-99562","5/24/2000",145,"5/24/2000",2000145,145,26,26.4,26,"4/28/2000",119,2000119,"M",21.8,34.6,11.7,13.3,76.1,12.8,170.24,216.25,41.5,60.5,172,116,65,366,0.12,20.2020202,22.62626263,10.23391813,6.565656566,9.141414141,1.374269006,1.4478,8.7122,4.7752,92,122,17,16,18,0
"94",834,2000,5,3,"Y2","WARO00","Y2 WARO00","835-99567","5/30/2000",151,"5/30/2000",2000151,151,27,26.2,26,"5/3/2000",124,2000124,"M",23.2,35.2,13.7,13.7,78.9,12,164.4,241.12,43.7,60.2,174,114,61,444,0.13,24.09090909,17.77777778,13.1871345,11.46464646,7.323232323,2.748538012,6.4516,4.9022,5.6896,162,60,26,34,0,0
"95",835,2000,5,3,"Z3","WARO00","Z3 WARO00","835-99568","5/30/2000",151,"5/30/2000",2000151,151,27,26.3,26,"5/3/2000",124,2000124,"M",22.6,36.9,12.5,13.2,76,14.3,188.76,237.0825,39.1,59.2,165,108,68,410,0.13,24.09090909,17.77777778,13.1871345,11.46464646,7.323232323,2.748538012,6.4516,4.9022,5.6896,162,60,26,34,0,0
"96",839,2000,5,26,"F4","MAR200","F4 MAR200","835-99574","6/20/2000",172,"6/20/2000",2000172,172,25,25,25,"5/26/2000",147,2000147,"M",23,36.4,12.6,13.2,78.9,13.4,176.88,234.78,42.5,63.1,173,115,61,441,0.12,21.21212121,21.46464646,20.32163743,7.727272727,13.13131313,9.298245614,0.3556,6.4516,12.954,92,147,176,5,26,25
"97",873,2001,4,17,"3A","KNOL01","3A KNOL01","835-99654","5/14/2001",134,"5/14/2001",2001134,134,27,26.9,27,"4/17/2001",107,2001107,"M",22.7,38,13.6,13.6,76.9,15.3,208.08,258.4,38.9,58.8,185,123,71,375,0.12,16.16161616,22.22222222,11.22807018,2.676767677,4.696969697,0.906432749,0.5334,0.0508,4.1402,49,93,17,8,10,0
"98",871,2001,4,18,"3K","JSUP01","3K JSUP01","835-99664","5/15/2001",135,"5/15/2001",2001135,135,27,26.4,26,"4/18/2001",108,2001108,"M",21.4,33.7,13,13.2,75.7,12.3,162.36,220.735,42,61.3,181,120,59,415,0.12,16.66666667,22.67676768,11.22807018,2.525252525,5.555555556,0.789473684,0.5334,0.2286,2.0828,49,105,17,8,10,0
"99",872,2001,4,18,"4L","JSUP01","4L JSUP01","835-99665","5/15/2001",135,"5/15/2001",2001135,135,27,26.5,27,"4/18/2001",108,2001108,"M",24.7,38,13.5,13.6,80,13.3,180.88,257.45,42,64.5,180,119,64,472,0.12,16.66666667,22.67676768,11.22807018,2.525252525,5.555555556,0.789473684,0.5334,0.2286,2.0828,49,105,17,8,10,0
"100",877,2001,4,18,"5M","LRIS01","5M LRIS01","835-99666","5/15/2001",135,"5/15/2001",2001135,135,27,27,27,"4/18/2001",108,2001108,"M",22.9,35.5,12.7,13.2,75.8,12.6,166.32,229.8625,40.3,63.4,194,134,75,415,0.12,16.66666667,22.67676768,11.22807018,2.525252525,5.555555556,0.789473684,0.5334,0.2286,2.0828,49,105,17,8,10,0
"101",878,2001,4,18,"6N","LRIS01","6N LRIS01","835-99667","5/15/2001",135,"5/15/2001",2001135,135,27,27,27,"4/18/2001",108,2001108,"M",23.1,36.1,13.2,12.6,78.8,13,163.8,232.845,42.7,64.4,192,134,71,440,0.12,16.66666667,22.67676768,11.22807018,2.525252525,5.555555556,0.789473684,0.5334,0.2286,2.0828,49,105,17,8,10,0
"102",865,2001,4,19,"2J","EOCR01","2J EOCR01","835-99663","5/14/2001",134,"5/14/2001",2001134,134,25,24.3,24,"4/19/2001",109,2001109,"M",19.9,30.6,13.9,13.4,69.3,10.7,143.38,208.845,38.7,55.3,124,72,22,316,0.12,16.81818182,23.98989899,11.28654971,2.323232323,6.515151515,0.497076023,0.4826,0.2286,1.524,49,115,17,8,10,0
"103",913,2001,4,20,"9Q","WWCK01","9Q WWCK01","835-99670","5/16/2001",136,"5/16/2001",2001136,136,26,25.8,26,"4/20/2001",110,2001110,"M",21.3,34.8,11.9,13.1,77.5,13.5,176.85,217.5,42.7,61.8,164,107,54,440,0.12,17.87878788,24.8989899,11.78362573,2.929292929,7.272727273,0.380116959,0.4826,0.2286,1.397,49,128,17,8,10,0
"104",842,2001,4,22,"4V","BISA01","4V BISA01","835-99675","5/16/2001",136,"5/16/2001",2001136,136,24,25,25,"4/22/2001",112,2001112,"M",21.6,34.2,13.2,13.3,75.4,12.6,167.58,226.575,41.2,61.5,145,89,39,385,0.12,20.25252525,24.14141414,13.4502924,3.98989899,7.878787879,1.315789474,0.4572,1.1684,1.8288,71,127,27,9,15,0
"105",908,2001,4,23,"7D","WCEM01","7D WCEM01","835-99683","5/18/2001",138,"5/18/2001",2001138,138,25,25,25,"4/23/2001",113,2001113,"M",23.2,36.8,11.9,12.3,78,13.6,167.28,222.64,41.2,62.4,169,113,58,405,0.12,21.21212121,22.67676768,14.35672515,3.98989899,6.919191919,2.01754386,0,1.1684,1.8288,81,109,40,12,12,0
"106",907,2001,4,24,"6C","WCEM01","6C WCEM01","835-99682","5/18/2001",138,"5/18/2001",2001138,138,24,24,24,"4/24/2001",114,2001114,"M",19.8,32.6,13.3,12.6,73.6,12.8,161.28,211.085,41,57.9,151,94,42,342,0.12,21.66666667,21.46464646,15.32163743,4.141414141,5.95959596,3.070175439,0,1.1684,1.8288,87,90,63,16,8,8
"107",848,2001,4,24,"3J","BROT01","3J BROT01","835-99690","5/22/2001",142,"5/22/2001",2001142,142,28,27,27,"4/24/2001",114,2001114,"M",23.7,31.2,13.9,12.7,80.6,7.5,95.25,207.48,49.4,62,187,127,70,367,0.12,21.66666667,21.46464646,15.32163743,4.141414141,5.95959596,3.070175439,0,1.1684,1.8288,87,90,63,16,8,8
"108",849,2001,4,24,"4K","BROT01","4K BROT01","835-99691","5/22/2001",142,"5/22/2001",2001142,142,28,26.6,27,"4/24/2001",114,2001114,"M",23,36.4,13,12.2,78.1,13.4,163.48,229.32,41.7,62.4,174,120,65,343,0.11,21.66666667,21.46464646,15.32163743,4.141414141,5.95959596,3.070175439,0,1.1684,1.8288,87,90,63,16,8,8
"109",861,2001,4,24,"8E","CUGO01","8E CUGO01","835-99685","5/21/2001",141,"5/21/2001",2001141,141,27,26.5,27,"4/24/2001",114,2001114,"M",24.6,39.6,14.1,13.7,81.4,15,205.5,275.22,41.8,62.5,174,120,64,457,0.12,21.66666667,21.46464646,15.32163743,4.141414141,5.95959596,3.070175439,0,1.1684,1.8288,87,90,63,16,8,8
"110",854,2001,4,24,"2S","CCLI01","2S CCLI01","835-99699","5/24/2001",144,"5/24/2001",2001144,144,30,28.9,29,"4/24/2001",114,2001114,"M",23.7,36.8,13,12.6,81,13.1,165.06,235.52,44.2,60.2,210,149,95,398,0.12,21.66666667,21.46464646,15.32163743,4.141414141,5.95959596,3.070175439,0,1.1684,1.8288,87,90,63,16,8,8
"111",855,2001,4,24,"3T","CCLI01","3T CCLI01","835-99700","5/24/2001",144,"5/24/2001",2001144,144,30,28.8,29,"4/24/2001",114,2001114,"M",24.1,38.6,13.3,13.8,81.8,14.5,200.1,261.515,43.2,61.7,212,153,90,415,0.12,21.66666667,21.46464646,15.32163743,4.141414141,5.95959596,3.070175439,0,1.1684,1.8288,87,90,63,16,8,8
"112",892,2001,4,25,"4U","NOGO01","4U NOGO01","775-27201","5/25/2001",145,"5/25/2001",2001145,145,30,28.4,28,"4/25/2001",115,2001115,"M",25,38.9,13.2,13.6,83.7,13.9,189.04,260.63,44.8,60.7,215,142,90,455,0.13,21.71717172,20.4040404,15.76023392,3.484848485,5.202020202,3.216374269,0.0508,1.1176,1.8288,81,73,66,10,6,8
"113",893,2001,4,25,"5V","NOGO01","5V NOGO01","775-27202","5/25/2001",145,"5/25/2001",2001145,145,30,28.8,29,"4/25/2001",115,2001115,"M",23.4,39.8,12.9,13.9,80.5,16.4,227.96,266.66,40.7,59.8,208,148,93,420,0.13,21.71717172,20.4040404,15.76023392,3.484848485,5.202020202,3.216374269,0.0508,1.1176,1.8288,81,73,66,10,6,8
"114",885,2001,4,26,"0G","MNDY01","0G MNDY01","835-99687","5/21/2001",141,"5/21/2001",2001141,141,25,25,25,"4/26/2001",116,2001116,"M",23.5,37.4,13.4,12.4,78.8,13.9,172.36,241.23,41.4,60.7,170,115,66,423,0.12,21.26262626,20.95959596,15.78947368,3.282828283,6.111111111,3.011695906,0.0508,1.1176,1.27,78,84,66,10,6,8
"115",857,2001,4,26,"8Y","CCPL01","8Y CCPL01","775-27205","5/25/2001",145,"5/25/2001",2001145,145,29,28.4,28,"4/26/2001",116,2001116,"M",24.7,36.2,12.6,13.4,80.6,11.5,154.1,235.3,44.4,62.8,200,143,90,410,0.12,21.26262626,20.95959596,15.78947368,3.282828283,6.111111111,3.011695906,0.0508,1.1176,1.27,78,84,66,10,6,8
"116",870,2001,4,27,"7N","HOMS01","7N HOMS01","835-99694","5/23/2001",143,"5/23/2001",2001143,143,26,25.2,25,"4/27/2001",117,2001117,"M",22,35.7,12.8,13.1,77.7,13.7,179.47,231.1575,42,58.6,160,97,40,375,0.12,21.96969697,20.45454545,16.22807018,4.04040404,6.515151515,3.011695906,0.0508,1.143,1.2192,84,83,66,10,6,8
"117",846,2001,4,28,"7C","BRBI01","7C BRBI01","775-27209","5/25/2001",145,"5/25/2001",2001145,145,27,26.1,26,"4/28/2001",118,2001118,"M",22.4,35,12.9,12.7,75.1,12.6,160.02,224,40.1,58,170,113,57,339,0.12,22.22222222,20.15151515,16.22807018,4.696969697,6.666666667,2.894736842,0.0508,1.4986,1.2192,93,82,65,10,6,8
"118",844,2001,4,28,"5A","BRBI01","5A BRBI01","775-27207","5/25/2001",145,"5/25/2001",2001145,145,27,27,27,"4/28/2001",118,2001118,"M",23.3,36.2,12.1,12.1,81.7,12.9,156.09,219.01,45.5,61.5,181,124,72,435,0.12,22.22222222,20.15151515,16.22807018,4.696969697,6.666666667,2.894736842,0.0508,1.4986,1.2192,93,82,65,10,6,8
"119",847,2001,4,28,"8D","BRBI01","8D BRBI01","775-27210","5/25/2001",145,"5/25/2001",2001145,145,27,26.6,27,"4/28/2001",118,2001118,"M",22.8,35.3,11.9,12.2,79,12.5,152.5,212.6825,43.7,62,181,119,68,350,0.11,22.22222222,20.15151515,16.22807018,4.696969697,6.666666667,2.894736842,0.0508,1.4986,1.2192,93,82,65,10,6,8
"120",880,2001,4,28,"0F","MIPI01","0F MIPI01","775-27212","5/28/2001",148,"5/28/2001",2001148,148,30,27.8,28,"4/28/2001",118,2001118,"M",22.5,36.5,12.7,12.8,80,14,179.2,232.6875,43.5,62.8,195,134,83,445,0.12,22.22222222,20.15151515,16.22807018,4.696969697,6.666666667,2.894736842,0.0508,1.4986,1.2192,93,82,65,10,6,8
"121",889,2001,4,29,"1R","NMUR01","1R NMUR01","835-99698","5/24/2001",144,"5/24/2001",2001144,144,25,24.7,25,"4/29/2001",119,2001119,"M",20,30.3,11.9,12.6,69.4,10.3,129.78,185.5875,39.1,50.2,133,84,31,248,0.13,22.67676768,19.94949495,15.70175439,5.555555556,6.262626263,2.543859649,0.2286,1.3208,0.5588,105,76,63,10,6,8
"122",891,2001,4,29,"9P","NMUR01","9P NMUR01","835-99696","5/24/2001",144,"5/24/2001",2001144,144,25,26.5,26,"4/29/2001",119,2001119,"M",21,32.9,12.5,12.3,73.4,11.9,146.37,203.98,40.5,56.9,169,117,65,350,0.12,22.67676768,19.94949495,15.70175439,5.555555556,6.262626263,2.543859649,0.2286,1.3208,0.5588,105,76,63,10,6,8
"123",904,2001,5,4,"4J","WARO01","4J WARO01","775-27216","5/31/2001",151,"5/31/2001",2001151,151,27,26.8,27,"5/4/2001",124,2001124,"M",23.4,36.3,14.4,13.7,79.3,12.9,176.73,255.0075,43,63.3,183,120,71,462,0.12,22.67676768,19.34343434,18.3625731,6.919191919,8.181818182,3.187134503,1.1684,2.7432,0.5334,109,82,110,12,0,16
"124",905,2001,5,4,"5K","WARO01","5K WARO01","775-27217","5/31/2001",151,"5/31/2001",2001151,151,27,26.6,27,"5/4/2001",124,2001124,"M",23.7,37.2,13.6,14.2,80,13.5,191.7,258.54,42.8,61.6,178,119,68,445,0.12,22.67676768,19.34343434,18.3625731,6.919191919,8.181818182,3.187134503,1.1684,2.7432,0.5334,109,82,110,12,0,16
"125",896,2001,5,11,"1Q","SWEG01","1Q SWEG01","0975-15102","6/5/2001",156,"6/5/2001",2001156,156,25,25.6,26,"5/11/2001",131,2001131,"M",23.4,36.5,13.4,13,76.7,13.1,170.3,240.9,40.2,58.3,163,105,47,386,0.12,19.7979798,18.48484848,22.30994152,6.717171717,8.636363636,5.350877193,1.397,3.556,0.2286,79,80,167,6,0,18
"126",901,2001,5,11,"4T","USGS01","4T USGS01","0975-15105","6/8/2001",159,"6/8/2001",2001159,159,28,26.8,27,"5/11/2001",131,2001131,"M",23.4,36.4,12.6,13.6,79,13,176.8,238.42,42.6,64.1,177,119,73,440,0.12,19.7979798,18.48484848,22.30994152,6.717171717,8.636363636,5.350877193,1.397,3.556,0.2286,79,80,167,6,0,18
"127",853,2001,5,19,"8X","BRTN01","8X BRTN01","0975-15109","6/13/2001",164,"6/13/2001",2001164,164,25,25,25,"5/19/2001",139,2001139,"M",21.4,32.6,11.7,12.6,72.8,11.2,141.12,198.045,40.2,58.4,150,91,40,335,0.12,19.8989899,18.83838384,22.25146199,10.55555556,6.616161616,6.783625731,3.937,2.6162,1.5494,107,63,175,0,0,16
"128",918,2002,NA,NA,"6L","EOCR02","6L EOCR02","975-57505","5/4/2002",124,"5/4/2002",2002124,124,25,24.4,24,"4/9/2002",99,2002099,"M",21.4,32.7,13.6,13.2,72.7,11.3,149.16,219.09,40,61.7,121,71,30,410,0.12,21.61616162,11.21212121,7.046783626,8.131313131,4.04e-17,-2.923976608,3.7338,3.4036,3.302,109,15,3,24,0,0
"129",914,2002,NA,NA,"2H","EOCR02","2H EOCR02","975-57501","5/4/2002",124,"5/4/2002",2002124,124,25,25.3,25,"4/9/2002",99,2002099,"M",22.3,36,14.1,14,77.7,13.7,191.8,252.9,41.7,63.6,151,93,50,487,0.12,21.61616162,11.21212121,7.046783626,8.131313131,4.04e-17,-2.923976608,3.7338,3.4036,3.302,109,15,3,24,0,0
"130",915,2002,NA,NA,"3I","EOCR02","3I EOCR02","975-57502","5/4/2002",124,"5/4/2002",2002124,124,25,25,25,"4/9/2002",99,2002099,"M",22.4,36.1,13.4,13.2,77.4,13.7,180.84,240.065,41.3,63,142,88,41,460,0.12,21.61616162,11.21212121,7.046783626,8.131313131,4.04e-17,-2.923976608,3.7338,3.4036,3.302,109,15,3,24,0,0
"131",916,2002,NA,NA,"4J","EOCR02","4J EOCR02","975-57503","5/4/2002",124,"5/4/2002",2002124,124,25,24.9,25,"4/9/2002",99,2002099,"M",20.9,33.7,13.8,13.6,74.5,12.8,174.08,230.845,40.8,61.2,140,84,42,448,0.13,21.61616162,11.21212121,7.046783626,8.131313131,4.04e-17,-2.923976608,3.7338,3.4036,3.302,109,15,3,24,0,0
"132",931,2002,4,17,"5J","DBAR02","5J DBAR02","975-57518","5/16/2002",136,"5/16/2002",2002136,136,29,26.4,26,"4/17/2002",107,2002107,"M",22,35.4,13.2,13.1,78.6,13.4,175.54,232.755,43.2,61.2,170,118,62,435,0.12,16.71717172,15.55555556,13.97660819,3.939393939,2.424242424,2.251461988,1.4478,3.2512,4.191,83,31,65,23,1,8
"133",923,2002,4,17,"7B","CCLI02","7B CCLI02","975-57510","5/15/2002",135,"5/15/2002",2002135,135,28,27.8,28,"4/17/2002",107,2002107,"M",22.1,35.8,11.6,13.1,78.6,13.7,179.47,221.065,42.8,60.3,200,138,80,425,0.12,16.71717172,15.55555556,13.97660819,3.939393939,2.424242424,2.251461988,1.4478,3.2512,4.191,83,31,65,23,1,8
"134",932,2002,4,17,"6K","DBAR02","6K DBAR02","975-57519","5/16/2002",136,"5/16/2002",2002136,136,29,27.6,28,"4/17/2002",107,2002107,"M",21.6,34.2,12.5,12.4,78.9,12.6,156.24,212.895,44.7,62.2,188,131,81,417,0.12,16.71717172,15.55555556,13.97660819,3.939393939,2.424242424,2.251461988,1.4478,3.2512,4.191,83,31,65,23,1,8
"135",926,2002,4,18,"0E","NEEL02","0E NEEL02","975-57513","5/15/2002",135,"5/15/2002",2002135,135,27,26.2,26,"4/18/2002",108,2002108,"M",22.7,35.4,12.4,13.1,77.4,12.7,166.37,225.675,42,58.4,170,110,63,410,0.13,15,15.75757576,14.70760234,2.676767677,3.080808081,2.719298246,2.0066,3.2004,4.191,61,32,86,16,1,16
"136",928,2002,4,18,"2G","NEEL02","2G NEEL02","975-57515","5/15/2002",135,"5/15/2002",2002135,135,27,26,26,"4/18/2002",108,2002108,"M",22,33.5,11.8,12,76.9,11.5,138,199.325,43.4,60,164,109,57,385,0.12,15,15.75757576,14.70760234,2.676767677,3.080808081,2.719298246,2.0066,3.2004,4.191,61,32,86,16,1,16
"137",922,2002,4,18,"6A","CCLI02","6A CCLI02","975-57509","5/15/2002",135,"5/15/2002",2002135,135,27,27.2,27,"4/18/2002",108,2002108,"M",28.8,36,12.6,13,77.6,7.2,93.6,230.4,41.6,59.2,193,131,72,403,0.12,15,15.75757576,14.70760234,2.676767677,3.080808081,2.719298246,2.0066,3.2004,4.191,61,32,86,16,1,16
