Year,ID,Name,NestName,Sex,LifeStage,Population,Species,CalcAge,Age,BillWidth,BillDepth,Head,Tarsus,Manus,WingChord,SeventhPrimary,Tail Length,Weight,BillNT,TEC,Skull,Remarks
2002,0D CCPL02,0D,CCPL02,M,nestling,Ithaca,Corvus brachyrhynchos,139,139,14.5,17.4,95.5,58,,295,243,165,340,36.1,50.9,44.6,"found sick, died in clinic; DAR added Age based on RSH thesis age equations"
2002,3R JEWL02,3R,JEWL02,F,nestling,Ithaca,Corvus brachyrhynchos,207,207,12.4,16.7,90.9,57.6,,293,238,158,412,32.7,44.5,46.4,good flesh; no fat seen; mouth color Y30 M-70; temperature 107.9 F
2003,1N JUDD03,1N,JUDD03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.7,12.3,76.4,58.1,,164,111,52,398,21.8,32.7,43.7,"3 Strong, 4 lt hunger bars, lt tinge to gape, no blood spots"
2003,2O JUDD03,2O,JUDD03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.8,12.9,74.4,59.4,,160,104,56,405,21.5,33.6,40.8,"4 strong, 2 mod, 3 lt hunger bars; no blood spots; yellow tinge to gape"
2003,3P JUDD03,3P,JUDD03,F,nestling,Ithaca,Corvus brachyrhynchos,27,25,11.6,11.8,74.4,60.7,,178,121,77,380,22.1,33.1,41.3,"4 strong, 2 mod, 1 lt hunger bars; no blood spots, yellow tinge to gape"
2003,4Q HAWA03,4Q,HAWA03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.7,14,78.3,64.2,,169,110,59,430,23.2,35.4,42.9,"1 strong, 6 mod hunger bars; a lot of blood spots on belly, pinkish tinge to phlanges"
2003,5R HAWA03,5R,HAWA03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.6,13,76.6,62.8,,170,112,59,430,22,31,45.6,no blood spots; 2 strong hunger bars; 
2003,6S HAWA03,6S,HAWA03,M,nestling,Ithaca,Corvus brachyrhynchos,25,25,13.9,12,76.1,59.9,,158,97,50,392,21.3,32.6,43.5,"1 strong, 1 lt hunger bars, no blood spots"
2003,7T HAWA03,7T,HAWA03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,11.7,12.5,76.3,60.2,,169,110,62,409,21.9,34.9,41.4,"6 strong, 2 mod hunger bars; no blood spots"
2003,8U HAWA03,8U,HAWA03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.2,12.8,78.9,61.2,,166,102,52,442,22.4,34.2,44.7,"4 strong, 2 light hunger bars; no blood spots"
2003,9V HAWA03,9V,HAWA03,M,nestling,Ithaca,Corvus brachyrhynchos,25,25,13.2,12.1,71.1,58.8,,132,77,34,305,19.7,30.9,40.2,"1 strong, 2 moderate, 2 light hunger bars; no blood spots"
2003,0W ALOT03,0W,ALOT03,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,13,12.1,78.8,63.1,,183,128,72,394,22.8,36.4,42.4,"3 strong, 2 mod, 2 lt hunger bars; lots of blood spots"
2003,1X ALOT03,1X,ALOT03,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12,12.3,76.3,58.9,,176,118,68,383,22.4,35,41.3,"3 strong, 4 mod, 2 lt hunger bars, lots of blood spots"
2003,2Y ALOT03,2Y,ALOT03,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.9,12.8,77,58.8,,180,122,68,353,22.7,36.1,40.9,"6 strong, 1 mod, 2 lt hunger bars; blood spots on belly;"
2003,3Z ALOT03,3Z,ALOT03,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.7,12.5,81.6,63.7,,188,128,78,450,23.9,34.7,46.9,"1 strong, 3 mod, 3 lt hunger bars; lots of blood spots"
2003,9A HOMS03,9A,HOMS03,M,nestling,Ithaca,Corvus brachyrhynchos,27,29,12.6,12,75.7,59.6,,189,129,76,325,22,33.8,41.9,"2 mod, 6 lt hunger bars; blood spots on belly"
2003,0B HOMS03,0B,HOMS03,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,12.6,12.2,76.6,60.2,,189,131,80,325,22.6,35.2,41.4,"wheezing, blood spots on belly, 3 strong, 1 mod, 4 lt hunger bars"
2003,1C HOMS03,1C,HOMS03,M,nestling,Ithaca,Corvus brachyrhynchos,28,29,14.2,12.4,80,61.9,,199,136,86,367,23.6,37.3,42.7,"blood spots on belly, 5 strong, 2 mod, 1 lt hunger bars, wheezing"
2003,2D FOHA03,2D,FOHA03,M,nestling,Ithaca,Corvus brachyrhynchos,28,30,13.1,13.3,80.1,61.3,,198,140,90,395,23.9,36.6,43.5,"blood spots on belly; 1 strong, 1 mod, 2 lt hunger bars"
2003,3E FOHA03,3E,FOHA03,F,nestling,Ithaca,Corvus brachyrhynchos,28,30,12.1,11.8,76.8,58.5,,191,135,92,310,22.7,35,41.8,"explosive fledge; very vocal; few blood spots, 3 strong, 2 mod, 4 lt hunger bars"
2003,4F BROT03,4F,BROT03,F,nestling,Ithaca,Corvus brachyrhynchos,26,24,13.4,12.7,72.8,60.5,,155,100,55,447,21.7,32.7,40.1,"few blood spots; 1 strong, 6 lt hunger bars"
2003,5G BROT03,5G,BROT03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.3,13.1,78,63.2,,171,111,60,370,23.6,37,41,"few blood spots; 2 strong, 5 mod hungar bars"
2003,6H BROT03,6H,BROT03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.4,12.4,77.4,61.1,,168,108,61,370,23.8,35.4,42,"lots of blood spots; 2 strong, 1 mod, 2 light hungar bars"
2003,7I BROT03,7I,BROT03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.6,13,77.4,60.4,,166,108,63,368,23.7,36.6,40.8,"few blood spots; 2 strong, 3 mod, 3 light hungar bars"
2003,8J BROT03,8J,BROT03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.3,12.5,77.4,62.4,,165,106,57,387,22.1,34,43.4,"blood spots; 5 strong, 1 mod, 1n light hungar bars"
2003,9K LRIS03,9K,LRIS03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,11.8,11.7,73.3,57.4,,168,110,50,342,19.8,32,41.3,"no blood spots; 4 strong, 2 mod, 1 light hungar bars"
2003,0L LRIS03,0L,LRIS03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.4,12.9,76,59.8,,160,102,49,355,21.5,34.3,41.7,"6 strong, 1 mod, 1 light hungar bar; no blood spots"
2003,1M LRIS03,1M,LRIS03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,14.1,13,75.3,63.6,,164,105,50,375,22.4,34.2,41.1,"no blood spots; 2 strong, 2 mod, 1 light hungar bar"
2003,2N LRIS03,2N,LRIS03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.6,12.5,74.2,60.7,,163,107,55,370,21.2,32.7,41.5,"3 strong, 2 mod, 0 light hungar bars; no blood spots"
2003,3O LRIS03,3O,LRIS03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.1,13.1,77.2,62.3,,170,110,51,440,22,34.1,43.1,"1 strong, 6 mod, 1 light hungar bars; no blood spots"
2003,5Q BRTN03,5Q,BRTN03,F,nestling,Ithaca,Corvus brachyrhynchos,26,24,13.6,14.2,72.6,59.5,,152,97,53,387,21.4,33.5,39.1,"no blood spots; 2 strong, 1 mod, 3 light hungar bars"
2003,6R BRTN03,6R,BRTN03,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.7,13.7,71.8,55.9,,154,95,51,354,21.6,34.5,37.3,"no blooed spots; 1 strong, 4 light hungar bars"
2003,7S BRTN03,7S,BRTN03,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.9,12.7,76.2,60.4,,153,95,52,407,21.7,34.4,41.8,"1 strong, 1 light hungar bars; no blood spots"
2003,8T MNDY03,8T,MNDY03,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,14,13,77.6,60.3,,191,134,86,390,23.6,35.5,42.1,"explosive fledge; 5 strong, 2 mod hungar bars; blood spots on belly "
2003,9U MNDY03,9U,MNDY03,M,nestling,Ithaca,Corvus brachyrhynchos,28,29,13.6,13.5,80.1,63.8,,197,135,87,450,23.1,36.1,44,"3 strong, 4 mod hungar bars; blood spots on belly"
2003,0V MNDY03,0V,MNDY03,F,nestling,Ithaca,Corvus brachyrhynchos,27,29,12.1,12,73.8,57.7,,175,120,74,356,21.1,33.7,40.1,"8 strong, 1 mod, 3 light hungar bars; few blood spots"
2003,1W MNDY03,1W,MNDY03,F,nestling,Ithaca,Corvus brachyrhynchos,25,29,12.7,11.7,73.1,55.1,,149,94,46,327,21.1,33.2,39.9,"4 strong, 1 mod, 1 light; few blood spots"
2003,2X SWEG03,2X,SWEG03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,14,12.8,76.3,55.9,,170,115,65,358,22.5,34.4,41.9,"4 mod, 3 light hungar bars; blood spots on belly"
2003,3Y SWEG03,3Y,SWEG03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,13,12.6,74.8,56.2,,168,110,50,335,20.9,33.4,41.4,"lots of blood spots on belly; 1 strong, 1 mod, 4 light hungar bars"
2003,4Z SWEG03,4Z,SWEG03,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.4,12.8,75.7,53.9,,161,105,55,356,21.51,33.5,42.2,"blood spots under wings and lots of blood spots on belly; 2 strong, 1 mod, 2 light hungar bars"
2003,0A SWEG03,0A,SWEG03,F,nestling,Ithaca,Corvus brachyrhynchos,25,25,11.7,11.6,71.2,53.3,,158,102,47,289,20.1,32.6,38.6,blood spots on belly; 4 strong hungar bars
2003,1B SWEG03,1B,SWEG03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,13.4,11.8,71.3,56.2,,164,113,48,310,20.2,31.8,39.5,"blood spots on belly; 3 strong, 1 light hungar bars"
2003,2C MIPI03,2C,MIPI03,M,nestling,Ithaca,Corvus brachyrhynchos,28,28,12.6,12.2,79.5,61.4,,190,130,83,448,23,35.6,43.9,"2 strong, 2 mod, 2 light hungar bars; no blood spots"
2003,3D MIPI03,3D,MIPI03,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.4,13.2,80.5,61.5,,187,128,81,450,23.6,36.2,44.3,"3 mod, 1 light hungar bar; no blood spots"
2003,4E MIPI03,4E,MIPI03,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.9,13.6,77.4,60.3,,172,114,69,421,21.6,34,43.4,"2 strong, 4 mod hungar bars; no blood spots"
2003,5F MIPI03,5F,MIPI03,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.8,13.7,79.3,60.1,,184,125,75,426,23,35.6,43.7,"no blood spots; 2 mod, 3 light hungar bars"
2003,6G ECRI03,6G,ECRI03,M,nestling,Ithaca,Corvus brachyrhynchos,27,26,12.2,11.9,75.2,58.4,,178,120,65,327,21.9,35,40.2,"explosive fledge; lots of blood spots; 4 strong, 4 light hungar bars"
2003,7H ECRI03,7H,ECRI03,F,nestling,Ithaca,Corvus brachyrhynchos,27,26,11.4,12.8,75.5,57.2,,171,114,69,344,22,34,41.5,"lots of blood spots; 2 strong, 2 mod, 4 light hungar bars"
2003,8I ECRI03,8I,ECRI03,F,nestling,Ithaca,Corvus brachyrhynchos,25,26,11.6,10.8,70.1,55.8,,140,84,36,250,20,30.1,40,lots of blood spots; 4 strong hungar barsd
2003,9J NEWC03,9J,NEWC03,F,nestling,Ithaca,Corvus brachyrhynchos,28,28,12.1,12.3,77.2,55.9,,189,134,79,375,23,35.8,41.4,"explosive fledge;blood spots on belly; 2 strong, 1 mod, 2 light hungar bars"
2003,0K NEWC03,0K,NEWC03,F,nestling,Ithaca,Corvus brachyrhynchos,26,28,11.8,11.6,71.4,52.3,,156,112,49,252,21.5,33.6,37.8,"explosive fledge; few blood spots; 2 strong, 1 mod, 4 light hungar bars"
2003,1L NEWC03,1L,NEWC03,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.8,12.3,77,57.2,,187,129,67,342,23.2,35.9,41.1,"explosive fledge; upigmented claw on left foot; blood spots on belly; 8 strong, 1 mod, 2 light hungar bars"
2003,2M NEWC03,2M,NEWC03,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.3,11.7,,52.5,,179,136,64,318,21,33.9,,"explosive fledge;blood spots on belly; 4 strong, 3 mod, 1 light hungar bar"
2003,3N WARC03,3N,WARC03,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.4,13.8,78.1,54.9,,203,147,100,402,24.4,36.9,41.2,"explosive fledge; lots of blood spots; 2 strong, 2 mod, 4 light hungar bar"
2003,4O WARC03,4O,WARC03,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.2,14,79.4,56.2,,203,144,95,430,24.6,37.2,42.2,"explosive fledge; lots of blood spots on belly; 4 strong, 2 mod, 2 light hungar bars"
2003,5P WARC03,5P,WARC03,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,14,15,82.7,59.9,,205,145,94,455,26.6,41,41.7,"explosive fledge; 5 strong, 2 mod hungar bars; lots of spots on belly; hit by car"
2003,6Q WARC03,6Q,WARC03,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,13.7,14.7,82.3,60.5,,201,140,90,464,25.6,40.5,41.8,"explosive fledge; right halus ripped off; lots of blood spots; 3 strong, 2 mod, 1 light hungar bar"
2003,7R EWIL03,7R,EWIL03,M,nestling,Ithaca,Corvus brachyrhynchos,27,29,14.6,14.8,82.6,63.2,,190,129,80,485,25.3,38.4,44.2,"blood spots on belly; 4 strong, 2 mod, 1 light hungar bar"
2003,8S EWIL03,8S,EWIL03,M,nestling,Ithaca,Corvus brachyrhynchos,27,29,14.1,14.1,81.4,62.3,,187,127,78,430,22.2,38.7,42.7,"2 strong, 1 mod hungar bars; spots on belly; yellow tinge to skin"
2003,9T EWIL03,9T,EWIL03,F,nestling,Ithaca,Corvus brachyrhynchos,27,29,13.1,13.3,77.1,60.2,,179,123,70,430,23,35.4,41.7,"blood spots on belly. 1 strong, 4 moderate, 1 light hunger bars"
2003,0U EWIL03,0U,EWIL03,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,15,14,79.1,62.4,,195,133,87,415,24.5,36.8,42.3,"blood spots on belly. 9 strong, 1 moderate, 2 light hunger bars"
2003,1V EWIL03,1V,EWIL03,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,13.4,13,78.7,61.4,,191,133,91,400,24.6,36.8,41.9,"blood spots on belly.  7 strong, 1 moderate, 3 light hunger bars. left hallux ripped off."
2003,2W TARY03,2W,TARY03,M,nestling,Ithaca,Corvus brachyrhynchos,21,21,12.3,11.5,71.1,53.8,,130,77,31,250,20.6,30.8,40.3,"1 strong, 3 light hunger bars, no blood spots (063 sample)"
2003,3X TARY03,3X,TARY03,M,nestling,Ithaca,Corvus brachyrhynchos,21,21,12.4,11.2,67.6,51.7,,119,69,23,235,19.3,28.4,39.2,"1 strong, 3 light hunger barst, noblood spots (064 sample)"
2003,4Y TARY03,4Y,TARY03,F,nestling,Ithaca,Corvus brachyrhynchos,21,21,12.5,11.1,70.6,53.4,,132,79,39,282,20.3,32.6,38,"3 strong, 1 light hnger bars, noblood spots (065 sample)"
2003,5Z TRUP03,5Z,TRUP03,M,nestling,Ithaca,Corvus brachyrhynchos,27,27,13,12.8,79.2,59.4,,192,131,72,342,22.7,35.7,43.5,"explosive fledge, lots of blood spots on belly, 3 strong, 2 moderate, 4 light hunger bar"
2003,00 TRUP03,0,TRUP03,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,11.5,12,74.6,56.2,,177,123,58,297,21.1,32.9,41.7,"EXPLOSIVE FLEDGE BLOOD SPOTS ON BELLY, 5 light hunger bars"
2003,01 TRUP03,1,TRUP03,M,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.5,12.2,76.4,56.9,,172,114,55,297,21.6,32.9,43.5,"explosive fledge, lots of blood spots on belly, 1 strong, 1 moderate, 2 light hunger bars"
2003,02 COMP03,2,COMP03,M,nestling,Ithaca,Corvus brachyrhynchos,27,26,13.1,13.2,81.6,62.7,,187,122,64,422,23.1,36.6,45,"explosive fledge; no blood spots; 4 strong, 1 mod, 1 light hungar bar"
2003,03 COMP03,3,COMP03,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.2,12.8,79.1,62.1,,180,120,56,382,23.1,37.7,41.4,"5 strong, 2 mod, 1 light hungar bars; no blood spots"
2003,04 EOCR03,4,EOCR03,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,14.2,14.2,85.2,62.8,,222,157,106,470,26.5,38.8,46.4,"explosive fledge; 1 mod, 1 light hungar bar; blood spots on belly"
2003,05 EOCR03,5,EOCR03,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.7,14.1,80.3,59.3,,198,139,84,435,24.4,37.6,42.7,explosive fledge;2 light hungar bars; no blood spots
2003,06 EOCR03,6,EOCR03,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.1,13.6,81.4,59.3,,210,146,109,400,24.4,38.2,43.2,"explosive fledge;1 mod, 4 light hungar bars; few blood spots on belly"
2003,SWB-W BURP03,SWB-W,BURP03,M,nestling,Ithaca,Corvus brachyrhynchos,24,26,12.8,10.5,62.9,45,,95,50,12,130,17.6,27.7,35.2,"runt; 1 strong, 2 light hungar bars; no blood spots"
2003,11 BURP03,11,BURP03,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.2,12.8,78.7,58.6,,169,115,55,312,22.9,35.6,43.1,"1 mod, 3 lighthungar bars; no blood spots"
2003,doa BURP03,doa,BURP03,M,nestling,Ithaca,Corvus brachyrhynchos,24,25,,,67.2,53,,,52,,,17.4,26.8,40.4,dead below nest; died at least one day previously (DAR note: sexed in field)
2003,22 ORHA03,22,ORHA03,F,nestling,Ithaca,Corvus brachyrhynchos,33,33,12.8,13.3,81.1,60.3,,216,156,104,433,25.2,37.8,43.3,"explosize fledge, 4 strong, 3 moderate, 3 light hungerbars, no blood spots"
2003,33 ORHA03,33,ORHA03,M,nestling,Ithaca,Corvus brachyrhynchos,33,33,12.8,13.6,82.2,60,,201,141,91,410,25.1,38.5,43.7,"explosive fledge, 9 strong, 3 moderate, 1 light hungerbars, couple of blood spots on belly"
2003,44 HATR03,44,HATR03,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,13.8,12.8,77.5,56.4,,180,120,55,333,22.4,34.3,43.2,"explosive fledge, 5 moderate hungerbars, blood spots on belly, nasal bristles not growing, rough feathers, looks shabby, "
2003,55 MMUR03,55,MMUR03,M,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.8,12.4,76.1,57.8,,182,125,72,342,22.2,35,41.1,"5 moderate, 4 light hungerbars, few blood spots on belly, "
2003,77 SABR03,77,SABR03,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.1,12.9,75.6,51.2,,208,154,90,290,22.8,36.2,39.4,"3 strong, 4 mod, 6 lt hunger bars; fledgling, captured at 115 Pinewood Rd, lots of blood spots on belly"
2003,88 LENO03,88,LENO03,F,nestling,Ithaca,Corvus brachyrhynchos,27,30,13.5,12.9,77.3,61.1,,187,131,77,380,23.6,36,41.3,"explosive fledge, 2 strong 3 moderate, 3light hungerbars, a couple of blood spots on belly, infected swollen feather follic on left seventh primary"
2003,99 LENO03,99,LENO03,F,nestling,Ithaca,Corvus brachyrhynchos,29,30,11.7,13.1,78.8,59.8,,202,145,90,388,23.3,36,42.8,"explosive fledge, 1 light hungerbar, lots of blood spots on belly"
2003,12 LENO03,12,LENO03,F,nestling,Ithaca,Corvus brachyrhynchos,28,30,11.6,12.5,77.1,59.8,,200,140,87,376,22.8,34.7,42.4,"explosive fledge, 1 strong, 2 light, lots of blood spots on belly, "
2003,23 LENO03,23,LENO03,F,nestling,Ithaca,Corvus brachyrhynchos,28,30,12.3,13,79.1,61.9,,200,139,92,398,24.3,38.5,40.6," 3 strong 4 moderate, 3 light hungerbars, bloodspots lots, unpigmented fourth claw on forth toe"
2003,45 CALD03,45,CALD03,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.3,12.8,74.4,59.5,,165,110,55,375,21.5,34.3,40.1,"1 strong 3 moderate, 3 light hungerbars, a couple of blood spots on belly"
2003,56 CALD03,56,CALD03,F,nestling,Ithaca,Corvus brachyrhynchos,25,25,12.3,12.6,73.4,59.4,,156,97,47,353,21,33.3,40.1,"2 strong, 1 moderate, 4 light, a few blood spots on belly"
2003,67 TURF03,67,TURF03,M,nestling,Ithaca,Corvus brachyrhynchos,20,20,12.3,10.6,70.4,57.8,,118,62,26,363,20.8,31.6,38.8,"1 strong, blood spots under wing, louse collected, "
2003,78 TURF03,78,TURF03,F,nestling,Ithaca,Corvus brachyrhynchos,20,20,12.6,11.3,70.7,58.4,,127,70,32,357,19.7,31.5,39.2,"1 strong, blood spots under the wings, louse collected"
2003,89 TURF03,89,TURF03,F,nestling,Ithaca,Corvus brachyrhynchos,20,20,12.4,11.1,67.3,54.1,,112,59,22,322,19.5,29.9,37.4,"2 light, 1 moderate, blood spots under wings and louse collected"
2003,3D MIPI03,3D,MIPI03,M,nestling,Ithaca,Corvus brachyrhynchos,71,71,14.4,17,93.9,62.2,,303,241,141,515,32.7,48.8,45.1,dead on ground below roost tree
2003,35 WARO03,35,WARO03,M,nestling,Ithaca,Corvus brachyrhynchos,,,14.4,17.9,93,59.7,,307,247,175,500,34.6,50,43,growth under right ear; captured as a fledgling
2003,46 WARO03,46,WARO03,F,nestling,Ithaca,Corvus brachyrhynchos,,,13.7,16.4,88.4,56.3,,295,239,166,440,32.4,44.7,43.7,captured as a fledgling
2003,57 WARO03,57,WARO03,M,nestling,Ithaca,Corvus brachyrhynchos,,,14.1,17.6,93.4,61.4,,308,251,176,520,33.9,48.8,44.6,"growths at both corners of mouth, blood on feet; captured as a fledgling"
2003,5P WARC03,5P,WARC03,M,nestling,Ithaca,Corvus brachyrhynchos,124,124,14.9,18.6,92.4,60.3,,302,241,171,442,35.3,47.9,44.5,dead on ground; pronounced keel
2003,7H ECRI03,7H,ECRI03,F,nestling,Ithaca,Corvus brachyrhynchos,120,120,13,16.2,88.2,50,,291,227,159,347,33.2,45.2,43,dead on ground; moderately pronounced keel
2003,5Z TRUP03,5Z,TRUP03,M,nestling,Ithaca,Corvus brachyrhynchos,139,139,13.9,16.4,93.9,58.2,,297,238,158,218,34.3,47.1,46.8,dead on ground on territory after being seen sick day before; moderately pronounced keel
2003,6S HAWA03,6S,HAWA03,M,nestling,Ithaca,Corvus brachyrhynchos,158,158,15.8,18,90.6,58.6,,290,229,168,323,33.2,46.4,44.2,dead on ground; very pronounced keel
2003,35 WARO03,35,WARO03,M,nestling,Ithaca,Corvus brachyrhynchos,,,15,19.1,94.2,59.8,,308,242,171,395,35.1,51.4,42.8,"found dead; pox, left toes. captured as a fledgling"
2003,5G BROT03,5G,BROT03,M,nestling,Ithaca,Corvus brachyrhynchos,132,132,15.2,18.5,92.8,62.7,,305,243,173,397,36.4,48.2,44.6,found dead
2003,5Z TRUP03,5Z,TRUP03,M,nestling,Ithaca,Corvus brachyrhynchos,138,138,14.5,17.3,93.4,59.2,,300,233,158,339,35.1,52.6,40.8,found sick on ground
2003,46 WARO03,46,WARO03,F,nestling,Ithaca,Corvus brachyrhynchos,,,14.5,16.4,89.1,55.5,,295,236,167,320,33.5,47.5,41.6,found dead; captured as a fledgling
2003,5R HAWA03,5R,HAWA03,M,nestling,Ithaca,Corvus brachyrhynchos,140,140,15.5,18.5,93.1,61.1,,303,240,170,446,35.7,50.1,43,found dead
2003,89 TURF03,89,TURF03,F,nestling,Ithaca,Corvus brachyrhynchos,125,125,14.2,16.1,86.8,56.4,,284,229,,,31.2,45.2,41.6,"eaten, no tail, no weight, not submitted"
2003,57 WARO03,57,WARO03,M,nestling,Ithaca,Corvus brachyrhynchos,,,,,,60.3,,307,257,175,,,,,"eaten, dismembered, no head; captured as a fledgling"
2003,22 ORHA03,22,ORHA03,F,nestling,Ithaca,Corvus brachyrhynchos,255,255,14.3,17.1,92.6,60.4,,291,235,167,375,36.1,46.9,45.7,dead on ground; emaciated
2003,90 DYCE03,90,DYCE03,M,nestling,Ithaca,Corvus brachyrhynchos,24,24,11.47,12.29,70.86,59.98,,132,67.93,25,326,21.01,31.58,39.28,"2 light hunger bars, no blood spots, occluding material around nostils; hunger bars not on all feathers; DAR added Age based on RSH thesis age equations"
2003,13 DYCE03,13,DYCE03,F,nestling,Ithaca,Corvus brachyrhynchos,24,24,10.01,11.41,70.34,56.18,,116,56,19,291,20.59,31.65,38.69,no hunger bars or blood spots; DAR added Age based on RSH thesis age equations
2003,24 COPA03,24,COPA03,F,nestling,Ithaca,Corvus brachyrhynchos,25,26,12,12.1,76.4,58.3,,153,101,45,300,23,35.8,40.6,"1 moderate and 2 light hunger bars, few blood spots; 2 strong hunger bars on secondaries; DAR added Age based on RSH thesis age equations"
2004,16 MNDY04,16,MNDY04,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.5,13.4,82,62.1,,185,127,72,460,25.5,39.8,42.2,"Explosive fledge, blood spots on belly, 7 strong, 1 light hunger bar, yellowish tinge to gape"
2004,27 MNDY04,27,MNDY04,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.3,13.1,77.9,59.3,,178,118,73,400,24,38,39.9,"Explosive fledge, slight yellow tinge to gape, few blood spots on belly, 6 strong, 3 moderate, 1 light hunger bar; Bleeder"
2004,38 MNDY04,38,MNDY04,F,nestling,Ithaca,Corvus brachyrhynchos,26,28,13.7,12.9,75.3,60,,170,114,67,420,22.8,35.1,40.2,"Blood spots on belly, 4 strong, 1 moderate, 2 light hunger bars"
2004,49 YATI04,49,YATI04,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.6,12,76.5,60.6,,187,125,78,260,23,36.1,40.4,"Fledgling, 3 strong, 2 moderate, 1 light hunger bar, no blood spots"
2004,50 CCLI04,50,CCLI04,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.9,12.6,75.6,60.9,,155,95,48,452,20.3,33.3,42.3,4 light hunger bars; no blood spots
2004,61 CCLI04,61,CCLI04,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,13.5,13.4,76.4,59.6,,158,101,48,453,21.9,34.2,42.2,"1 moderate, 1 light hunger bar; no blood spots"
2004,72 CCLI04,72,CCLI04,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.6,12.6,70.1,58.6,,143,89,40,373,19.6,32.3,37.8,"3 moderate, 2 light hunger bars; no blood spots"
2004,83 CCLI04,83,CCLI04,F,nestling,Ithaca,Corvus brachyrhynchos,24,24,11.3,12.3,64.7,52.9,,129,64,20,325,16.7,29.3,35.4,crossed bill (dislocated jaw); 1 strong hunger bar; no blood spots
2004,94 TRUP04,94,TRUP04,M,nestling,Ithaca,Corvus brachyrhynchos,28,29,12.5,14.5,94,59.1,,196,131,88,417,25.6,37.3,56.7,"2 light hunger bars, few blood spots on belly"
2004,17 TRUP04,17,TRUP04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,11.2,13.4,77.5,56,,195,134,87,386,24.6,37.7,39.8,"No hunger bars, few blood spots, belly tucking in"
2004,28 TRUP04,28,TRUP04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,11.4,13.8,77.6,56,,186,132,81,351,23.6,36.9,40.7,"Band number 975-57694 destroyed;  4 moderate, 2 light hunger bars, few blood spots on belly"
2004,39 FOWA04,39,FOWA04,F,nestling,Ithaca,Corvus brachyrhynchos,26,24,12,11.9,75.8,60.5,,165,104,50,385,22.9,33.7,42.1,"1 light fault bar, moderate blood spots"
2004,40 FOWA04,40,FOWA04,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.7,12.6,76,56.7,,142,88,43,354,21.8,33.6,42.4,"no fault bars, very few blood spots (5 or 6)"
