nestlingMeasurementID,year,population,species,lifeStage,id,age,nest,nestName,sexSummary,tarsus,sevenPrimary,tailLength,calcAge,billNT,billD,billW,TEC,head,skull,wingChord,exp7Primary,weight,measureNumber,measurmentDate,measurementJulDate,hatchDate,hatchDateJul,bandDate,bandingDate,bandDateJul,deathDate,currentBroodSize,nestlingBroodSize,bandedBroodSize,familyProducedBreeder,remarks,trueAlias,name,conditionRank,climb2x,bandMatch,Measured =<7 days (1) or >7 (2),deathDateBin,recruitmentRankData,Breeding attempt info::Renest?,withinBroodSizeRank,earlyBroodRanking,bandlingBroodRank,Young Rank dataset,flag,Dummy 2,Dummy 3,Breeder paper?,Helper paper?,PCA size,PCA condition,ID_2,Sex (#),Row #,Explosive fledge?,Weight (cube rt),Largest/smallest nestling (1/2; banding),tarsus,Breeder Data 3::Sex,Sexing Information::Sex,Alive_Sum_0,Alive_Fall_0,Alive_Winter_0,Alive_Spring_1,Survived to banding?,Survived to banding dataset,Explosive fledge death?,Alive@2 yrs,Age at last sighting,Breeding attempt info::Nesting Success,Shot?,tailSquared,bandNumber,Radio?,Radio harness-related death?,Radio harness in mouth?,WNV-related/suspected death?,ageDiff,ageAtDeath,colorBands,initialClimbDate,radioFreq,bloodTube,Blood spots on Belly,Nestling hunger bar data::Extreme Hunger bar count,Nestling hunger bar data::Moderate Hunger bar count,Nestling hunger bar data::Strong Hunger bar count,7PrimaryRatio,Nestling hunger bar data::Weak Hunger bar count,Nestling hunger bar data::Total Hunger bar count,manus,mouthColor,condition,Nest_Site_Information::# Nestlings,Nest_Site_Information::# Bandlings,ageGroup,Breeding attempt info::Group Size,Nest_Site_Information::Environment,Date type,Adult measurement data::Nestling data?,Breeding attempt info::Highest (Hist) Age,Nest_Site_Information::Environment_RSH,Nest_Site_Information::Environment Summary,7PrimarySquared,Alive@60,Alive@120,Alive@1 yr,Future breeder?,Tail_Length_exposed,lifeStageID,WtTarsusIndex,jDay,vetReference,location
1147,1991,Ithaca,AMCR,nestling,QG CUPL91,27,CUPL,CUPL91,NA,59.7,107,60,26,20.8,13,14.5,31.7,72.5,40.8,168,,345,5,5/22/1991,142,4/25/1991,115,5/22/1991,5/22/1991,142,,3,,3,2,faint hunger bars,,QG,2,2,,,,1,0,2,0,2,,limited,,Final_mouth,1,,-0.4,-20.01,QG CUPL91,,269,,7.01,,59.7,,,1,1,1,0,,,,0,358,Y,,3600,695-73508,,,,,-1,,,,,,,,,,0,,,0,,0.12,0,3,6,2,u,1,,F,,3.1,11449,1,1,0,2,,nestling QG CUPL91,,,,
1148,1991,Ithaca,AMCR,nestling,RF CUPL91,27,CUPL,CUPL91,NA,61.6,117,60,26.31,22.2,12.8,13.3,33.5,76.2,42.7,171,,360,5,5/22/1991,142,4/25/1991,115,5/22/1991,5/22/1991,142,,3,,3,2,hunger bars  ,,RF,3,2,,,,1,0,1,0,1,,limited,,Final_mouth,1,,2.48,-36.23,RF CUPL91,,270,,7.11,1,61.6,,,1,1,1,1,,,,0,544,Y,,3600,695-73509,,,,,-0.69,,,,,,,,,,0,,,0,,0.12,0,3,6,2,u,1,,F,,3.1,13689,1,1,1,2,,nestling RF CUPL91,,,,
1149,1991,Ithaca,AMCR,nestling,SE CUPL91,27,CUPL,CUPL91,NA,58,96,45,25.28,21.3,12.4,14.5,30.4,73.9,43.5,154,,335,5,,,,,,5/22/1991,,,3,,3,2,faint hunger bars. Mallophagans present.,,SE,1,2,,,,1,0,3,0,3,,limited,,Final_mouth,1,,-1.47,-18.41,SE CUPL91,,271,,6.95,2,58,,,1,0,0,0,,,,1,727113,Y,,2025,695-73510,,,,,-1.72,,,,,,,,,,0,,,0,,0.12,0,3,6,2,u,1,,F,,3.1,9216,1,1,1,2,,nestling SE CUPL91,,,,
1205,1991,Ithaca,AMCR,nestling,TD HAYT91,26,HAYT,HAYT91,NA,61.4,113,63,26.28,23.7,13.5,14.9,36.5,78.5,42,168,,340,3,5/23/1991,143,4/27/1991,117,5/23/1991,5/23/1991,143,,5,5,5,2,Hunger bars  ,,TD,5,1,,2,,,0,1,0,1,,ab,,,,,,,TD HAYT91,,272,,6.98,1,61.4,,,1,1,1,0,,,,1,1803,Y,,3969,695-73511,,,,,0.28,,,,,,,,,,0,,,0,,0.11,5,5,6,,r,1,,F,,2.1,12769,1,1,1,2,,nestling TD HAYT91,,,,
1206,1991,Ithaca,AMCR,nestling,UC HAYT91,26,HAYT,HAYT91,NA,58.3,105,55,25.79,23.3,14.3,14.9,35.5,78,42.5,156,,320,3,5/23/1991,143,4/27/1991,117,5/23/1991,5/23/1991,143,,5,5,5,2,Hunger bars  ,,UC,2,1,,2,,,0,5,0,5,,ab,,,,,,,UC HAYT91,,273,,6.84,2,58.3,,,1,0,0,0,,,,0,161,Y,,3025,695-73512,,,,,-0.21,,,,,,,,,,0,,,0,,0.12,5,5,6,,r,1,,F,,2.1,11025,1,1,0,2,,nestling UC HAYT91,,,,
1207,1991,Ithaca,AMCR,nestling,VB HAYT91,26,HAYT,HAYT91,NA,60.1,130,79,27.45,24.3,13.8,14.7,35.5,78.6,43.1,178,,350,3,,,,,,5/23/1991,,,5,5,5,2,Hunger bars  ,,VB,3,1,,2,,,0,3,0,3,,ab,,,,,,,VB HAYT91,,274,,7.05,,60.1,,,1,0,0,0,,,,1,727116,Y,,6241,695-73513,,,,,1.45,,,,,,,,,,0,,,0,,0.12,5,5,6,,r,1,,F,,2.1,16900,1,1,1,2,,nestling VB HAYT91,,,,
1208,1991,Ithaca,AMCR,nestling,WA HAYT91,26,HAYT,HAYT91,NA,60.8,127,84,27.56,26.5,15.2,14.8,38.8,83.3,44.5,193,,400,3,,,,,,5/23/1991,,,5,5,5,2,Hunger bars  ,,WA,1,1,,2,,,0,2,0,2,,ab,,,,,,,WA HAYT91,,275,,7.37,,60.8,,,1,1,1,1,,,,1,727636,Y,,7056,695-73514,,,,,1.56,,,,,,,,,,0,,,0,,0.12,5,5,6,,r,1,,F,,2.1,16129,1,1,1,2,,nestling WA HAYT91,,,,
1209,1991,Ithaca,AMCR,nestling,XZ HAYT91,26,HAYT,HAYT91,NA,59.1,110,62,26.16,22.9,13.6,14.1,34.9,76,41.1,167,,330,3,5/23/1991,143,4/27/1991,117,5/23/1991,5/23/1991,143,,5,5,5,2,Hunger bars  ,,XZ,4,1,,2,,,0,4,0,4,,ab,,,,,,,XZ HAYT91,,276,,6.91,,59.1,,,1,1,1,0,,,,0,348,Y,,3844,695-73515,,,,,0.16,,,,,,,,,,0,,,0,,0.12,5,5,6,,r,1,,F,,2.1,12100,1,1,0,2,,nestling XZ HAYT91,,,,
1132,1991,Ithaca,AMCR,nestling,YY BURL91,28,BURL,BURL91,M,58.5,125,76,28,25.8,14.9,14.6,38.1,80.8,42.7,186,,355,2,5/23/1991,143,4/25/1991,115,5/23/1991,5/23/1991,143,,3,3,3,1,"Serious hunger bars, more then seven hunger bars, explosive fledge  ",,YY,2,1,,1,,1,0,3,0,3,1,limited,,Final_mouth,1,,2.6,-42.59,YY BURL91,1,277,1,7.08,2,58.5,1,,1,1,1,1,,1,,1,2407,Y,,5776,695-73516,,,,,0,,,,,,,,,,0,,,0,,0.12,3,3,6,4,u,1,,F,,3.1,15625,1,1,1,1,,nestling YY BURL91,,,,
1133,1991,Ithaca,AMCR,nestling,ZX BURL91,28,BURL,BURL91,NA,59.7,126,78,28,22.8,14.4,14.6,35.3,76.9,41.6,185,,385,2,,,,,,5/23/1991,,,3,3,3,1,explosive fledge; hunger bars  ,,ZX,1,1,,1,,1,0,2,0,2,1,limited,,Final_mouth,1,,1.77,-3.62,ZX BURL91,,278,1,7.27,,59.7,,,1,1,1,1,,1,,1,731157,Y,,6084,695-73517,,,,,0,,,,,,,,,,0,,,0,,0.12,3,3,6,4,u,1,,F,,3.1,15876,1,1,1,2,,nestling ZX BURL91,,,,
1131,1991,Ithaca,AMCR,nestling,doa BURL91,28,BURL,BURL91,NA,63.5,129,77,28,24.9,14.7,15.2,40,82.7,42.7,185,,415,2,5/23/1991,143,4/25/1991,115,5/23/1991,5/23/1991,143,,3,3,3,1,"explosive fledge, hunger bars; died",,doa,3,1,,1,,1,0,1,0,1,1,limited,,Final_mouth,1,,7.47,-35.53,doa BURL91,,279,1,7.46,1,63.5,,,0,0,0,0,,1,1,0,28,Y,,5929,,,,,,0,,,,,,,,,,0,,,0,,0.12,3,3,6,4,u,1,,F,,3.1,16641,0,0,0,2,,nestling doa BURL91,,,,
1225,1991,Ithaca,AMCR,nestling,CT LUCE91,27,LUCE,LUCE91,NA,59,122,93,27.81,22.3,14.2,14.8,33.6,76.4,42.8,179,,320,3,,,,,,5/23/1991,,,1,2,1,2,"2 strong hunger bars, did not leap from nest",,CT,1,1,1,2,,1,0,1,0,1,,limited,,Final_mouth,1,,0.85,-58.55,CT LUCE91,,280,,6.84,1,59,,,1,1,1,0,,,,1,727295,Y,,8649,695-73518,,,,,0.81,,,,,,,,,,0,,,0,,0.12,2,1,6,3,,1,,F,,,14884,1,1,1,2,,nestling CT LUCE91,,,,
1137,1991,Ithaca,AMCR,nestling,DS CEME91,26,CEME,CEME91,NA,60.9,122,73,26,24.4,13.9,15.2,38.4,79.6,41.2,180,,390,2,,,,,,5/24/1991,,,2,3,2,2,"hunger bars, one severe, others faint  ",,DS,2,1,,1,,1,0,1,0,1,1,limited,,Final_mouth,1,,4.03,-23.07,DS CEME91,,281,,7.31,1,60.9,,,1,1,1,1,,1,,1,727260,Y,,5329,695-73519,,,,,0,,,,,,,,,,0,,,0,,0.12,3,2,6,4,u,1,,F,,3.1,14884,1,1,1,2,,nestling DS CEME91,,,,
1138,1991,Ithaca,AMCR,nestling,ER CEME91,26,CEME,CEME91,NA,56,126,65,26,24.9,12.1,13.9,36.8,77.2,40.4,177,,345,2,,,,,,5/24/1991,,,2,3,2,2,"hunger bars, one severe, others faint  ",,ER,1,1,,1,,1,0,2,0,2,1,limited,,Final_mouth,1,,-1.26,-10.68,ER CEME91,,282,,7.01,2,56,,,1,1,1,1,,1,,1,727344,Y,,4225,695-73520,,,,,0,,,,,,,,,,0,,,0,,0.13,3,2,6,4,u,1,,F,,3.1,15876,1,1,1,2,,nestling ER CEME91,,,,
1141,1991,Ithaca,AMCR,nestling,HO CLOV91,24,CLOV,CLOV91,M,61,118,65,26.51,24.2,15.3,14.6,37.6,80.5,42.9,180,,347,5,5/24/1991,144,4/30/1991,120,5/24/1991,5/24/1991,144,,4,,4,1,"11 strong hunger bars, explosive fledge, wheezing",,HO,3,2,,,,1,0,1,0,1,,limited,,Final_mouth,1,,4.47,-70.86,HO CLOV91,1,283,1,7.03,1,61,1.5,,1,1,1,1,,,,1,2516,Y,,4225,695-73521,,,,,2.51,,,,,,,,,11,0,,11,0,,0.12,0,4,5,3,u,1,,F,,3.1,13924,1,1,1,1,,nestling HO CLOV91,,,,
1139,1991,Ithaca,AMCR,nestling,FQ CLOV91,24,CLOV,CLOV91,NA,56.6,111,58,26.06,23.1,13.1,13.4,35.2,76.2,41,171,,323,5,,,,,,5/24/1991,,,4,,4,1,"11 Strong hunger bars, explosive fledge, wheezing",,FQ,1,2,,,,1,0,3,0,3,,limited,,Final_mouth,1,,-1.23,-32.93,FQ CLOV91,,284,1,6.86,,56.6,,,0,0,0,0,,,,1,726983,Y,,3364,695-73522,,,,,2.06,,,,,,,,,,0,,,0,,0.12,0,4,5,3,u,1,,F,,3.1,12321,1,1,1,2,,nestling FQ CLOV91,,,,
1140,1991,Ithaca,AMCR,nestling,GP CLOV91,24,CLOV,CLOV91,NA,57.5,102,53,25.65,21.1,12.3,14.5,31.9,72.2,40.3,160,,282,5,5/24/1991,144,4/30/1991,120,5/24/1991,5/24/1991,144,,4,,4,1,"11 strong hunger bars, stayed in nest; wheezing a little, Mallaphagan present  ",,GP,4,2,,,,1,0,2,0,2,,limited,,Final_mouth,1,,-2.32,-62.18,GP CLOV91,,285,,6.56,,57.5,,,0,0,0,0,,,,0,31,Y,,2809,695-73523,,,,,1.65,,,,,,,,,11,0,,11,0,,0.11,0,4,5,3,u,1,,F,,3.1,10404,0,0,0,2,,nestling GP CLOV91,,,,
1142,1991,Ithaca,AMCR,nestling,LFB- CLOV91,24,CLOV,CLOV91,NA,42.8,45,8,23.76,16,10.6,11.8,26.6,61.6,35,87,,137,5,5/24/1991,144,4/30/1991,120,5/24/1991,5/24/1991,144,,4,,4,1,"Not fully feathered, bill dark; legs dusky, primaries half way out, bare patch on head; hunger bars present  ",,LFB-,2,2,,,,1,0,4,0,4,,limited,,Final_mouth,1,,-18.81,-27.98,LFB- CLOV91,,286,,5.16,2,42.8,,,0,0,0,0,,,,0,24,Y,,64,695-73524,,,,,-0.24,,,,,,,,,,0,,,48.7,,0.12,0,4,5,3,u,1,,F,,3.1,2025,0,0,0,2,,nestling LFB- CLOV91,,,,
1237,1991,Ithaca,AMCR,nestling,RED PAHA91,16,PAHA,PAHA91,NA,49.6,34,10,16,18.1,11.9,13.9,29,64.8,35.8,74,,0,1.5,,,,,,,,,4,4,3,2,"Dark, legs are dark; primaries are out about a third at the tips, not fully feathered, almost threw head over backwards when begging vigorously  ",,RED,2.5,1,,2,,,0,,0,0,,,,,,,,,RED PAHA91,,287,,0,,49.6,,,,,,,,,,0,0,Y,,100,,,,,,0,,,,,,,,,,0,,,53.4,,0,4,3,4,3,u,0,,F,,3.1,1156,0,0,0,2,,nestling RED PAHA91,,,,
1235,1991,Ithaca,AMCR,nestling,GOLD PAHA91,16,PAHA,PAHA91,NA,41.6,15,4,16,15.3,9.9,12.8,24.3,58.2,33.9,49,,0,1.5,5/24/1991,144,5/8/1991,128,,,,,4,4,3,2,"Dark, legs have some pink; primaries just breaking out of tips, head not fully feathered",,GOLD,2.5,1,,2,,,0,,0,0,,,,,,,,,GOLD PAHA91,,288,,0,,41.6,,,,,,,,,,0,-726960,Y,,16,,,,,,0,,,5/24/1991,,,,,,,0,,,39.7,,0,4,3,4,3,u,0,,F,,3.1,225,0,0,0,2,,nestling GOLD PAHA91,,,,
1236,1991,Ithaca,AMCR,nestling,GREEN PAHA91,16,PAHA,PAHA91,NA,53.2,36,13,16,18.8,11.4,14.3,28.6,66.9,38.3,79,,0,1.5,,,,,,,,,4,4,3,2,"Dark, bill is dark, tarsus is dark; head mostly feathered, primaries are out a third",,GREEN,2.5,1,,2,,,0,,0,0,,,,,,,,,GREEN PAHA91,,289,,0,,53.2,,,,,,,,,,0,0,Y,,169,,,,,,0,,,,,,,,,,0,,,56.9,,0,4,3,4,3,u,0,,F,,3.1,1296,0,0,0,2,,nestling GREEN PAHA91,,,,
1234,1991,Ithaca,AMCR,nestling,BLAC PAHA91,16,PAHA,PAHA91,NA,50.6,28,9,16,18.4,12.5,15.2,28.5,66.4,37.9,75,,0,1.5,,,,,,,,,4,4,3,2,"Dark, bill dark, tarsus dark; head nearly fully feathered, primaries less than a third out",,BLAC,2.5,1,,2,,,0,,0,0,,,,,,,,,BLAC PAHA91,,290,,0,,50.6,,,,,,,,,,0,0,Y,,81,,,,,,0,,,,,,,,,,0,,,56.8,,0,4,3,4,3,u,0,,F,,3.1,784,0,0,0,2,,nestling BLAC PAHA91,,,,
1297,1991,Ithaca,AMCR,nestling,IN TRUM91,24,TRUM,TRUM91,NA,65.1,112,60,24,23.7,14.3,14.1,36.8,79.3,42.5,170,,380,2,,,,,,5/27/1991,,,4,4,4,2,2 strong and 1 weak hunger bar.,,IN,3,1,,1,,,0,1,0,1,,ab,,,,,,,IN TRUM91,,291,,7.24,1,65.1,,,0,0,0,0,,,,1,726979,N,,3600,695-73525,,,,,0,,,,,,,,,,0,,,0,,0.11,4,4,5,2,r,1,,N,,2.1,12544,1,1,1,2,,nestling IN TRUM91,,,,
1298,1991,Ithaca,AMCR,nestling,JM TRUM91,24,TRUM,TRUM91,NA,63.9,109,60,24,24.8,13.7,15.7,37.8,79.8,42,178,,380,2,,,,,,5/27/1991,,,4,4,4,2,5 strong hunger bars and large parasite in back of throat,,JM,1,1,,1,,,0,2,0,2,,ab,,,,,,,JM TRUM91,,292,,7.24,,63.9,,,0,0,0,0,,,,1,726979,N,,3600,695-73526,,,,,0,,,,,,,,,,0,,,0,,0.11,4,4,5,2,r,1,,N,,2.1,11881,1,1,1,2,,nestling JM TRUM91,,,,
1299,1991,Ithaca,AMCR,nestling,KL TRUM91,24,TRUM,TRUM91,NA,,,,24,,,,,,,,,,2,,,,,,5/27/1991,,,4,4,4,2,hunger bars; wing coverts abnormally underdeveloped  ,,KL,,1,,1,,,0,4,0,4,,ab,,,,,,,KL TRUM91,,293,,,,,,,0,0,0,0,,,,1,726979,N,,,695-73527,,,,,0,,,,,,,,,,,,,,,,4,4,5,2,r,1,,N,,2.1,,1,1,1,2,,nestling KL TRUM91,,,,
1300,1991,Ithaca,AMCR,nestling,LK TRUM91,24,TRUM,TRUM91,NA,63.4,111,56,24,24.4,14.4,14.8,36.8,78.6,41.8,160,,368,2,,,,,,5/27/1991,,,4,4,4,2,5 hunger bars; wing coverts abnormally undeveloped,,LK,2,1,,1,,,0,3,0,3,,ab,,,,,,,LK TRUM91,,294,,7.17,,63.4,,,0,0,0,0,,,,1,726979,N,,3136,695-73528,,,,,0,,,,,,,,,,0,,,0,,0.11,4,4,5,2,r,1,,N,,2.1,12321,1,1,1,2,,nestling LK TRUM91,,,,
1311,1991,Ithaca,AMCR,nestling,MJ WILG91,30,WILG,WILG91,NA,62.1,120,67,26.64,25.4,14.3,13.4,37.9,83.5,45.6,186,,450,3,5/28/1991,148,4/28/1991,118,5/28/1991,5/28/1991,148,,4,4,4,1,"6 hunger bars, didn't jump out of nest, slightly yellowish around mouth edge and yellowish tint to skin under wing; jaundice",,MJ,1,1,,2,,,0,2,0,2,,ab,,,,,,,MJ WILG91,,295,,7.66,,62.1,,,1,1,1,1,,,,0,387,Y,,4489,695-73529,,,,,-3.36,,,,,,,,,,0,,6,0,,0.12,4,4,6,3,r,1,,F,,2.1,14400,1,1,1,2,,nestling MJ WILG91,,,,
1312,1991,Ithaca,AMCR,nestling,NI WILG91,30,WILG,WILG91,NA,61.3,121,72,26.86,25.4,13.7,14.4,37.6,81.4,43.8,182,,415,3,,,,,,5/28/1991,,,4,4,4,1,"5 hunger bars (strong on coverts, not on wings), yellowish tint to skin",,NI,2,1,,2,,,0,3,0,3,,ab,,,,,,,NI WILG91,,296,,7.46,,61.3,,,1,0,0,0,,,,1,726992,Y,,5184,695-73530,,,,,-3.14,,,,,,,,,,0,,,0,,0.12,4,4,6,3,r,1,,F,,2.1,14641,1,1,1,2,,nestling NI WILG91,,,,
1313,1991,Ithaca,AMCR,nestling,OH WILG91,30,WILG,WILG91,F,60.8,105,57,25.85,23.5,14.5,14.4,37.3,78.5,41.2,169,,400,3,,,,,,5/28/1991,,,4,4,4,1,"4 strong hunger bars, little yellowish tint, mostly pink; left hallux almost ripped off  ",,OH,3,1,,2,,,0,4,0,4,,ab,,,,,,,OH WILG91,2,297,,7.37,2,60.8,2.5,,1,1,1,1,,,,1,727953,Y,1,3249,695-73532,,,,,-4.15,,,,,,,,,,0,,,0,,0.12,4,4,6,3,r,1,,F,,2.1,11025,1,1,1,1,,nestling OH WILG91,,,,
1314,1991,Ithaca,AMCR,nestling,PG WILG91,30,WILG,WILG91,M,63.3,122,63,26.57,26.5,14.9,14.6,39.3,83.8,44.5,180,,435,3,,,,,,5/28/1991,,,4,4,4,1,"9 hunger bars on one feather, slight yellowish tint",,PG,4,1,,2,,,0,1,0,1,,ab,,,,,,,PG WILG91,1,298,,7.58,1,63.3,1.5,,1,1,1,1,,,,1,729443,Y,,3969,695-73531,,,,,-3.43,,,,,,,,,,0,,,0,,0.12,4,4,6,3,r,1,,F,,2.1,14884,1,1,1,1,,nestling PG WILG91,,,,
1259,1991,Ithaca,AMCR,nestling,QF SSAP91,25,SSAP,SSAP91,NA,58.8,102,55,25,23.6,14.6,13.7,38.3,77,38.7,164,,350,2,,,,,,5/28/1991,,,3,3,3,2,"7 hunger bars, didn't jump from nest",,QF,2,1,,1,,1,0,2,0,2,1,limited,,Final_mouth,1,,1.37,-34.2,QF SSAP91,,299,,7.05,,58.8,,,1,0,0,0,1,1,,1,726990,Y,,3025,695-73533,,,,,0,,,,,,,,,,0,,,0,,0.12,3,3,6,,,1,,F,,,10404,1,1,1,2,,nestling QF SSAP91,,,,
1260,1991,Ithaca,AMCR,nestling,RE SSAP91,25,SSAP,SSAP91,NA,55.4,95,53,25,22.6,13.2,15.9,35,76.8,41.8,155,,340,2,5/28/1991,148,5/3/1991,123,5/28/1991,5/28/1991,148,,3,3,3,2,7 hunger bars,,RE,1,1,,1,,1,0,3,0,3,1,limited,,Final_mouth,1,,-1.72,-10.64,RE SSAP91,,300,,6.98,2,55.4,,,1,0,0,0,1,1,,0,158,Y,,2809,695-73534,,,,,0,,,,,,,,,,0,,7,0,,0.13,3,3,6,,,1,,F,,,9025,1,1,0,2,,nestling RE SSAP91,,,,
1261,1991,Ithaca,AMCR,nestling,SD SSAP91,25,SSAP,SSAP91,NA,60.1,102,60,25,23.3,13.4,15,36.4,76.8,40.4,166,,360,2,5/28/1991,148,5/3/1991,123,5/28/1991,5/28/1991,148,,3,3,3,2,7 strong hunger bars  ,,SD,3,1,,1,,1,0,1,0,1,1,limited,,Final_mouth,1,,2.08,-31.96,SD SSAP91,,301,,7.11,1,60.1,,,1,0,0,0,1,1,,0,35,Y,,3600,695-73535,,,,,0,,,,,,,,,7,0,,7,0,,0.12,3,3,6,,,1,,F,,,10404,0,0,0,2,,nestling SD SSAP91,,,,
1323,1991,Ithaca,AMCR,nestling,TC WPAR91,25,WPAR,WPAR91,NA,59,103,53,25,21.5,13.1,14.6,33.3,73.9,40.6,161,,275,2,,,,,,5/29/1991,,,2,3,2,2,2 strong hunger bars and 4 very weak ones; tried to fledge but was caught in the nest  ,,TC,2,1,,1,,1,0,2,0,2,1,limited,,Final_mouth,1,,-0.25,-91.63,TC WPAR91,,302,,6.5,2,59,,,1,1,1,1,1,1,,1,727541,Y,,2809,695-73536,,,,,0,,,,,,,,,,0,,,0,,0.11,3,2,6,3,u,1,,F,,3.1,10609,1,1,1,2,,nestling TC WPAR91,,,,
1324,1991,Ithaca,AMCR,nestling,UB WPAR91,25,WPAR,WPAR91,NA,60.7,121,67,25,25,16,17.4,38.1,81.1,43,185,,382,2,,,,,,5/29/1991,,,2,3,2,2,"2 strong hunger bars, 3 weak ones; explosive fledge from nest mouth lining is tinged",,UB,1,1,,1,,1,0,1,0,1,1,limited,,Final_mouth,1,,4.88,-40.35,UB WPAR91,,303,1,7.26,1,60.7,,,1,1,1,1,1,1,,1,727405,Y,,4489,695-73537,,,,,0,,,,,,,,,,0,,,0,,0.12,3,2,6,3,u,1,,F,,3.1,14641,1,1,1,2,,nestling UB WPAR91,,,,
1317,1991,Ithaca,AMCR,nestling,VA WINT91,25,WINT,WINT91,M,59,81,29,25,22,13.4,15.1,34.9,75.2,40.3,139,,277,2,5/29/1991,149,5/4/1991,124,5/29/1991,5/29/1991,149,,3,3,3,1,5 strong hunger bars  ,,VA,3,1,,1,,1,0,1,0,1,1,limited,,Final_mouth,1,,0.48,-97.61,VA WINT91,1,304,,6.52,1,59,1.5,,1,1,1,1,1,1,,1,3574,Y,,841,695-73538,,,,,0,,,,,,,,,5,0,,5,0,,0.11,3,3,6,2,u,1,,F,,3.1,6561,1,1,1,1,,nestling VA WINT91,,,,
1318,1991,Ithaca,AMCR,nestling,WZ WINT91,25,WINT,WINT91,NA,55.3,69,20,25,20.8,11.7,13.2,32.6,71,38.4,115,,235,2,5/29/1991,149,5/4/1991,124,5/29/1991,5/29/1991,149,,3,3,3,1,at least 4 hunger bars,,WZ,2,1,,1,,1,0,3,0,3,1,limited,,Final_mouth,1,,-4.62,-84.16,WZ WINT91,,305,,6.17,2,55.3,,,1,1,0,0,1,1,,1,1866,Y,,400,695-73539,,,,,0,,,,,,,,,,0,,4,0,,0.11,3,3,6,2,u,1,,F,,3.1,4761,1,1,1,2,,nestling WZ WINT91,,,,
1319,1991,Ithaca,AMCR,nestling,XY WINT91,25,WINT,WINT91,F,56.8,104,47,25,21.3,13.7,13.9,32.8,73.1,40.3,156,,320,2,,,,,,5/29/1991,,,3,3,3,1,3+ hunger bars,,XY,1,1,,1,,1,0,2,0,2,1,limited,,Final_mouth,1,,-2.32,-24.15,XY WINT91,2,306,,6.84,,56.8,2,,1,1,1,1,1,1,,1,729115,Y,,2209,695-73540,,,,,0,,,,,,,,,,0,,,0,,0.12,3,3,6,2,u,1,,F,,3.1,10816,1,1,1,1,,nestling XY WINT91,,,,
1239,1991,Ithaca,AMCR,nestling,YX PAHA91,26,PAHA,PAHA91,NA,51.4,65,12,24.09,19.2,11.2,12.6,30.6,68,37.4,115,,235,3,6/3/1991,154,5/8/1991,128,6/3/1991,6/3/1991,154,,3,4,3,2,"1 real strong hunger bar, primaries are only broken one third from tip; wing coverts not developed all the way, possibly abnormal; a bloated parasite was found on left wing  ",,YX,1,1,,2,,1,0,3,0,3,,limited,,Final_mouth,1,,-9.12,-35.23,YX PAHA91,,307,,6.17,2,51.4,,,1,0,0,0,,,,0,36,Y,,144,695-73541,,,,,-1.91,,,,,,,,,1,0,,1,0,,0.12,4,3,6,3,u,1,,F,,3.1,4225,0,0,0,2,,nestling YX PAHA91,,,,
1240,1991,Ithaca,AMCR,nestling,ZW PAHA91,26,PAHA,PAHA91,NA,59.3,90,32,24.86,23.6,13.4,15.4,35.6,76.6,41,151,,340,3,,,,,,6/3/1991,,,3,4,3,2,1 strong hunger bar  ,,ZW,2,1,,2,,1,0,2,0,2,,limited,,Final_mouth,1,,1.33,-43.8,ZW PAHA91,,308,,6.98,,59.3,,,1,1,1,1,,,,1,729116,Y,,1024,695-73542,,,,,-1.14,,,,,,,,,,0,,,0,,0.12,4,3,6,3,u,1,,F,,3.1,8100,1,1,1,2,,nestling ZW PAHA91,,,,
1238,1991,Ithaca,AMCR,nestling,AU PAHA91,26,PAHA,PAHA91,NA,60,108,52,25.79,23.2,13.3,14.4,36.4,76.7,40.3,173,,352,3,6/3/1991,154,5/8/1991,128,6/3/1991,6/3/1991,154,,3,4,3,2,4 hunger bars,,AU,3,1,,2,,1,0,1,0,1,,limited,,Final_mouth,1,,1.89,-37.9,AU PAHA91,,309,,7.06,1,60,,,1,1,0,0,,,,0,240,Y,,2704,695-73543,,,,,-0.21,,,,,,,,,,0,,4,0,,0.12,4,3,6,3,u,1,,F,,3.1,11664,1,1,0,2,,nestling AU PAHA91,,,,
1277,1991,Ithaca,AMCR,nestling,BT TRCH91,25,TRCH,TRCH91,NA,60,89,39,25,23.5,14.6,16,33.3,76.1,42.8,150,,415,2,,,,,,6/3/1991,,,5,5,5,2,"3 strong hunger bars, yellowish tinge to skin  ",,BT,4,1,,1,,,0,2,0,2,,ab,,,,,,,BT TRCH91,,310,,7.46,,60,,,1,0,0,0,1,,,1,727001,Y,,1521,695-73544,,,,,0,,,,,,,,,,0,,,0,,0.12,5,5,6,4,r,1,,F,,2.1,7921,1,1,1,2,,nestling BT TRCH91,,,,
1278,1991,Ithaca,AMCR,nestling,CS TRCH91,25,TRCH,TRCH91,NA,57.6,110,54,25,24.7,13.7,14.4,36.3,77,40.7,170,,400,2,,,,,,6/3/1991,,,5,5,5,2,7 hunger bars - 1 which is strong; yellowish tinge to skin  ,,CS,1,1,,1,,,0,5,0,5,,ab,,,,,,,CS TRCH91,,311,,7.37,2,57.6,,,1,1,1,1,1,,,1,727282,Y,,2916,695-73545,,,,,0,,,,,,,,,,0,,,0,,0.13,5,5,6,4,r,1,,F,,2.1,12100,1,1,1,2,,nestling CS TRCH91,,,,
