year,id,age,nest,nestName,sex,tarsus,sevenPrimary,tailLength,calcAge,billNT,billD,billW,TEC,head,skull,wingChord,exp7Primary,mass,measurementDate,measurementJulDate,hatchDate,hatchDateJul,Date,Year,Month,Day,MaxTempMean1_11,MaxTempMean12_22,MaxTempMean23_33,leadMax34_44,MeanMaxTempIncubation,PrecipSum1_11,PrecipSum12_22,PrecipSum23_33,PrecipSum34_44,PrecipSumIncubation,GDDSum1_11,GDDSum12_22,GDDSum23_33,GDDSum34_44,GDDSumIncubation,CDDSum1_11,CDDSum12_22,CDDSum23_33,CDDSum34_44,CDDSumIncubation
1993,AP HART93,2,HART,HART93,M,10.4,0,0,2,4.7,5.3,5.6,6.9,23.6,16.7,0,NA,0,4/30/1993,1993120,4/28/1993,1993118,4/28/1993,1993,4,28,68.81818182,71.27272727,66.09090909,66.72727273,54.68421053,0.68,0.26,0.61,1.35,7.64,86,87,62,83,41,0,4,0,10,0
1993,GJ HART93,2,HART,HART93,NA,13.8,0,0,2,5.7,6.4,7.2,9.6,27.1,17.5,0,NA,0,4/30/1993,1993120,4/28/1993,1993118,4/28/1993,1993,4,28,68.81818182,71.27272727,66.09090909,66.72727273,54.68421053,0.68,0.26,0.61,1.35,7.64,86,87,62,83,41,0,4,0,10,0
1993,IS STAD93,7,STAD,STAD93,NA,25.4,2,1,7,10.9,10.1,12.8,17.2,45,27.8,27,NA,0,4/30/1993,1993120,4/23/1993,1993113,4/23/1993,1993,4,23,61.72727273,73.45454545,64.45454545,65.72727273,53.63157895,1.55,0.68,0.73,0.56,6.74,48,113,51,57,31,0,4,0,0,0
1993,MO STAD93,7,STAD,STAD93,NA,18.2,0,0,7,8.4,8.4,9.5,14.4,37.4,23,18,NA,0,4/30/1993,1993120,4/23/1993,1993113,4/23/1993,1993,4,23,61.72727273,73.45454545,64.45454545,65.72727273,53.63157895,1.55,0.68,0.73,0.56,6.74,48,113,51,57,31,0,4,0,0,0
1993,KQ STAD93,7,STAD,STAD93,NA,25.7,2,1,7,10.9,9.4,11.8,17.5,43.6,26.1,26,NA,0,4/30/1993,1993120,4/23/1993,1993113,4/23/1993,1993,4,23,61.72727273,73.45454545,64.45454545,65.72727273,53.63157895,1.55,0.68,0.73,0.56,6.74,48,113,51,57,31,0,4,0,0,0
1993,3 WILG93,2,WILG,WILG93,NA,14.6,0,0,2,6.9,6.8,7.3,11.1,31.7,20.6,0,NA,NA,5/3/1993,1993123,5/1/1993,1993121,5/1/1993,1993,5,1,72.90909091,65.63636364,66.54545455,71.18181818,57.73684211,0.68,0.66,0.6,0.96,5.38,105,51,68,117,65,4,0,0,13,0
1993,MC WILG93,2,WILG,WILG93,M,11.8,0,0,2,5.4,4.8,6.2,8,26.7,18.7,0,NA,NA,5/3/1993,1993123,5/1/1993,1993121,5/1/1993,1993,5,1,72.90909091,65.63636364,66.54545455,71.18181818,57.73684211,0.68,0.66,0.6,0.96,5.38,105,51,68,117,65,4,0,0,13,0
1993,1 PWOD93,0,PWOD,PWOD93,NA,12.3,0,0,0,5.8,6.1,6.4,10,29.2,19.2,0,NA,NA,5/3/1993,1993123,5/3/1993,1993123,5/3/1993,1993,5,3,75.27272727,63,66.27272727,74.27272727,61,0.68,0.71,0.55,0.96,5.19,123,36,67,144,75,4,0,0,19,0
1993,MD ALOT93,4,ALOT,ALOT93,NA,18.8,0,0,4,7.8,7.7,9.4,12.9,34.5,21.6,NA,NA,NA,5/3/1993,1993123,4/29/1993,1993119,4/29/1993,1993,4,29,71.09090909,69.72727273,66.72727273,67.63636364,55,0.68,0.63,0.24,1.35,7.51,96,80,66,94,43,0,4,0,13,0
1993,W2 ALOT93,4,ALOT,ALOT93,NA,15.1,0,0,4,7.2,6.8,7.9,11.8,30.8,19,NA,NA,NA,5/3/1993,1993123,4/29/1993,1993119,4/29/1993,1993,4,29,71.09090909,69.72727273,66.72727273,67.63636364,55,0.68,0.63,0.24,1.35,7.51,96,80,66,94,43,0,4,0,13,0
1993,5 ALOT93,4,ALOT,ALOT93,NA,11.7,0,0,4,5.9,6.2,7.2,9.6,28.2,18.6,0,NA,NA,5/3/1993,1993123,4/29/1993,1993119,4/29/1993,1993,4,29,71.09090909,69.72727273,66.72727273,67.63636364,55,0.68,0.63,0.24,1.35,7.51,96,80,66,94,43,0,4,0,13,0
1993,PA WEGO93,3,WEGO,WEGO93,NA,16.7,0,0,3,7.2,7.1,9,9.9,32.6,22.7,0,NA,NA,5/3/1993,1993123,4/30/1993,1993120,4/30/1993,1993,4,30,72,67.72727273,67,69.18181818,56.26315789,0.68,0.64,0.62,0.96,5.38,101,69,69,102,58,0,4,0,13,0
1993,NC WEGO93,3,WEGO,WEGO93,M,13.5,0,0,3,6.7,6.4,7.5,11.3,29.1,17.8,0,NA,NA,5/3/1993,1993123,4/30/1993,1993120,4/30/1993,1993,4,30,72,67.72727273,67,69.18181818,56.26315789,0.68,0.64,0.62,0.96,5.38,101,69,69,102,58,0,4,0,13,0
1993,4 SWEG93,7,SWEG,SWEG93,NA,13.4,0,0,7,7.3,6,7.8,11.9,30.3,18.4,0,NA,NA,5/3/1993,1993123,4/26/1993,1993116,4/26/1993,1993,4,26,67.81818182,72.18181818,64.27272727,65.27272727,56.21052632,1.37,0.13,0.67,0.94,7.58,89,90,51,58,41,0,4,0,0,0
1993,LE WAHA93,6,WAHA,WAHA93,NA,21.6,0,0,6,9.5,8.6,11.2,15.2,41.4,26.2,24,NA,0,5/4/1993,1993124,4/28/1993,1993118,4/28/1993,1993,4,28,68.81818182,71.27272727,66.09090909,66.72727273,54.68421053,0.68,0.26,0.61,1.35,7.64,86,87,62,83,41,0,4,0,10,0
1993,GI HABL93,4,HABL,HABL93,M,13.8,0,0,4,6.7,7.5,9.1,12,31,19,0,NA,29,5/4/1993,1993124,4/30/1993,1993120,4/30/1993,1993,4,30,72,67.72727273,67,69.18181818,56.26315789,0.68,0.64,0.62,0.96,5.38,101,69,69,102,58,0,4,0,13,0
1993,L2 FALC93,2,FALC,FALC93,NA,14.2,0,0,2,6.8,5.9,6.5,11.7,0,NA,0,NA,0,5/7/1993,1993127,5/5/1993,1993125,5/5/1993,1993,5,5,73.09090909,64.45454545,64.45454545,76.90909091,61.78947368,0.72,0.69,1.01,0.55,4.84,106,51,53,159,92,4,0,0,19,0
1993,W1 MART93,10,MART,MART93,NA,35.4,5,0,10,13.2,11.3,13,21.5,54.1,32.6,39,NA,NA,5/7/1993,1993127,4/27/1993,1993117,4/27/1993,1993,4,27,67.54545455,71.45454545,65.81818182,64.72727273,55.36842105,0.74,0.13,0.74,1.21,7.64,86,86,63,59,41,0,4,0,1,0
1993,G2 MART93,10,MART,MART93,NA,36,5,0,10,14.3,12.1,15.4,22.2,54,31.8,40,NA,NA,5/7/1993,1993127,4/27/1993,1993117,4/27/1993,1993,4,27,67.54545455,71.45454545,65.81818182,64.72727273,55.36842105,0.74,0.13,0.74,1.21,7.64,86,86,63,59,41,0,4,0,1,0
1993,A3 MART93,10,MART,MART93,NA,29.2,2,0,10,12.1,9.6,12.8,19.2,47.7,28.5,28,NA,NA,5/7/1993,1993127,4/27/1993,1993117,4/27/1993,1993,4,27,67.54545455,71.45454545,65.81818182,64.72727273,55.36842105,0.74,0.13,0.74,1.21,7.64,86,86,63,59,41,0,4,0,1,0
1993,B1 PWOD93,7,PWOD,PWOD93,NA,31.5,3,1,7,12.7,10.7,12.5,19.7,52.3,32.6,33,NA,142,5/10/1993,1993130,5/3/1993,1993123,5/3/1993,1993,5,3,75.27272727,63,66.27272727,74.27272727,61,0.68,0.71,0.55,0.96,5.19,123,36,67,144,75,4,0,0,19,0
1993,DL BROW93,14,BROW,BROW93,NA,44.6,16,4,14,15.4,11.1,13.8,23.6,61.3,37.7,56,NA,0,5/10/1993,1993130,4/26/1993,1993116,4/26/1993,1993,4,26,67.81818182,72.18181818,64.27272727,65.27272727,56.21052632,1.37,0.13,0.67,0.94,7.58,89,90,51,58,41,0,4,0,0,0
1993,W4 CPOS93,5,CPOS,CPOS93,NA,19.8,0,0,5,8.6,7.9,11,13.6,37.6,24,0,NA,0,5/10/1993,1993130,5/5/1993,1993125,5/5/1993,1993,5,5,73.09090909,64.45454545,64.45454545,76.90909091,61.78947368,0.72,0.69,1.01,0.55,4.84,106,51,53,159,92,4,0,0,19,0
1993,L5 CPOS93,5,CPOS,CPOS93,NA,15.4,0,0,5,7.5,6.7,8.5,12.4,34,21.6,0,NA,0,5/10/1993,1993130,5/5/1993,1993125,5/5/1993,1993,5,5,73.09090909,64.45454545,64.45454545,76.90909091,61.78947368,0.72,0.69,1.01,0.55,4.84,106,51,53,159,92,4,0,0,19,0
1993,3W LISH93,5,LISH,LISH93,NA,14.2,0,0,5,6.7,7.4,7.8,11.5,29.5,18,0,NA,0,5/11/1993,1993131,5/6/1993,1993126,5/6/1993,1993,5,6,73.54545455,63.81818182,64.54545455,78.27272727,62.63157895,0.62,0.65,0.98,0.55,3.65,104,47,53,171,106,4,0,0,23,0
1993,4 LISH93,5,LISH,LISH93,NA,11.2,0,0,5,5.2,5.5,6.6,8.5,25.6,17.1,0,NA,0,5/11/1993,1993131,5/6/1993,1993126,5/6/1993,1993,5,6,73.54545455,63.81818182,64.54545455,78.27272727,62.63157895,0.62,0.65,0.98,0.55,3.65,104,47,53,171,106,4,0,0,23,0
1993,EJ TORG93,13,TORG,TORG93,NA,42.5,14,4,13,17,11.7,15.1,26.7,61.5,34.8,53,NA,0,5/17/1993,1993137,5/4/1993,1993124,5/4/1993,1993,5,4,73.45454545,64.45454545,65.72727273,75.09090909,61.84210526,0.68,0.73,0.56,1,5.18,113,51,57,151,89,4,0,0,19,0
1993,O4 TORG93,13,TORG,TORG93,NA,29.3,5,1,13,13.7,10.1,13.8,22.9,52.2,29.3,30,NA,0,5/17/1993,1993137,5/4/1993,1993124,5/4/1993,1993,5,4,73.45454545,64.45454545,65.72727273,75.09090909,61.84210526,0.68,0.73,0.56,1,5.18,113,51,57,151,89,4,0,0,19,0
1993,JR STAD93,25,STAD,STAD93,NA,57.3,93,43,25,20.3,12.3,13.9,31.8,73.7,41.9,154,NA,350,5/18/1993,1993138,4/23/1993,1993113,4/23/1993,1993,4,23,61.72727273,73.45454545,64.45454545,65.72727273,53.63157895,1.55,0.68,0.73,0.56,6.74,48,113,51,57,31,0,4,0,0,0
1993,KQ STAD93,25,STAD,STAD93,NA,57.5,105,57,25,21.3,12.6,12.9,33.5,73,39.5,160,NA,445,5/18/1993,1993138,4/23/1993,1993113,4/23/1993,1993,4,23,61.72727273,73.45454545,64.45454545,65.72727273,53.63157895,1.55,0.68,0.73,0.56,6.74,48,113,51,57,31,0,4,0,0,0
1993,LP STAD93,25,STAD,STAD93,NA,55.8,81,29,25,20.3,12.1,13.1,31,72,41,132,NA,260,5/18/1993,1993138,4/23/1993,1993113,4/23/1993,1993,4,23,61.72727273,73.45454545,64.45454545,65.72727273,53.63157895,1.55,0.68,0.73,0.56,6.74,48,113,51,57,31,0,4,0,0,0
1993,NN KLIN93,25,KLIN,KLIN93,NA,62,105,52,25.71,23.2,13.5,14.1,37.6,79.8,42.2,164,NA,420,5/19/1993,1993139,4/24/1993,1993114,4/24/1993,1993,4,24,65.45454545,73.09090909,64.45454545,64.45454545,54.73684211,0.9,0.72,0.69,1.01,6.87,62,106,51,53,31,0,4,0,0,0
1993,QK KAYS93,29,KAYS,KAYS93,NA,59.3,123,65,26.68,24,12.6,13.2,36.1,80.2,44.1,176,NA,380,5/20/1993,1993140,4/21/1993,1993111,4/21/1993,1993,4,21,60.27272727,73.90909091,63.63636364,66.90909091,53.26315789,2.67,0.68,0.66,0.6,5.88,50,112,37,70,31,0,4,0,0,0
1993,TH SWEG93,24,SWEG,SWEG93,F,56.9,90,48,24,21.2,12.1,13.1,31.8,71,39.2,146,NA,340,5/20/1993,1993140,4/26/1993,1993116,4/26/1993,1993,4,26,67.81818182,72.18181818,64.27272727,65.27272727,56.21052632,1.37,0.13,0.67,0.94,7.58,89,90,51,58,41,0,4,0,0,0
1993,UG SWEG93,24,SWEG,SWEG93,NA,56.3,97,50,24,20.2,12,12.2,31.9,72.8,40.9,163,NA,330,5/20/1993,1993140,4/26/1993,1993116,4/26/1993,1993,4,26,67.81818182,72.18181818,64.27272727,65.27272727,56.21052632,1.37,0.13,0.67,0.94,7.58,89,90,51,58,41,0,4,0,0,0
1993,XD WHIT93,30,WHIT,WHIT93,NA,57,132,67,27.06,21,12.2,13,31.8,75.3,43.5,176,NA,300,5/21/1993,1993141,4/21/1993,1993111,4/21/1993,1993,4,21,60.27272727,73.90909091,63.63636364,66.90909091,53.26315789,2.67,0.68,0.66,0.6,5.88,50,112,37,70,31,0,4,0,0,0
1993,YC PARP93,24,PARP,PARP93,NA,57.7,81,34,24.68,20.6,11.8,13.6,33.4,73.8,40.4,143,NA,360,5/21/1993,1993141,4/27/1993,1993117,4/27/1993,1993,4,27,67.54545455,71.45454545,65.81818182,64.72727273,55.36842105,0.74,0.13,0.74,1.21,7.64,86,86,63,59,41,0,4,0,1,0
1993,ZB PARP93,24,PARP,PARP93,F,55.9,88,45,25.07,19.5,13.1,12.7,30.7,69.5,38.8,145,NA,350,5/21/1993,1993141,4/27/1993,1993117,4/27/1993,1993,4,27,67.54545455,71.45454545,65.81818182,64.72727273,55.36842105,0.74,0.13,0.74,1.21,7.64,86,86,63,59,41,0,4,0,1,0
1993,CN PARP93,24,PARP,PARP93,NA,59,88,46,25.1,20.3,12.5,12.6,31.3,72.8,41.5,152,NA,355,5/21/1993,1993141,4/27/1993,1993117,4/27/1993,1993,4,27,67.54545455,71.45454545,65.81818182,64.72727273,55.36842105,0.74,0.13,0.74,1.21,7.64,86,86,63,59,41,0,4,0,1,0
1993,SW HOME93,21,HOME,HOME93,NA,58,61,27,21,19,NA,NA,32,81,49,125,NA,NA,5/23/1993,1993143,5/2/1993,1993122,5/2/1993,1993,5,2,73.90909091,63.63636364,66.90909091,72.72727273,59.31578947,0.68,0.66,0.6,0.96,5.19,112,37,70,133,65,4,0,0,16,0
1993,PZ HOME93,21,HOME,HOME93,NA,60,68,28,21,22,NA,NA,35,83,48,130,NA,NA,5/23/1993,1993143,5/2/1993,1993122,5/2/1993,1993,5,2,73.90909091,63.63636364,66.90909091,72.72727273,59.31578947,0.68,0.66,0.6,0.96,5.19,112,37,70,133,65,4,0,0,16,0
1993,UU HOME93,21,HOME,HOME93,NA,59,56,19,21,22,NA,NA,33,76,43,124,NA,NA,5/23/1993,1993143,5/2/1993,1993122,5/2/1993,1993,5,2,73.90909091,63.63636364,66.90909091,72.72727273,59.31578947,0.68,0.66,0.6,0.96,5.19,112,37,70,133,65,4,0,0,16,0
1993,JG WAHA93,26,WAHA,WAHA93,M,62.7,118,63,26,24,13.7,14.8,37.1,81.3,44.2,176,NA,460,5/24/1993,1993144,4/28/1993,1993118,4/28/1993,1993,4,28,68.81818182,71.27272727,66.09090909,66.72727273,54.68421053,0.68,0.26,0.61,1.35,7.64,86,87,62,83,41,0,4,0,10,0
1993,KF WAHA93,26,WAHA,WAHA93,NA,64.3,130,81,26,24.2,14.1,14,36.4,81.7,45.3,190,NA,490,5/24/1993,1993144,4/28/1993,1993118,4/28/1993,1993,4,28,68.81818182,71.27272727,66.09090909,66.72727273,54.68421053,0.68,0.26,0.61,1.35,7.64,86,87,62,83,41,0,4,0,10,0
1993,LE WAHA93,26,WAHA,WAHA93,NA,62.7,115,69,26,21.7,12,12.9,34.1,76.7,42.6,175,NA,395,5/24/1993,1993144,4/28/1993,1993118,4/28/1993,1993,4,28,68.81818182,71.27272727,66.09090909,66.72727273,54.68421053,0.68,0.26,0.61,1.35,7.64,86,87,62,83,41,0,4,0,10,0
1993,MD ALOT93,26,ALOT,ALOT93,NA,59.9,123,75,26,23.1,13.1,13.1,35.4,76.8,41.4,190,NA,420,5/25/1993,1993145,4/29/1993,1993119,4/29/1993,1993,4,29,71.09090909,69.72727273,66.72727273,67.63636364,55,0.68,0.63,0.24,1.35,7.51,96,80,66,94,43,0,4,0,13,0
1993,DL BROW93,29,BROW,BROW93,NA,58.9,126,82,27.44,23.4,12.6,13.4,36.4,79.2,42.8,188,NA,420,5/25/1993,1993145,4/26/1993,1993116,4/26/1993,1993,4,26,67.81818182,72.18181818,64.27272727,65.27272727,56.21052632,1.37,0.13,0.67,0.94,7.58,89,90,51,58,41,0,4,0,0,0
1993,FJ HABL93,25,HABL,HABL93,NA,64.2,116,68,25,23.2,13.3,14.3,35.9,80.8,44.9,178,NA,475,5/25/1993,1993145,4/30/1993,1993120,4/30/1993,1993,4,30,72,67.72727273,67,69.18181818,56.26315789,0.68,0.64,0.62,0.96,5.38,101,69,69,102,58,0,4,0,13,0
1993,GI HABL93,25,HABL,HABL93,M,61.9,96,44,25,22.3,12.9,13.7,35.1,77.8,42.7,162,NA,395,5/25/1993,1993145,4/30/1993,1993120,4/30/1993,1993,4,30,72,67.72727273,67,69.18181818,56.26315789,0.68,0.64,0.62,0.96,5.38,101,69,69,102,58,0,4,0,13,0
1993,HH HABL93,25,HABL,HABL93,M,62.9,107,65,25,23.1,13.2,13.2,36,79.3,43.3,175,NA,455,5/25/1993,1993145,4/30/1993,1993120,4/30/1993,1993,4,30,72,67.72727273,67,69.18181818,56.26315789,0.68,0.64,0.62,0.96,5.38,101,69,69,102,58,0,4,0,13,0
1993,IG HABL93,25,HABL,HABL93,NA,62,119,71,25,23.6,13.3,14,36.6,79.7,43.1,186,NA,480,5/25/1993,1993145,4/30/1993,1993120,4/30/1993,1993,4,30,72,67.72727273,67,69.18181818,56.26315789,0.68,0.64,0.62,0.96,5.38,101,69,69,102,58,0,4,0,13,0
1993,JE KRUM93,18,KRUM,KRUM93,NA,44.2,21,7,18,16.8,9.9,13.9,25.5,60.8,35.3,58,NA,0,5/26/1993,1993146,5/8/1993,1993128,5/8/1993,1993,5,8,71.45454545,65.81818182,64.72727273,80.27272727,64.05263158,0.13,0.74,1.21,0.45,3.35,86,63,59,196,113,4,0,1,42,0
1993,KE MANN93,28,MANN,MANN93,NA,53.7,108,49,25.71,22.7,12.7,13.3,36.4,76.3,39.9,170,NA,340,5/26/1993,1993146,4/28/1993,1993118,4/28/1993,1993,4,28,68.81818182,71.27272727,66.09090909,66.72727273,54.68421053,0.68,0.26,0.61,1.35,7.64,86,87,62,83,41,0,4,0,10,0
1993,MC WILG93,26,WILG,WILG93,M,63.3,118,65,26,25.8,13.8,14.3,38.5,82.2,43.7,179,NA,465,5/27/1993,1993147,5/1/1993,1993121,5/1/1993,1993,5,1,72.90909091,65.63636364,66.54545455,71.18181818,57.73684211,0.68,0.66,0.6,0.96,5.38,105,51,68,117,65,4,0,0,13,0
1993,NB WILG93,26,WILG,WILG93,NA,63.4,127,81,26,26.3,14.6,14.6,39.9,85.1,45.2,195,NA,480,5/27/1993,1993147,5/1/1993,1993121,5/1/1993,1993,5,1,72.90909091,65.63636364,66.54545455,71.18181818,57.73684211,0.68,0.66,0.6,0.96,5.38,105,51,68,117,65,4,0,0,13,0
1993,WS SDON93,24,SDON,SDON93,NA,62,100,55,25.65,22.5,14.2,14.2,34.6,76.5,41.9,163,NA,475,5/27/1993,1993147,5/3/1993,1993123,5/3/1993,1993,5,3,75.27272727,63,66.27272727,74.27272727,61,0.68,0.71,0.55,0.96,5.19,123,36,67,144,75,4,0,0,19,0
1993,YQ CARD93,26,CARD,CARD93,NA,51.4,107,43,25.54,20.7,12.6,13.6,31.7,71.3,39.6,150,NA,335,5/27/1993,1993147,5/1/1993,1993121,5/1/1993,1993,5,1,72.90909091,65.63636364,66.54545455,71.18181818,57.73684211,0.68,0.66,0.6,0.96,5.38,105,51,68,117,65,4,0,0,13,0
1993,BM CARD93,26,CARD,CARD93,NA,51.5,106,55,25.82,20.7,12.3,12.3,32.6,72,39.4,158,NA,320,5/27/1993,1993147,5/1/1993,1993121,5/1/1993,1993,5,1,72.90909091,65.63636364,66.54545455,71.18181818,57.73684211,0.68,0.66,0.6,0.96,5.38,105,51,68,117,65,4,0,0,13,0
1993,W3 TORG93,25,TORG,TORG93,NA,57.4,86,34,24.79,22,13.2,13.4,32.5,73,40.5,140,NA,288,5/29/1993,1993149,5/4/1993,1993124,5/4/1993,1993,5,4,73.45454545,64.45454545,65.72727273,75.09090909,61.84210526,0.68,0.73,0.56,1,5.18,113,51,57,151,89,4,0,0,19,0
1993,MB LIBE93,19,LIBE,LIBE93,NA,51.2,52,25,19,16.8,11.8,12.8,28.4,63.4,35,99,NA,NA,6/1/1993,1993152,5/13/1993,1993133,5/13/1993,1993,5,13,63.63636364,66.90909091,72.72727273,79.18181818,70.57894737,0.66,0.6,0.96,2.34,1.45,37,70,133,187,161,0,0,16,42,4
1993,KD LIBE93,19,LIBE,LIBE93,F,56.6,75,36,19,19.7,12.1,13.8,31.9,68.2,36.3,124,NA,NA,6/1/1993,1993152,5/13/1993,1993133,5/13/1993,1993,5,13,63.63636364,66.90909091,72.72727273,79.18181818,70.57894737,0.66,0.6,0.96,2.34,1.45,37,70,133,187,161,0,0,16,42,4
1993,LC LIBE93,19,LIBE,LIBE93,F,56,69,34,19,19.3,11.9,13.4,29.4,69,39.6,122,NA,NA,6/1/1993,1993152,5/13/1993,1993133,5/13/1993,1993,5,13,63.63636364,66.90909091,72.72727273,79.18181818,70.57894737,0.66,0.6,0.96,2.34,1.45,37,70,133,187,161,0,0,16,42,4
1993,GH LYDL93,30,LYDL,LYDL93,NA,57.9,146,90,28.56,25,13.7,12,37.6,79,41.4,207,NA,375,6/2/1993,1993153,5/3/1993,1993123,5/3/1993,1993,5,3,75.27272727,63,66.27272727,74.27272727,61,0.68,0.71,0.55,0.96,5.19,123,36,67,144,75,4,0,0,19,0
1993,M1 CUP293,10,CUP,CUP293,NA,36.6,4,NA,10,14.2,10.7,13.1,22.6,55.1,32.5,35,NA,NA,6/2/1993,1993153,5/23/1993,1993143,5/23/1993,1993,5,23,66.54545455,71.18181818,79,79.18181818,68.26315789,0.6,0.96,2.34,1.42,1.34,68,117,188,197,125,0,13,43,41,4
1993,A2 CUP293,10,CUP,CUP293,NA,31.3,4,NA,10,11.7,9.4,11.9,18.8,50.1,31.3,30,NA,NA,6/2/1993,1993153,5/23/1993,1993143,5/23/1993,1993,5,23,66.54545455,71.18181818,79,79.18181818,68.26315789,0.6,0.96,2.34,1.42,1.34,68,117,188,197,125,0,13,43,41,4
1993,HG KRUM93,26,KRUM,KRUM93,NA,59.9,102,53,25.65,23,13.7,15,36.4,78.8,42.4,159,NA,440,6/3/1993,1993154,5/8/1993,1993128,5/8/1993,1993,5,8,71.45454545,65.81818182,64.72727273,80.27272727,64.05263158,0.13,0.74,1.21,0.45,3.35,86,63,59,196,113,4,0,1,42,0
1993,PY SEC293,11,SEC,SEC293,NA,37.1,11,3,11,13.9,10.9,11.9,22.3,55,32.7,42,NA,140,6/4/1993,1993155,5/24/1993,1993144,5/24/1993,1993,5,24,66.90909091,72.72727273,79.18181818,79.72727273,68.47368421,0.6,0.96,2.34,1.42,1.22,70,133,187,209,122,0,16,42,53,4
1993,P3 SAND93,16,SAND,SAND93,NA,42.7,14,5,16,16.3,11.2,13.5,24.9,61.2,36.3,53,NA,NA,6/4/1993,1993155,5/19/1993,1993139,5/19/1993,1993,5,19,65.81818182,64.72727273,80.27272727,78,70.73684211,0.74,1.21,0.45,2.95,0.94,63,59,196,180,152,0,1,42,36,4
1993,LC LIBE93,25,LIBE,LIBE93,F,58.3,105,61,25.97,21.4,12.5,12.8,34.1,74.7,40.6,163,NA,335,6/7/1993,1993158,5/13/1993,1993133,5/13/1993,1993,5,13,63.63636364,66.90909091,72.72727273,79.18181818,70.57894737,0.66,0.6,0.96,2.34,1.45,37,70,133,187,161,0,0,16,42,4
1993,OZ DEVO93,0,DEVO,DEVO93,NA,62,187,141,0,26,14.5,13,43,89,46,253,NA,390,6/8/1993,1993159,6/8/1993,1993159,6/8/1993,1993,6,8,78.27272727,80,82.81818182,80.72727273,65.52631579,0.55,3.19,0.88,0.6,1.11,171,208,247,208,102,23,56,91,53,0
1993,PY SEC293,167,SEC,SEC293,NA,52.3,190,151,167,31.4,16.5,13.7,42.4,86.3,43.9,250,NA,251,11/10/1993,1993314,5/27/1993,1993147,5/27/1993,1993,5,27,64.45454545,76.90909091,80.45454545,81.81818182,68.84210526,1.01,0.55,2.5,1.19,0.76,53,159,210,236,130,0,19,58,80,4
1993,CY BROT93,724,BROT,BROT93,NA,59,238,162,724,34.9,17,15.4,45.2,90.2,45,298,NA,440,4/14/1995,1995104,4/20/1993,1993110,4/20/1993,1993,4,20,59.72727273,72.90909091,65.63636364,66.54545455,51.78947368,2.67,0.68,0.66,0.6,5.39,48,105,51,68,19,0,4,0,0,0
1994,QW SWEG94,7,SWEG,SWEG94,NA,27.2,1,0,7,11.7,10,11.5,18.3,46.6,28.3,26,NA,105,4/26/1994,1994116,4/19/1994,1994109,4/19/1994,1994,4,19,63.36363636,60,58.18181818,74,54.21052632,0.49,1.58,0.72,1.29,2.7,55,13,15,131,16,7,0,0,14,0
1994,NX ALOT94,3,ALOT,ALOT94,NA,15.8,0,0,3,7.4,7.1,8,12.2,32.4,20.2,0,NA,0,4/26/1994,1994116,4/23/1994,1994113,4/23/1994,1994,4,23,64.54545455,59.72727273,64.54545455,71.27272727,54,1.33,0.93,0.66,1.16,2.47,60,9,64,103,15,7,0,1,13,0
1994,4 ALOT94,2,ALOT,ALOT94,NA,13.8,0,0,2,6.2,7.1,7.8,11.2,30.2,19,0,NA,0,4/26/1994,1994116,4/24/1994,1994114,4/24/1994,1994,4,24,65.54545455,60.36363636,64.81818182,72,54.47368421,1.33,0.93,0.9,0.92,2.47,60,12,74,108,15,7,0,1,16,0
1994,LZ ALOT94,1,ALOT,ALOT94,NA,12.3,0,0,1,6.1,5.5,5.8,9.1,27,17.9,0,NA,0,4/26/1994,1994116,4/25/1994,1994115,4/25/1994,1994,4,25,65.90909091,60.18181818,65.63636364,72.63636364,55.47368421,1.33,1.26,0.78,0.74,2.62,60,21,70,123,28,7,0,1,21,0
1994,EG GENR94,3,GENR,GENR94,NA,16.3,0,0,3,7.9,7.6,8,12.7,33.6,20.9,17,NA,36,4/27/1994,1994117,4/24/1994,1994114,4/24/1994,1994,4,24,65.54545455,60.36363636,64.81818182,72,54.47368421,1.33,0.93,0.9,0.92,2.47,60,12,74,108,15,7,0,1,16,0
1994,FF GENR94,3,GENR,GENR94,NA,16,0,0,3,7.5,7.1,7.8,12.1,31.4,19.3,16,NA,32,4/27/1994,1994117,4/24/1994,1994114,4/24/1994,1994,4,24,65.54545455,60.36363636,64.81818182,72,54.47368421,1.33,0.93,0.9,0.92,2.47,60,12,74,108,15,7,0,1,16,0
1994,JB GENR94,2,GENR,GENR94,NA,13.1,0,0,2,6.3,6.4,6.8,9.6,27.6,18,13,NA,18,4/27/1994,1994117,4/25/1994,1994115,4/25/1994,1994,4,25,65.90909091,60.18181818,65.63636364,72.63636364,55.47368421,1.33,1.26,0.78,0.74,2.62,60,21,70,123,28,7,0,1,21,0
1994,GE GENR94,1,GENR,GENR94,NA,11.8,0,0,1,5.8,6.2,5.9,9.5,27.1,17.6,12,NA,15,4/27/1994,1994117,4/26/1994,1994116,4/26/1994,1994,4,26,64.90909091,59.54545455,65.36363636,74.36363636,57,1.17,1.25,0.77,0.74,2.07,50,18,70,135,39,7,0,1,21,0
1994,1 PINK94,0,PINK,PINK94,NA,12.3,0,0,0,5.6,6,6.4,9.6,27.2,17.6,12,NA,15,4/27/1994,1994117,4/27/1994,1994117,4/27/1994,1994,4,27,63.45454545,59.27272727,66.90909091,74.27272727,59.47368421,1.04,1.42,0.63,0.69,2.19,39,18,75,131,61,7,0,1,21,7
